Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
薙刀,なぎなた,"1. naginata, polearm with a curved single-edged blade (similar to a glaive)<br>2. naginata, martial art of wielding the naginata",Unlabeled,2,<b>薙刀</b>が倒されちゃって,Naginata was defeated,S01E04
もしも,もしも,"1. if, in case, supposing",N3,2,<b>もしも</b>～し？ もしも～し？,What if? What if?,S01E04
露出,ろしゅつ,"1. exposure, laying bare, baring (e.g. skin)<br>2. (photographic) exposure",Unlabeled,2,え～ <b>露出</b> 多くね？,"Huh, a lot of exposure, huh?","S01E04, S01E08"
トップ,トップ,"1. top<br>2. top position<br>3. senior management, senior bureaucrat",N3,2,タンク<b>トップ</b>を着ている私は,me wearing a tank top,"S01E04, S01E12"
なるほど,なるほど,"1. I see, that's right, indeed",N4,2,<b>なるほど</b> 今の私にはぴったりだ,"I see, it's perfect for me now.","S01E04, S01E12"
自信,じしん,"1. self-confidence, confidence (in oneself)",N1,2,自分に<b>自信</b>が持てて,I'm confident in myself,"S01E04, S01E06"
襟,えり,"1. collar, lapel, neckband, neck<br>2. nape of the neck, scruff of the neck",N1,2,そうだ <b>襟</b>とか立てたら,"Yes, if you put up the collar or something.",S01E04
定期,ていき,"1. fixed period, fixed term<br>2. regular, periodic, periodical<br>3. fixed-term commuter pass<br>4. fixed-term deposit<br>5. futures contracts",N3,2,きっと <b>定期</b>的にパンチラして…,I'm sure she panty shots regularly...,S01E04
パンチラ,パンチラ,1. brief glimpse of a woman's underwear,Unlabeled,2,きっと 定期的に<b>パンチラ</b>して…,I'm sure she panty shots regularly...,S01E04
こりゃ,こりゃ,"1. hey there, I say, see here",Unlabeled,2,<b>こりゃ</b> ほんま勃起もんやで,This really is an erection.,"S01E04, S01E09"
麺,めん,1. noodles<br>2. flour,Unlabeled,2,俺の部屋にあったカップ<b>麺</b>は？,What about the cup noodles in my room?,"S01E04, S01E09"
そのうち,そのうち,"1. before very long, soon, someday, one of these days, sooner or later<br>2. of the previously mentioned, of that number, among them, among others",N3,2,<b>そのうち</b>見つかるか,Will you find it soon?,"S01E04, S01E06"
見つかる,みつかる,"1. to be found, to be discovered",N4,2,そのうち<b>見つかる</b>か,Will you find it soon?,"S01E04, S01E06"
履ける,履ける,1. Can be worn (Auto-translated),Unlabeled,2,あれを平気で<b>履ける</b>ようになったら,If I could wear that without any worries,S01E04
大きい,おおきい,"1. big, large, great<br>2. loud<br>3. extensive, spacious<br>4. important, decisive, valuable<br>5. older, grown up",N5,2,おっぱい<b>大きく</b>なって,My boobs are getting bigger,"S01E04, S01E06"
等,など,"1. et cetera, etc., and the like, and so forth<br>2. or something<br>3. the likes of<br>4. for example, for instance, for one",N3,2,１枚切るごとに 屈伸<b>等</b>の,"Each time you cut a piece, it bends and stretches.","S01E04, S01E11"
主人,しゅじん,"1. head (of a household), proprietor (of a store), proprietress, landlord, landlady<br>2. one's husband<br>3. (one's) employer, (one's) master<br>4. host, hostess",Unlabeled,2,ご<b>主人</b>様の,Master's,S01E04
様,ざま,"1. mess, sorry state, plight, sad sight<br>2. -ways, -wards<br>3. in the act of ..., just as one is ...<br>4. manner of ..., way of ...",N3,2,ご主人<b>様</b>の,Master's,S01E04
ハッピー,ハッピー,1. happy,Unlabeled,2,超<b>ハッピー</b>なスマイルでね！,With a super happy smile!,"S01E04, S01E05"
パライソ,パライソ,"1. paradise, heaven, Eden",Unlabeled,2,<b>パライソ</b>に,to Paraiso,S01E04
連れる,つれる,"1. to take (someone) with one, to bring along, to go with, to be accompanied by",N4,2,<b>連れ</b>ていってください！,Please take me!,S01E04
効く,きく,"1. to be effective, to take effect, to be good (for)<br>2. to work, to function well<br>3. to be possible (to do, use, etc.), to be able to<br>4. to taste (alcohol), to try",N3,2,<b>効く</b> 効く～ ハァ…,"It works, it works~ ha...",S01E04
アップ,アップ,"1. increasing<br>2. uploading, posting (e.g. content), putting online<br>3. close-up<br>4. finishing shooting (of a film, etc.)<br>5. upswept hairstyle<br>6. being up (i.e. leading in sports)<br>7. warming up<br>8. being over, being finished",N1,2,ランク<b>アップ</b>させることは―,To rank up -,"S01E04, S01E12"
貸す,かす,"1. to lend, to loan<br>2. to rent out, to hire out",N5,2,それ<b>貸し</b>て！ 自分でやるから,Lend me that! I'll do it myself,"S01E04, S01E08"
使用,しよう,"1. use, application, employment, utilization, utilisation",N3,2,<b>使用</b>済みとか言うな！,Don't say it's used!,S01E04
それなのに,それなのに,"1. and yet, despite this, but even so, but even then, however, nevertheless, for all that, notwithstanding that",N2,2,<b>それなのに</b> あなたときたら―,But when it comes to you...,"S01E05, S01E09"
諦める,あきらめる,"1. to give up, to abandon (hope, plans), to resign oneself (to)",N3,2,<b>諦める</b>のは まだ早い,It's still too early to give up,"S01E05, S01E10"
冗談,じょうだん,"1. jest, joke, funny story",N3,2,そういう<b>冗談</b>は,That kind of joke,"S01E05, S01E10"
スポーツドリンク,スポーツドリンク,1. sports drink,Unlabeled,2,俺の<b>スポーツドリンク</b>,my sports drink,S01E05
反省,はんせい,"1. reflection, reconsideration, introspection, meditation, contemplation<br>2. regret, repentance, remorse, being sorry",N2,2,<b>反省</b>してないだろ？,"You haven't reflected on it, have you?",S01E05
おごり,おごり,"1. luxury, extravagance<br>2. treat (i.e. at somebody's expense)",Unlabeled,2,今日のお昼 <b>おごり</b>ね,I'll buy you lunch today.,"S01E05, S01E11"
おなか,おなか,"1. belly, abdomen, stomach",N5,2,<b>おなか</b>すいた～,I'm hungry~,"S01E05, S01E10"
すく,すく,"1. to like, to love, to be fond of",N4,2,おなか<b>すい</b>た～,I'm hungry~,"S01E05, S01E10"
関わる,かかわる,"1. to be affected, to be influenced<br>2. to be concerned with, to have to do with<br>3. to stick to (opinions)",Unlabeled,2,それに<b>関わる</b>男が,the man involved in it,S01E05
成立,せいりつ,"1. formation, establishment, materialization, coming into existence<br>2. conclusion (e.g. of a deal), reaching (e.g. an agreement), approval, completion, closing, enacting, arrangement<br>3. being valid (of a theory, argument, etc.), holding, applying",N2,2,<b>成立</b>するわけで―,That's why it's true...,"S01E05, S01E10"
当たり前,あたりまえ,"1. natural, reasonable, obvious<br>2. usual, common, ordinary, commonplace, the norm",N1,2,１人きりだと無口なのが<b>当たり前</b>で,It's normal to be quiet when you're alone.,"S01E05, S01E09"
カプチーノ,カプチーノ,1. cappuccino,Unlabeled,2,<b>カプチーノ</b>ですね,It's cappuccino,S01E05
かしこまる,かしこまる,"1. to obey respectfully, to humble oneself, to sit straight (upright, respectfully, attentively)",Unlabeled,2,<b>かしこまり</b>ました,I got it,"S01E05, S01E09"
勝負,しょうぶ,"1. victory or defeat<br>2. match, contest, game, bout",N2,2,でも まあ 味が<b>勝負</b>だからな,"But hey, taste is the name of the game.","S01E05, S01E12"
飲む,のむ,"1. to drink, to gulp, to swallow, to take (medicine)<br>2. to smoke (tobacco)<br>3. to engulf, to overwhelm<br>4. to keep down, to suppress<br>5. to accept (e.g. demand, condition)<br>6. to make light of, to conceal",N5,2,何 みんな こんなのを<b>飲ん</b>でんの？,"What, are you all drinking this?",S01E05
少々,しょうしょう,"1. just a minute, small quantity",N3,2,はい <b>少々</b> お待ちください,"Yes, please wait a moment","S01E05, S01E09"
のみ,のみ,"1. only, nothing but",Unlabeled,2,デフォルトで存在するとき<b>のみ</b>―,Only when present by default -,"S01E05, S01E06"
プリ,プリ,1. pre-,Unlabeled,2,おっ その<b>プリ</b> 誰？,"Whoa, who is that puri?",S01E05
ブサイク,ぶさいく,"1. clumsy (work)<br>2. plain (e.g. looks), ugly, homely, unattractive",Unlabeled,2,<b>ブサイク</b>言うな～！,Don't call me ugly!,S01E05
プリクラ,プリクラ,"1. photo booth that prints out cards and stickers of the resulting photograph, which are then traded among friends",Unlabeled,2,<b>プリクラ</b> 撮りに行かないか？,Would you like to go take a purikura photoshoot?,S01E05
表情,ひょうじょう,"1. facial expression, countenance<br>2. look, appearance, expression (vocal, etc.)",N3,2,<b>表情</b>豊かで,expressive,S01E05
豊か,ゆたか,"1. abundant, wealthy, plentiful, rich, affluent<br>2. very, extremely, full of, great",N3,2,表情<b>豊か</b>で,expressive,S01E05
空く,すく,"1. to become less crowded, to thin out, to get empty<br>2. to be hungry",N4,2,手の<b>空い</b>ている生徒がいましたら,If there are any students who have free hands.,"S01E05, S01E11"
こないだ,こないだ,"1. the other day, lately, recently",N2,2,やる <b>こないだ</b>飲んだ,I drank it the other day.,"S01E05, S01E12"
コイン,コイン,"1. coin<br>2. token, slug",Unlabeled,2,<b>コイン</b>を入れてね,Please insert a coin.,S01E05
フウ,ふう,1. Formosan sweetgum (Liquidambar formosana),Unlabeled,2,<b>フウ</b>～ ん？,Huh~ Huh?,"S01E05, S01E11"
一つ,ひとつ,"1. one<br>2. for one thing<br>3. only<br>4. (not) even<br>5. just (e.g. ""just try it"")<br>6. some kind of, one type of",N5,2,嫌な顔<b>一つ</b> しないなんて,I can't believe I didn't make a single unpleasant face,"S01E05, S01E07"
最も,もっとも,"1. most, extremely",N3,2,それが<b>最も</b>重要です,that is the most important,"S01E05, S01E06"
スキル,スキル,1. skill,Unlabeled,2,厳しい<b>スキル</b>チェックがあるはずだ,There should be a tough skill check.,S01E05
逃す,のがす,"1. to miss (e.g. a chance), to lose, to let get away<br>2. to set free, to let go<br>3. to fail to ...",N1,2,タイミングを<b>逃し</b>たか？,Did you miss your timing?,"S01E05, S01E11"
イタタタタタ,イタタタタタ,1. ita ta ta ta ta (Auto-translated),Unlabeled,2,<b>イタタタタタ</b>…！,Ita ta ta ta ta…!,S01E05
美人,びじん,1. beautiful woman,N3,2,<b>美人</b>だよね モデルさん？,"You're beautiful, aren't you, a model?","S01E05, S01E06"
モデル,モデル,"1. model, dummy, mock-up<br>2. model (profession), fashion model<br>3. model (of a car, etc.), make, version<br>4. model, example, template, standard<br>5. model (in model theory), theory<br>6. person a fictional character was modeled on, inspiration",N2,2,美人だよね <b>モデル</b>さん？,"You're beautiful, aren't you, a model?",S01E05
高,たか,"1. quantity, amount, volume, number, amount of money",N1,2,短時間で<b>高</b>収入,High income in a short time,"S01E05, S01E10"
兄さん,にいさん,"1. older brother, elder brother<br>2. brother (as older-brother figure in friendly and or work relationship)<br>3. young man, buddy, fella, laddie",Unlabeled,2,いや～ お<b>兄さん</b> お兄さん,"No, brother, brother",S01E05
裏,うら,"1. opposite side, bottom, other side, side hidden from view, undersurface, reverse side<br>2. rear, back, behind<br>3. lining, inside<br>4. in the shadows, behind the scenes, offstage, behind (someone's) back<br>5. more (to something than meets the eye), hidden side (e.g. of one's personality), unknown circumstances, different side<br>6. proof<br>7. opposite (of a prediction, common sense, etc.), contrary<br>8. inverse (of a hypothesis, etc.)<br>9. bottom (of an inning), last half (of an inning)",N4,2,レアな<b>裏</b>モノね,It's a rare secret thing.,S01E05
街,がい,"1. ... street, ... quarter, ... district",N3,2,<b>街</b>を歩く以上―,More than just walking around town,"S01E05, S01E09"
まだまだ,まだまだ,"1. still, much more, (not) yet<br>2. still a long way to go, still a long way off, not there yet",Unlabeled,2,<b>まだまだ</b> 捨てたものじゃないな,I haven't thrown it away yet.,"S01E06, S01E07"
捨てる,すてる,"1. to throw away, to cast away, to dump, to discard<br>2. to abandon, to desert, to leave<br>3. to give up, to resign",N4,2,まだまだ <b>捨て</b>たものじゃないな,I haven't thrown it away yet.,"S01E06, S01E08"
愛せる,愛せる,1. I can love you (Auto-translated),Unlabeled,2,どこまで<b>愛せる</b>かが大事なんだわ,What's important is how much you can love,S01E06
出会える,出会える,1. I can meet you (Auto-translated),Unlabeled,2,<b>出会える</b>のも―,You can also meet-,S01E06
運命,うんめい,"1. fate, destiny, lot",N1,2,<b>運命</b>の出会いがあったりして,There was a fateful encounter,"S01E06, S01E09"
身,み,"1. body<br>2. oneself<br>3. one's place, one's position<br>4. main part, meat (as opposed to bone, skin, etc.), wood (as opposed to bark), blade (as opposed to its handle), container (as opposed to its lid)",N3,2,川の流れに<b>身</b>を任すような毎日？,Every day is like surrendering to the flow of a river?,"S01E06, S01E09"
たった,たった,"1. only, merely, but, no more than",N1,2,やっぱさ <b>たった</b>１人の,"After all, there's only one person","S01E06, S01E12"
そうね,そうね,"1. Oh well, yeah, good, OK",Unlabeled,2,何だか 今朝は元気<b>そうね</b>,"Somehow, you seem to be doing well this morning.","S01E06, S01E09"
キャンプ,キャンプ,1. camp,N3,2,<b>キャンプ</b>は却下 虫に食われる,"Camp is rejected, eaten by insects","S01E06, S01E07"
潰す,つぶす,"1. to smash, to crush, to flatten<br>2. to shut down, to put out of business, to force (a company) to close up shop<br>3. to wreck, to break, to block, to thwart<br>4. to butcher, to slaughter, to kill (livestock, for food)<br>5. to kill (time), to while away (the time), to use up (one's time)<br>6. to waste (e.g. talents)",N2,2,おのおのが勝手に時間を<b>潰す</b>,Everyone wastes time on their own,"S01E06, S01E10"
今年,ことし,1. this year,N5,2,<b>今年</b>は彼氏と行くんだろうな,I'm probably going with my boyfriend this year.,"S01E06, S01E09"
雑誌,ざっし,"1. journal, magazine, periodical",N5,2,<b>雑誌</b>も占いも バカにできないな,I can't make fun of magazines or fortune telling.,S01E06
エストロゲン,エストロゲン,1. estrogen,Unlabeled,2,“最も多く<b>エストロゲン</b>が,“The most estrogen,S01E06
瞬間,しゅんかん,"1. moment, second, instant",N3,2,分泌される<b>瞬間</b>は…”,"The moment it is secreted...""",S01E06
エア,エア,1. air,Unlabeled,2,<b>エア</b>セックス的なことを,air sex stuff,S01E06
次元,じげん,"1. dimension<br>2. perspective, point of reference, level (of something)",Unlabeled,2,３<b>次元</b>でも,Even in 3D,S01E06
ハハッ,ハハッ,1. Haha (Auto-translated),Unlabeled,2,ウフフッ <b>ハハッ</b> フフッ…,Uhuhu haha ​​hehe...,"S01E06, S01E07"
おっぱい,おっぱい,"1. breasts, boobies, tits<br>2. breast milk",Unlabeled,2,<b>おっぱい</b> 押しつけやがって,Boobs pressed against me,"S01E06, S01E11"
ムチ,むち,"1. whip, lash, scourge<br>2. stick, cane, rod, pointer",Unlabeled,2,<b>ムチ</b>ムチになって―,I'm so horny...,S01E06
朝,あさ,1. morning<br>2. breakfast<br>3. next morning,N5,2,で <b>朝</b>から男と会話どころか―,"So, let alone talking to a man this morning...",S01E06
カラー,カラー,"1. collar<br>2. color, colour<br>3. hair colouring (coloring)<br>4. calla (variety of arum lily)",N2,2,ラッキー<b>カラー</b>は黒,lucky color is black,S01E06
反応,はんのう,"1. reaction, response",N1,2,さまざまな<b>反応</b>を見せるでしょう,will have a variety of reactions,S01E06
どころか,どころか,"1. far from, anything but, not at all<br>2. let alone, to say nothing of, not to mention, much less",Unlabeled,2,で 朝から男と会話<b>どころか</b>―,"So, let alone talking to a man this morning...","S01E06, S01E12"
ウヘヘヘ,ウヘヘヘ,1. Uhehehe (Auto-translated),Unlabeled,2,<b>ウヘヘヘ</b>… へへッ,Uhehehe… hehe,"S01E06, S01E08"
ぅおぅ,ぅおぅ,1. Woohoo (Auto-translated),Unlabeled,2,ど<b>ぅおぅ</b>！ え？ あ？ あ？,Whoa! picture? a? a?,S01E06
つい,つい,"1. just (now)<br>2. quite (near)<br>3. unintentionally, subconsciously, by mistake, against one's better judgement (judgment)",Unlabeled,2,いや 悪い <b>つい</b>…,"No, that's bad...",S01E06
うなじ,かいろ,1. sea route,Unlabeled,2,私の<b>うなじ</b>に… 何で？,On the nape of my neck... why?,S01E06
助動詞,じょどうし,"1. inflecting dependent word (in Japanese), bound auxiliary<br>2. auxiliary verb (in languages other than Japanese)",N1,2,<b>助動詞</b>の慣用表現を,idiomatic expressions of auxiliary verbs,S01E06
慣用,かんよう,"1. customary use, common usage, general usage",N1,2,助動詞の<b>慣用</b>表現を,idiomatic expressions of auxiliary verbs,S01E06
表現,ひょうげん,"1. expression, presentation<br>2. representation, notation",N3,2,助動詞の慣用<b>表現</b>を,idiomatic expressions of auxiliary verbs,S01E06
愛しい,いとしい,"1. lovely, dear, beloved, darling, dearest<br>2. pitiable, pitiful",Unlabeled,2,同じ<b>愛し</b>方しかしないし,We only love the same way,"S01E06, S01E07"
浮かれる,うかれる,"1. to make merry, to be festive",Unlabeled,2,お前たちが<b>浮かれる</b>気持ちも,The feeling that you guys are floating too,S01E06
当日,とうじつ,"1. day in question, appointed day, that very day, the day (of issue, publication, etc.)",N2,2,花火大会<b>当日</b>になってしまった,It's the day of the fireworks display,S01E06
フン,フン,1. Hun,Unlabeled,2,<b>フン</b> 別に,Hung separately,"S01E06, S01E10"
ぶる,ぶる,"1. to assume the air of ..., to behave like ...<br>2. to put on airs, to be self-important",Unlabeled,2,あっ<b>ぶ</b>ね 友達 いたのかよ,"Abune, did you have any friends?","S01E06, S01E11"
屋上,おくじょう,1. rooftop,N4,2,この誰もいない<b>屋上</b>が好きで―,I love this empty rooftop...,"S01E06, S01E10"
すげる,すげる,"1. to tie, to fix, to attach",Unlabeled,2,<b>すげ</b>え！ 俺も欲しい,Awesome! I want it too,"S01E06, S01E08"
かく,かく,1. beautiful passage of literature,Unlabeled,2,男も女も何人<b>かい</b>たな,There were several men and women.,"S01E06, S01E10"
こんにちは,こんにちは,"1. hello, good day, good afternoon",N3,2,皆さん <b>こんにちは</b>,Hello everyone,S01E07
意外,いがい,"1. unexpected, surprising",N3,2,<b>意外</b>でしょう？ これ,Isn't that surprising? this,S01E07
クラブ,クラブ,1. nightclub<br>2. clubs (card suit)<br>3. golf club,N1,2,今日 僕らの<b>クラブ</b>の,our club today,S01E07
動画,どうが,"1. video, movie, moving picture<br>2. animation, animated cartoon<br>3. in-betweens (animation)",Unlabeled,2,ゲームやって <b>動画</b> 見て,Play games and watch videos,"S01E07, S01E09"
たくさん,たくさん,"1. a lot, lots, plenty, many, a large number, much, a great deal, a good deal<br>2. enough, sufficient<br>3. enough, too many, too much",N5,2,肉眼でも <b>たくさん</b>の流星が,Many meteors can be seen with the naked eye,"S01E07, S01E09"
人物,じんぶつ,"1. person, character, figure, personage, man, woman<br>2. one's character, one's personality<br>3. able person, talented person",N3,2,筆者と登場<b>人物</b>の気持ちを,The feelings of the author and the characters,"S01E07, S01E12"
毒,どく,"1. poison, toxicant<br>2. harm, evil influence<br>3. ill will, spite, malice<br>4. abusive language",N3,2,<b>毒</b>キノコ見破り！,Spot poisonous mushrooms!,S01E07
キノコ,きのこ,1. mushroom,Unlabeled,2,毒<b>キノコ</b>見破り！,Spot poisonous mushrooms!,S01E07
発明,はつめい,"1. invention<br>2. intelligent, clever, smart<br>3. making sense (of something), understanding",N3,2,今回の<b>発明</b>は何ナリか？,What's the point of this invention?,S01E07
度目,どめ,1. the Nth time,Unlabeled,2,今年13<b>度目</b>の猛暑日となりました,It was the 13th hot day this year.,"S01E07, S01E09"
全く,まったく,"1. really, truly, entirely, completely, wholly, perfectly<br>2. indeed<br>3. good grief",N3,2,外に出る用事が<b>全く</b>ない,I have no need to go out,"S01E07, S01E08"
プール,プール,1. (swimming) pool<br>2. pool (billiards)<br>3. pool (together),N5,2,<b>プール</b>？ 苦行か！,Pool? Austerity!,S01E07
真っ白,まっしろ,"1. pure white<br>2. blank (e.g. mind, paper)",N2,2,“まだ <b>真っ白</b>な部だが,"“It’s still a blank area, but","S01E07, S01E10"
勝つ,かつ,"1. to win, to gain victory",N4,2,じゃあ 次 <b>勝っ</b>たほう 俺とね,"Then whoever wins next time, it's me.","S01E07, S01E08"
苦行,くぎょう,"1. penance, austerities, mortification, asceticism",Unlabeled,2,プール？ <b>苦行</b>か！,Pool? Austerity!,"S01E07, S01E10"
ニート,ニート,1. neat,Unlabeled,2,<b>ニート</b>とオタク相手に,For NEETs and otakus,"S01E07, S01E09"
そもそも,そもそも,"1. in the first place, to begin with, from the start, originally, ab initio<br>2. after all, anyway, actually, well, ..., ... on earth (e.g. ""what on earth?""), ... in the world (e.g. ""why in the world?"")<br>3. beginning, start",Unlabeled,2,<b>そもそも</b> ネットに顔出しなんて,Why show your face on the internet in the first place?,S01E07
ただいま,ただいま,"1. here I am, I'm home!<br>2. presently, right away, right now, just now",Unlabeled,2,<b>ただいま</b>ー,I'm home,"S01E07, S01E09"
ヘヘ,へへ,"1. heh-heh, hee-hee, ha ha<br>2. female genitals, vagina, vulva",Unlabeled,2,フフッ <b>ヘヘ</b> フフ…,Hehe hehe hehe...,S01E07
平和,へいわ,"1. peace, harmony",N3,2,また <b>平和</b>な日々が戻ってきた,Peaceful days are back again,"S01E07, S01E12"
階,かい,"1. storey, story, floor<br>2. stairs<br>3. stage (in chronostratigraphy)<br>4. counter for storeys and floors of a building",N1,2,しかし トイレは１<b>階</b>だ,But the toilet is on the first floor.,"S01E07, S01E10"
握手,あくしゅ,"1. handshake<br>2. reconciliation, joining hands, cooperation",N3,2,イベントだし <b>握手</b>会だし―,"It's an event, it's a handshake event...",S01E07
全て,すべて,"1. everything, all, the whole<br>2. entirely, completely, wholly, all",N3,2,ここで<b>全て</b>の女子力を,All the feminine power here,S01E07
漏らす,もらす,"1. to let leak, to let out (e.g. light)<br>2. to let out (a secret), to leak (information), to divulge, to disclose, to let slip<br>3. to give utterance to (e.g. one's dissatisfaction), to vent, to express, to reveal (e.g. one's true intentions), to let out (a sigh, etc.)<br>4. to wet one's pants<br>5. to omit, to leave out<br>6. to fail to do, to miss, to omit (by mistake), to forget to do",N1,2,おい <b>漏らす</b>ってことだよ,"Hey, it means leaking.",S01E07
わり,わり,"1. rate, ratio, proportion, percentage<br>2. profit<br>3. assignment<br>4. 10%, unit of ten percent<br>5. match, schedule of matches<br>6. diluted with (of drinks), mixed with",Unlabeled,2,新人の<b>わり</b>に結構 並んでるな,There are quite a few people lined up for being a newcomer.,"S01E07, S01E12"
キャーッ,きゃっ,"1. yikes!, eek!, ouch!, yes!, wow!, blech<br>2. ook, eek<br>3. customer",Unlabeled,2,<b>キャーッ</b>！,Kya!,"S01E07, S01E12"
離す,はなす,"1. to separate, to part, to divide, to keep apart",N3,2,ウソだよ <b>離さ</b>ない,"It's a lie, I won't let you go",S01E07
体する,たいする,"1. to keep in mind and do as one has been told, to learn and obey, to act in accordance, to comply",Unlabeled,2,臭い<b>体し</b>やがって”,You have a stinky body.”,S01E07
ヘヘッ,へへ,"1. heh-heh, hee-hee, ha ha<br>2. female genitals, vagina, vulva",Unlabeled,2,いや 更に私の声を入れて <b>ヘヘッ</b>,"No, add my voice too, hehe","S01E07, S01E11"
大好き,だいすき,"1. loveable, very likeable, like very much",N5,2,僕は<b>大好き</b>です”,I love it.”,"S01E07, S01E09"
おっきい,おっきい,"1. big, large, great",Unlabeled,2,<b>おっきく</b>なったらね,When you grow up,"S01E07, S01E08"
結婚,けっこん,1. marriage,N5,2,姉弟は<b>結婚</b>できないよ,Siblings can't get married,S01E07
早速,さっそく,"1. at once, immediately, without delay, promptly",N2,2,出来た では <b>早速</b>,"It's done, right away","S01E07, S01E10"
嫌い,きらい,"1. disliked, hated, disagreeable<br>2. tendency, smack (of), touch (of)<br>3. distinction, discrimination",N5,2,<b>嫌い</b>な男に体の自由を,Give freedom of body to the man you hate,S01E07
奪う,うばう,"1. to snatch away, to dispossess, to steal",N3,2,<b>奪わ</b>れるのは―,What is taken away is-,S01E07
だます,だます,"1. to trick, to cheat, to deceive<br>2. to coax, to wheedle, to soothe and humor (humour)",N2,2,そんな 私を<b>だまし</b>たの？,Did you deceive me like that?,"S01E07, S01E08"
まくる,まくる,"1. to turn up, to roll up (e.g. sleeves)<br>2. to do over and over again, to do relentlessly, to do with reckless abandon<br>3. to stage a comeback (against) (in mahjong, horse racing, etc.), to come from behind",Unlabeled,2,充実し<b>まくっ</b>た毎日を,Have a fulfilling day,"S01E07, S01E11"
着く,つく,"1. to arrive at, to reach<br>2. to sit on, to sit at (e.g. the table)",N5,2,午後には<b>着く</b>って言ってたから,He said he would arrive in the afternoon.,S01E08
しよう,しよう,"1. way, method, means, resource, remedy<br>2. (technical) specification",Unlabeled,2,<b>しよう</b>として―,Trying to-,"S01E08, S01E12"
すっごい,すっごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)",Unlabeled,2,おねえちゃんは <b>すっごい</b>な,Sister is amazing,S01E08
ヤリ,やりたなご,1. Tanakia lanceolata (species of cyprinid)<br>2. Tanakia lanceolata,Unlabeled,2,毎日 <b>ヤリ</b>まくりでさあ,Let's fuck each other every day,S01E08
まくり,まくり,"1. unframed painting, unframed drawing<br>2. suddenly coming up from behind and overtaking on the outside (keirin)",Unlabeled,2,毎日 ヤリ<b>まくり</b>でさあ,Let's fuck each other every day,S01E08
膜,まく,"1. membrane, film",N1,2,処女<b>膜</b>から声が出ていない,There is no sound coming from the hymen.,S01E08
安心,あんしん,"1. relief, peace of mind",N4,2,何か<b>安心</b>するというか―,It's kind of reassuring...,"S01E08, S01E11"
跡,あと,"1. trace, tracks, mark, sign<br>2. site, remains, ruins<br>3. scar",N3,2,<b>跡</b>が残ったら どうするの！,What should I do if there are marks left?,S01E08
よっしゃ,よっしゃ,"1. gotcha, alrighty, got it, OK",Unlabeled,2,<b>よっしゃ</b>！,Okay!,"S01E08, S01E10"
きれる,きれる,"1. to break, to snap, to be cut, to split, to crack<br>2. to be injured<br>3. to wear out, to be worn out<br>4. to break, to burst, to collapse<br>5. to wear off, to stop working, to go dead<br>6. to expire (time limit, etc.), to run out, to become due<br>7. to run out (of stock, etc.), to be exhausted, to be used up, to be sold out, to be out of<br>8. to be broken off (e.g. of a relationship), to break up, to have severed ties, to be cut off, to be disconnected<br>9. to cut well, to be sharp<br>10. to be sharp-minded, to be keen, to be shrewd, to be quick-witted, to be able<br>11. to be short of, to drop under (a certain figure), to beat (e.g. a record time)<br>12. to dry off<br>13. to curve, to veer<br>14. to shuffle (cards)<br>15. to get angry, to snap, to blow one's top, to lose one's temper, to flip<br>16. to be able to do completely",Unlabeled,2,死んでも死に<b>きれ</b>ねえよ,"Even if I die, I can't die","S01E08, S01E11"
おばさん,おばさん,1. aunt,Unlabeled,2,<b>おばさん</b>が来るから―,Auntie is coming...,S01E08
伸びる,のびる,"1. to stretch, to extend, to lengthen, to grow (of hair, height, grass, etc.)<br>2. to straighten out, to be flattened, to become smooth<br>3. to spread (of paint, cream, etc.)<br>4. to stretch out (e.g. of a hand), to extend<br>5. to lose elasticity, to become slack, to become soggy (e.g. noodles)<br>6. to make progress, to develop, to expand, to increase, to improve<br>7. to be exhausted, to be groggy, to pass out, to collapse<br>8. to be prolonged (meeting, life span, etc.), to be extended (e.g. deadline), to lengthen (e.g. of the days)<br>9. to be postponed, to be delayed, to be put off",N3,2,あら また背が<b>伸び</b>たんじゃない？,"Oh, you've grown taller again, haven't you?",S01E08
あたり,あたり,"1. hit<br>2. success<br>3. guess, prediction<br>4. affability, friendliness<br>5. sensation, touch<br>6. bruise (on fruit)<br>7. situation in which a stone or chain of stones may be captured on the next move (in the game of go)<br>8. bite (of a fish on a hook), strike<br>9. per, each",Unlabeled,2,そうなの？ 来年<b>あたり</b>,Is that so? around next year,"S01E08, S01E12"
そっち,そちら,"1. that way, that direction<br>2. there<br>3. that (one)<br>4. you, your family, your company<br>5. that person",N5,2,んと <b>そっち</b>じゃなくて,"Well, not that one.","S01E08, S01E11"
ありがと,ありがとう,"1. thank you, thanks",Unlabeled,2,ケガしてるのに <b>ありがと</b>ね,Thank you even though I'm injured.,"S01E08, S01E11"
公園,こうえん,1. (public) park,N5,2,そう 前も<b>公園</b>で会ったし,"Yes, we met at the park before.",S01E08
安い,やすい,"1. cheap, inexpensive<br>2. calm, peaceful, quiet",N5,2,コンビニで買った<b>安い</b>やつだけど,It's a cheap one I bought at a convenience store.,"S01E08, S01E10"
