Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
わっ,わっ,"1. boo! (sound used to scare someone)<br>2. ugh (dissatisfaction, aggravation)<br>3. ulp (consternation)",Unlabeled,2,<b>わっ</b> 危ねっ 蹴りそうになる,"Wow, I'm in danger. I'm about to kick you.","S01E05, S01E08"
売店,ばいてん,"1. stand, stall, booth, kiosk, store",N2,2,レゴシ 今日 食堂も<b>売店</b>も,"Legosi Today, the restaurant and the shop","S01E05, S01E07"
見出し,みだし,"1. heading, headline, title, caption<br>2. index<br>3. headword",N2,2,大<b>見出し</b>？ ウソでしょ,"Big headline? That's a lie, right?",S01E05
ばっかり,ばかり,"1. only, merely, nothing but, no more than<br>2. approximately, about<br>3. just (finished, etc.)<br>4. as if to, (as though) about to<br>5. indicates emphasis<br>6. always, constantly",Unlabeled,2,おせっかいされた<b>ばっかり</b>に,I've just been bothered,S01E05
合える,あえる,"1. to dress (vegetables, salad, etc.)",Unlabeled,2,分かり<b>合え</b>ないのは当然なんだ,It's natural that we can't understand each other,"S01E05, S01E11"
下げる,さげる,"1. to hang, to suspend, to wear (e.g. decoration)<br>2. to lower, to reduce, to bring down<br>3. to demote, to move back, to pull back<br>4. to clear (plates), to remove (food, etc. from table or altar)<br>5. to keep on playing after one has formed a scoring combination with captured cards",N4,2,一体 どの面 <b>下げ</b>て,Which side should I lower?,"S01E05, S01E11"
野蛮,やばん,"1. savage, barbarous, barbaric, uncivilized, uncivilised",Unlabeled,2,君たちの<b>野蛮</b>さは,your barbarity,"S01E05, S01E09"
超える,こえる,"1. to cross over, to cross, to pass through, to pass over (out of), to go beyond, to go past<br>2. to exceed, to surpass, to be more (than)",N2,2,校則違反を<b>超え</b>た大事件ですよ,This is a serious incident that goes beyond a violation of school rules.,"S01E05, S01E11"
命令,めいれい,"1. order, command, decree, directive<br>2. (software) instruction, statement",N3,2,さっきの<b>命令</b>は撤回だ,The previous order is revoked.,S01E05
しばらく,しばらく,"1. for a moment, for a minute<br>2. for a while, for some time<br>3. for the time being, for now<br>4. it's been a long time, long time no see",N4,2,２匹とも <b>しばらく</b>活動停止だ,Both have been inactive for a while.,"S01E05, S01E06"
揺れる,ゆれる,"1. to shake, to sway, to waver",N4,2,尻尾も<b>揺れる</b> 恋の予感,"Even the tail sways, a premonition of love",S01E05
以前,いぜん,"1. ago, since, before, previous",N3,2,男女である<b>以前</b>に―,Before being a man and a woman...,"S01E05, S01E12"
荒っぽい,あらっぽい,"1. wild, violent, rough-mannered, rude<br>2. rough (e.g. work), crude, coarse, careless",N1,2,たとえ <b>荒っぽく</b>ても稚拙でも,Even if it's rough or childish,"S01E05, S01E08"
メッセージ,メッセージ,1. message,N1,2,音と気泡で <b>メッセージ</b>の,Message with sound and bubbles,"S01E05, S01E07"
怒り,いかり,"1. anger, rage, fury, wrath, indignation",N1,2,レゴシ <b>怒り</b>は収まったのか？,Legoshi Has your anger subsided?,S01E05
乱闘,らんとう,"1. fray, fighting, brawling, scuffle",Unlabeled,2,だって お前 昨日の<b>乱闘</b>,Because you were in yesterday's scuffle.,"S01E05, S01E11"
もったいない,もったいない,"1. wasteful, a waste<br>2. too good, more than one deserves, unworthy of<br>3. impious, profane, sacrilegious",N2,2,<b>もったいない</b>なあ,It's a waste,"S01E05, S01E07"
人知れず,ひとしれず,"1. secretly, in secret, unseen, unobserved, inwardly, in private",Unlabeled,2,<b>人知れず</b>生きていたのに,Even though I was living in obscurity,"S01E05, S01E09"
ぶつける,ぶつける,"1. to hit (e.g. one's head), to strike, to crash into<br>2. to throw (e.g. a ball, a question, a demand)<br>3. to express, to vent (e.g. one's anger)",N2,2,俺に<b>ぶつけ</b>てる場合なのかよ,Is this when you're hitting on me?,"S01E05, S01E09"
きっかけ,きっかけ,"1. chance, start, cue, excuse, motive, impetus, occasion",N2,2,何か <b>きっかけ</b>とか,Some kind of trigger,S01E05
予感,よかん,"1. presentiment, premonition, hunch<br>2. to have a premonition, to have a hunch",N1,2,尻尾も揺れる 恋の<b>予感</b>,"Even the tail sways, a premonition of love","S01E05, S01E12"
とうとう,とうとう,"1. finally, at last, ultimately, in the end",N4,2,<b>とうとう</b>目覚めてしまったのか,Have you finally woken up?,S01E05
始まる,はじまる,"1. to begin, to start, to commence<br>2. to happen (again), to begin (anew)<br>3. to date (from), to originate (in)",N5,2,５限 <b>始まる</b>よ,5th period starts,"S01E05, S01E12"
おおう,おおう,"1. to cover, to hide, to conceal, to wrap, to disguise",Unlabeled,2,<b>おおっ</b> 結構 絞り込めるぜ,"Oh, you can narrow it down quite a bit.","S01E05, S01E11"
込める,こめる,"1. to load (a gun, etc.), to charge<br>2. to put into (e.g. emotion, effort)<br>3. to include (e.g. tax in a sales price)<br>4. to hang over, to shroud, to enshroud, to envelop, to screen",N1,2,心を<b>込め</b>て蹂躙してあげよう,I'll crush you with all my heart,"S01E05, S01E10"
屋,や,1. (something) shop<br>2. somebody who sells (something) or works as (something)<br>3. somebody with a (certain) personality trait<br>4. house<br>5. roof,Unlabeled,2,裏市の肉はな 病院や葬儀<b>屋</b>が,"Meat in the back market, hospitals and funeral parlors","S01E05, S01E06"
誘う,さそう,"1. to invite, to ask (someone to do), to call (for), to take (someone) along<br>2. to tempt, to lure, to entice, to seduce<br>3. to induce (tears, laughter, sleepiness, etc.), to arouse (e.g. sympathy), to provoke",N3,2,絶対 あの子 <b>誘う</b>し,I'll definitely invite that girl,"S01E05, S01E08"
すぎ,すぎ,"1. past, after<br>2. too (much), over- (e.g. eating)",Unlabeled,2,ハードル 高<b>すぎ</b>だっつうの,The hurdles are too high,S01E05
つう,つう,"1. authority, expert, connoisseur, well-informed person<br>2. counter for messages, letters, notes, documents, etc.<br>3. understanding (esp. of male-female relations), tact, insight<br>4. supernatural powers, magical powers",Unlabeled,2,食っちまったっ<b>つう</b>事例もある,There are also cases of people eating it.,"S01E05, S01E06"
祭り,まつり,"1. festival, feast<br>2. harassment by an Internet pitchfork mob, online shaming, flaming<br>3. galore (as in ""goals galore""), frenzy, mania",Unlabeled,2,<b>祭り</b>の手伝いに行くんだぞ,I'm going to help out at the festival.,S01E05
使い,つかい,"1. errand, mission, going as envoy<br>2. messenger, bearer, errand boy, errand girl<br>3. familiar spirit<br>4. use, usage, user, trainer, tamer, charmer",Unlabeled,2,去年のオブジェの<b>使い</b>回しは,How to reuse last year's objects,"S01E05, S01E08"
昔,むかし,"1. olden days, former",N4,2,…で はるか<b>昔</b> 隕石の落下によって,"...and a long time ago, due to the fall of a meteorite.","S01E05, S01E11"
によって,によって,"1. according to, by (means of), due to, because of",Unlabeled,2,彼女<b>によって</b>,by her,"S01E05, S01E11"
迎える,むかえる,"1. to go out to meet<br>2. to receive, to welcome, to greet, to salute, to hail, to reach, to approach, to enter (a phase, era, etc.)<br>3. to accept (e.g. as a member of a group or family)<br>4. to call for, to summon, to invite<br>5. to approach (a certain time, a point in one's life, etc.)",N4,2,<b>迎える</b>お祭りとか言ったって―,Even if you say it's a festival to welcome...,"S01E05, S01E10"
彼氏,かれし,"1. boyfriend<br>2. he, him",Unlabeled,2,きっと <b>彼氏</b>彼女と,Probably with a boyfriend and girlfriend,S01E05
たつ,たつ,"1. to rise up, to initiate (political) action",Unlabeled,2,食っちまっ<b>たっ</b>つう事例もある,There are also cases of people eating it.,"S01E05, S01E06"
いまだに,いまだに,"1. still, even now, to this day",Unlabeled,2,けど <b>いまだに</b> ぎこちない空気を,But there's still an awkward atmosphere,"S01E05, S01E07"
お疲れさま,おつかれさま,"1. thank you for your hard work, good work<br>2. see you, goodbye, goodnight",Unlabeled,2,<b>お疲れさま</b>でした,Thank you for your hard work,"S01E05, S01E08"
お似合い,おにあい,"1. well-matched (esp. of a couple), becoming, suitable",Unlabeled,2,あの２匹が<b>お似合い</b>だったから,Because those two were a good match,"S01E05, S01E12"
倍,ばい,"1. twice, double<br>2. times, -fold<br>3. 1-nth, 1 to n, 1 in n",N4,2,100<b>倍</b>は有意義でーす,100 times more meaningful,"S01E05, S01E11"
ますます,ますます,"1. increasingly, more and more, decreasingly (when declining), less and less",N3,2,<b>ますます</b>絶滅の危機に,Increasingly endangered,"S01E05, S01E11"
他人,たにん,"1. another person, other people, others<br>2. unrelated person (i.e. not related by blood)<br>3. outsider, stranger",N3,2,そもそも 赤の<b>他人</b>が,"In the first place, a stranger","S01E05, S01E06"
どうぞ,どうぞ,"1. please, kindly, I beg of you<br>2. by all means, feel free, you are welcome<br>3. here you are",N5,2,<b>どうぞ</b>どうぞ 続けてちょうだい,"Please, please continue.",S01E05
ちょうだい,ちょうだい,"1. receiving, reception, getting, being given<br>2. eating, drinking, having<br>3. please, please do for me",N3,2,愛を<b>ちょうだい</b>,give me love,"S01E05, S01E07"
愉快,ゆかい,"1. pleasant, delightful, enjoyable, joyful, cheerful, amusing, happy",N3,2,あ～ <b>愉快</b> 愉快って,"Ah, so happy, so happy",S01E05
大勢,おおぜい,"1. crowd of people, great number of people<br>2. in great numbers",N5,2,あんたら<b>大勢</b>で,There's a lot of you,"S01E05, S01E09"
ムダ,むだ,"1. futility, waste, uselessness, pointlessness, idleness",Unlabeled,2,私に挑んだって<b>ムダ</b>よ,It's no use challenging me,"S01E05, S01E07"
がい,がい,"1. self-will, obstinacy",Unlabeled,2,もっといじめ<b>がい</b>がある―,There's more to bullying.,"S01E05, S01E12"
自由,じゆう,"1. freedom, liberty",N4,2,あんたたちと違って<b>自由</b>だもの,I'm free unlike you guys.,"S01E05, S01E11"
勘違い,かんちがい,"1. misunderstanding, mistaken idea, wrong guess",N2,2,食い物と<b>勘違い</b>して,Mistaking it for food,"S01E05, S01E07"
神様,かみさま,"1. God, god<br>2. ace, king, superior person, god (amongst men)",N2,2,<b>神様</b> 神様,god god,S01E05
苦手,にがて,"1. poor (at), weak (in), not very good (at)<br>2. not one's cup of tea, not one's favorite",N3,2,私 歴史が一番 <b>苦手</b>,I dislike history the most.,"S01E05, S01E07"
寂しい,さびしい,"1. lonely, lonesome, solitary, desolate",N4,2,<b>寂し</b>がる子供みたいな声を出すな,Don't sound like a lonely child,"S01E05, S01E07"
不思議,ふしぎ,"1. wonderful, marvelous, strange, incredible, amazing, curious, miraculous, mysterious<br>2. strangely enough, oddly enough, for some reason, curiously",N3,2,でも 自分でも<b>不思議</b>なくらい,But even I find it strange,"S01E05, S01E12"
エッチ,エッチ,"1. H, h<br>2. indecent, lewd, sexy, dirty, obscene<br>3. (having) sex<br>4. nth year in the Heisei era (1989.1.8-2019.4.30)<br>5. hydrogen (H)",Unlabeled,2,<b>エッチ</b>はしてないんですね,You haven't had sex.,"S01E05, S01E12"
食事,しょくじ,"1. meal, dinner<br>2. diet",N4,2,女の子の<b>食事</b>を そんなに,girl eats so much,S01E05
だけど,だけど,1. however,N3,2,<b>だけど</b> あなたは,But you,"S01E05, S01E09"
現実,げんじつ,"1. reality, actuality, hard fact",N3,2,24時間で 一気に<b>現実</b>と理想を,Reality and ideals all at once in 24 hours,"S01E05, S01E12"
関わる,かかわる,"1. to be affected, to be influenced<br>2. to be concerned with, to have to do with<br>3. to stick to (opinions)",Unlabeled,2,もう<b>関わら</b>ないってこと？,Does that mean you're no longer involved?,"S01E05, S01E10"
物理,ぶつり,"1. physics, law of nature",N3,2,同種族で<b>物理</b>的に触れ合うと―,When people of the same species come into physical contact...,"S01E05, S01E07"
埋まる,うまる,"1. to be buried, to be covered, to be surrounded<br>2. to overflow, to be crowded, to be filled<br>3. to be repaid (e.g. debt), to be replenished<br>4. to be filled (e.g. blank, vacancy, schedule)",N1,2,距離は<b>埋まら</b>ないのにね,Even though the distance can't be bridged,"S01E05, S01E11"
ビックリ,びっくり,"1. to be surprised, to be amazed, to be frightened, to be astonished, to get startled, to jump<br>2. surprise (e.g. surprise party)",Unlabeled,2,さすがに<b>ビックリ</b>しましたけどね,"I was really surprised, though.","S01E05, S01E10"
いくらでも,いくらでも,"1. as many as one likes, as much as one likes<br>2. great many, plenty, to any degree, in unlimited quantities, any amount (of), any number (of)<br>3. almost (none), (not) much<br>4. no matter how much, no matter how big or small",Unlabeled,2,<b>いくらでも</b>危険な目に,In any amount of danger,"S01E05, S01E10"
疑い,うたがい,"1. doubt, question, uncertainty, skepticism, scepticism, suspicion, distrust",Unlabeled,2,〝食殺〞した<b>疑い</b>が,"Suspicion of ""eating and killing""",S01E06
現在,げんざい,"1. now, current, present, present time, as of",N3,2,<b>現在</b> 逃走中ですが,I'm currently on the run,S01E06
逃走,とうそう,"1. flight, desertion, escape",N1,2,現在 <b>逃走</b>中ですが,I'm currently on the run,S01E06
種類,しゅるい,"1. variety, kind, type, category<br>2. counter for kinds, species, etc.",N3,2,４匹の<b>種類</b>が,4 types of animals,S01E06
表,おもて,"1. surface<br>2. face (i.e. the visible side of an object)<br>3. front (of a building, etc.), obverse side (i.e. ""head"") of a coin<br>4. outside, exterior<br>5. appearance<br>6. public<br>7. first half (of an inning), top (of an inning)<br>8. cover (for tatami mats, etc.)<br>9. foreground",N4,2,みんな <b>表</b>では,Everyone at the table,S01E06
難しい,むずかしい,"1. difficult, hard, troublesome, complicated, serious (disease, problem, etc.)<br>2. impossible, unfeasible<br>3. fussy, particular, fastidious, hard to please, displeased<br>4. gloomy, glum, sullen, serious (look)<br>5. dirty, unclean, filthy, detestable<br>6. unpleasant, uncomfortable, creepy, spooky",N5,2,<b>難しい</b>かもしれない,It may be difficult,"S01E06, S01E07"
兄ちゃん,にいちゃん,"1. (one's) older brother<br>2. young man, sonny, lad",Unlabeled,2,ありがとう お<b>兄ちゃん</b>,Thank you brother,"S01E06, S01E11"
傷つく,きずつく,"1. to be wounded, to get injured<br>2. to get hurt feelings<br>3. to get damaged, to get chipped, to get scratched",Unlabeled,2,レゴシ君 <b>傷つい</b>たでしょ,"Legoshi-kun, you're hurt, right?","S01E06, S01E12"
シイラ,しいら,"1. mahi-mahi (Coryphaena hippurus), common dolphinfish, dolphin, dorado",Unlabeled,2,<b>シイラ</b>先輩から聞いたんです,I heard it from Shiira-senpai.,"S01E06, S01E08"
ぶり,ぶり,"1. style, manner, way<br>2. after (period of time) again (e.g. meeting again after a year), for the first time in (period of time)",Unlabeled,2,悩まされるのは何年<b>ぶり</b>かしら,How many years has it been since I've had this problem?,"S01E06, S01E09"
そしたら,そうしたら,"1. then, and then, and, if so, because then, if that's the case",Unlabeled,2,いや <b>そしたら</b>,[Unavailable],S01E06
童貞,どうてい,"1. virginity (of a male), virgin<br>2. (Catholic) nun, sister",Unlabeled,2,いやあ お前の<b>童貞</b>臭は,"Oh, your virginity smell",S01E06
唾液,だえき,"1. saliva, sputum",Unlabeled,2,<b>唾液</b>が止まらないんだ,I can't stop salivating,S01E06
つくる,つくる,"1. to make, to produce, to manufacture, to build, to construct<br>2. to prepare (food), to brew (alcohol)<br>3. to raise, to grow, to cultivate, to train<br>4. to till<br>5. to draw up (a document), to make out, to prepare, to write<br>6. to create (an artistic work, etc.), to compose<br>7. to coin (a phrase), to organize, to organise, to establish, to found<br>8. to have (a child)<br>9. to make up (one's face, etc.)<br>10. to fabricate (an excuse, etc.)<br>11. to give a (false) appearance, to feign (a smile, etc.), to put on a show of emotion<br>12. to form (a line, etc.)<br>13. to set (a record)<br>14. to commit (a sin, etc.)",Unlabeled,2,暮らせる街を<b>つくる</b>のが―,Creating a livable city is...,"S01E06, S01E08"
なるべく,なるべく,"1. as (much) as possible, as (much) as one can, wherever practicable, if possible",N4,2,<b>なるべく</b> ひと噛みで頼むぞい,I'll ask for one bite if possible.,S01E06
じいさん,じいさん,1. grandfather (may be used after name as honorific)<br>2. male senior-citizen (may be used after name as honorific),Unlabeled,2,おい <b>じいさん</b>,Hey old man,S01E06
おかしな,おかしな,"1. ridiculous, odd",Unlabeled,2,<b>おかしな</b>ことかもしれないけど,It may be strange though,"S01E06, S01E10"
どうやら,どうやら,"1. possibly, apparently, (seem) likely, seemingly<br>2. somehow or other, with difficulty, barely, after a fashion",N1,2,<b>どうやら</b> 何か異常事態らしい,It seems like something is wrong.,"S01E06, S01E08"
おはよう,おはよう,1. good morning,N2,2,<b>おはよう</b>さん,Good morning Mr.,"S01E06, S01E07"
最悪,さいあく,"1. worst<br>2. horrible, horrid, awful, terrible<br>3. in the worst case, if worst comes to worst",Unlabeled,2,<b>最悪</b>のディナーになりそうね,This is going to be the worst dinner ever.,"S01E06, S01E10"
まずは,まずは,"1. first of all, to begin with, before anything else<br>2. probably, most likely, almost certainly, virtually<br>3. more or less (satisfactory), on the whole, reasonably<br>4. anyway, at any rate, for now (at least), for the time being",Unlabeled,2,<b>まずは</b> はっきりさせようぜ,Let's be clear first.,"S01E06, S01E10"
だが,だが,"1. but, however, (and) yet, nevertheless, still, for all that",N3,2,<b>だが</b> これからは君に―,But from now on you...,"S01E06, S01E09"
剥がす,はがす,"1. to tear off, to peel off, to rip off, to strip off, to skin, to flay, to disrobe, to deprive of, to detach, to disconnect",N1,2,皮１枚 <b>剥がせ</b>ば みんな同じだ,"If you peel off one layer of skin, everyone is the same.","S01E06, S01E10"
行為,こうい,"1. act, deed, conduct",N1,2,自己嫌悪で自傷<b>行為</b>に走る者,People who turn to self-harm due to self-hatred,"S01E06, S01E11"
心療内科,しんりょうないか,1. psychosomatic medicine,Unlabeled,2,<b>心療内科</b>医をやっているんですか？,Are you working as a psychosomatic physician?,S01E06
医,い,"1. medicine, the healing art, healing, curing<br>2. doctor",Unlabeled,2,心療内科<b>医</b>をやっているんですか？,Are you working as a psychosomatic physician?,S01E06
敵,かたき,"1. rival, opponent, adversary, competitor, enemy (esp. one with which there is longstanding enmity), foe<br>2. revenge<br>3. spouse",N3,2,肉食獣が<b>敵</b>に回ってるなら,If carnivores are your enemy,"S01E06, S01E09"
惨め,みじめ,"1. miserable, wretched, unhappy, sad, pitiable",N1,2,その“僕 <b>惨め</b>です”って面は,That “I’m miserable” side is,"S01E06, S01E10"
クマ,くま,1. bear (any mammal of family Ursidae),Unlabeled,2,哺乳類で<b>クマ</b>科 大きさも性格も,"Mammals of the bear family, size and personality","S01E06, S01E10"
立場,たちば,"1. position, situation<br>2. viewpoint, standpoint, point of view",N3,2,あなた自身は どちらの<b>立場</b>で,Which position are you in?,"S01E06, S01E09"
救える,救える,1. It can be saved (Auto-translated),Unlabeled,2,<b>救え</b>た肉食獣は ほんの一握り,Only a handful of carnivores were saved.,"S01E06, S01E09"
笹,ささ,"1. bamboo grass, generally smaller species of running bamboo that do not shed their sheaths (e.g. Sasa spp.)",Unlabeled,2,<b>笹</b>を ひたすら食って,Eat lots of bamboo,S01E06
常套句,じょうとうく,"1. conventional phrase, stock phrase, cliche<br>2. frequently used musical (guitar) phrase",Unlabeled,2,それも患者の<b>常套句</b>だね,That's a common phrase among patients.,S01E06
承知,しょうち,"1. knowledge, awareness<br>2. consent, acceptance, assent, admitting, compliance, agreement, acknowledgment, acknowledgement<br>3. forgiving, pardoning, excusing",N4,2,ホントに<b>承知</b>しないわよ,I really don't understand.,"S01E06, S01E12"
変形,へんけい,"1. transformation, variation, metamorphosis, modification, deformation, variety, deformity, monster",Unlabeled,2,狩猟本能が<b>変形</b>した恋愛感情だ,It's a love emotion transformed from a hunting instinct.,"S01E06, S01E07"
雑誌,ざっし,"1. journal, magazine, periodical",N5,2,<b>雑誌</b>にも書いてあったよ,It was also written in a magazine.,"S01E06, S01E08"
単に,たんに,"1. simply, merely, only, solely",N3,2,お前は<b>単に</b>特殊性癖を持った,you just have a special fetish,"S01E06, S01E10"
性癖,せいへき,"1. disposition, inclination, characteristic, idiosyncrasy, propensity<br>2. sexual disposition, fetish",Unlabeled,2,お前は単に特殊<b>性癖</b>を持った,you just have a special fetish,"S01E06, S01E07"
生える,はえる,"1. to grow, to spring up, to sprout<br>2. to cut (teeth)",N2,2,爪が<b>生え</b>たこの足で,With these clawed feet,"S01E06, S01E07"
えー,ええ,"1. yes, that is correct, right<br>2. um, errr<br>3. huh?<br>4. grrr, gah, Must I?<br>5. good",Unlabeled,2,<b>えー</b> このようにして,"Well, like this",S01E07
ゴム,ゴム,"1. gum, rubber<br>2. eraser<br>3. condom",N2,2,あたくしはメンドリのレ<b>ゴム</b>,I am Legom the hen,S01E07
くさい,くさい,"1. stinking, smelly<br>2. suspicious, fishy<br>3. clumsy, unskilled<br>4. smelling of<br>5. looking like, appearing like, smacking of, -ish",Unlabeled,2,少々どん<b>くさい</b>オスオオカミが,A slightly stinky male wolf,"S01E07, S01E10"
下がる,さがる,"1. to come down, to go down, to fall, to drop, to sink, to get lower<br>2. to hang, to dangle<br>3. to move back, to step back, to withdraw, to retire<br>4. to deteriorate, to fall off, to be downgraded<br>5. to get closer to the present day<br>6. to go south",N1,2,明日は少し<b>下がる</b>みたいだから,Looks like it will drop a little tomorrow,"S01E07, S01E08"
食する,しょくする,1. to eat,Unlabeled,2,おやつに<b>食す</b> 卵サンドイッチ,Egg sandwich for snack,"S01E07, S01E09"
産む,うむ,"1. to give birth, to bear (child), to lay (eggs)<br>2. to produce, to yield, to give rise to, to deliver",N1,2,あたくしが<b>産ん</b>だ卵ですのよ,It's an egg that I laid.,S01E07
アルバイト,アルバイト,"1. part-time job, side job<br>2. part-time worker<br>3. albite",N4,2,<b>アルバイト</b>をしていますの,I have a part-time job.,S01E07
せっかく,せっかく,1. stone burial chamber,Unlabeled,2,<b>せっかく</b>のチャンスを,Take your chance,"S01E07, S01E10"
ニワトリ,にわとり,"1. chicken (Gallus gallus domesticus), domestic chicken<br>2. chicken meat",Unlabeled,2,<b>ニワトリ</b>としての意識,chicken consciousness,S01E07
金曜,きんよう,1. Friday,N3,2,<b>金曜</b>に移ったことに,It moved to Friday,S01E07
枝,えだ,"1. branch, bow, bough, twig, limb",N4,2,<b>枝</b>を かき分けても,Even if I push through the branches,"S01E07, S01E08"
かき分ける,かきわける,"1. to push aside, to push one's way through",Unlabeled,2,枝を <b>かき分け</b>ても,Even if I push through the branches,S01E07
誓う,ちかう,"1. to swear, to vow, to take an oath, to pledge",N2,2,誰にも言わないと<b>誓え</b>,Promise me you won't tell anyone,"S01E07, S01E09"
過剰,かじょう,"1. excess, surplus, superabundance, overabundance",N2,2,まあ 自信<b>過剰</b>の君には,"Well, for you who are overconfident","S01E07, S01E08"
バンビ,バンビ,1. Bambi (1942 Disney film)<br>2. Bambi,Unlabeled,2,<b>バンビ</b>ちゃんだったんだから,Because it was Bambi-chan,S01E07
してやる,してやる,"1. to do for (someone)<br>2. to take in, to deceive, to hoodwink",Unlabeled,2,どうにか<b>してやる</b>のに,I'll do it somehow,"S01E07, S01E10"
家,いえ,"1. house, residence, dwelling<br>2. family, household<br>3. lineage, family name",N5,2,俺は<b>家</b>の跡を継ぐために,I want to inherit my family's legacy,"S01E07, S01E10"
落ち着ける,おちつける,"1. to quiet, to calm down, to compose oneself, to settle down",Unlabeled,2,<b>落ち着け</b> 俺,Calm down I,"S01E07, S01E11"
動揺,どうよう,"1. shaking, trembling, pitching, rolling, oscillation<br>2. disturbance, unrest, agitation, excitement, commotion, turmoil, discomposure, feeling shaken",N1,2,何 <b>動揺</b>してる,what are you upset about,S01E07
知り合い,しりあい,1. acquaintance,N1,2,お前もハルと<b>知り合い</b>なのか,Do you also know Haru?,"S01E07, S01E09"
つるむ,つるむ,"1. to copulate (animals), to mate",Unlabeled,2,あなたと <b>つるん</b>でる時は,When I'm hanging out with you,"S01E07, S01E08"
不幸,ふこう,"1. unhappiness, sorrow, misfortune, disaster, accident<br>2. death (usu. of a relative), bereavement",N3,2,<b>不幸</b>な男だな,He's an unhappy man,S01E07
同族,どうぞく,"1. same family (race, tribe)",Unlabeled,2,少しは<b>同族</b>に愛情を持て,Have some love for your own kind,"S01E07, S01E12"
愛情,あいじょう,"1. love, affection",N3,2,少しは同族に<b>愛情</b>を持て,Have some love for your own kind,"S01E07, S01E10"
がち,がち,"1. artistry, good taste, elegance, grace",Unlabeled,2,ねたまれ<b>がち</b>らしい,Seems to be prone to jealousy,"S01E07, S01E12"
期,き,"1. period, time<br>2. opportunity, chance, occasion<br>3. age<br>4. term (e.g. in office)<br>5. session (e.g. of parliament)<br>6. stage (e.g. of a disease)<br>7. season (e.g. of a TV series)",N1,2,幼少<b>期</b>は その言いつけに,"When I was a child, I followed those orders","S01E07, S01E10"
恐る恐る,おそるおそる,"1. fearfully, timidly, nervously, cautiously, gingerly",Unlabeled,2,<b>恐る恐る</b>鏡を見るように,Like looking in the mirror with fear,"S01E07, S01E08"
鏡,かがみ,"1. mirror, looking-glass<br>2. barrel head<br>3. page added at the beginning of a document mentioning its purpose, date, author, etc.<br>4. mirror-shaped mochi",N4,2,恐る恐る<b>鏡</b>を見るように,Like looking in the mirror with fear,"S01E07, S01E11"
無理やり,むりやり,"1. forcibly, against one's will",Unlabeled,2,<b>無理やり</b>にでも引っ張って,"Even if it's by force, pull it","S01E07, S01E09"
引く,ひく,"1. to pull, to tug, to lead (e.g. a horse)<br>2. to draw (attention, sympathy, etc.), to attract (e.g. interest)<br>3. to draw back (e.g. one's hand), to draw in (one's chin, stomach, etc.), to pull in<br>4. to draw (a card, mahjong tile, etc.)<br>5. to draw (a line, plan, etc.)<br>6. to catch (a cold)<br>7. to play (a stringed or keyboard instrument)<br>8. to look up (in a dictionary, phone book, etc.), to consult, to check<br>9. to haul, to pull (vehicles)<br>10. to subtract, to deduct<br>11. to recede, to ebb, to fade<br>12. to be descend from, to inherit (a characteristic)<br>13. to quote, to cite, to raise (as evidence)<br>14. to lay on (electricity, gas, etc.), to install (e.g. a telephone), to supply (e.g. water)<br>15. to hold (e.g. a note)<br>16. to apply (e.g. lipstick), to oil (e.g. a pan), to wax (e.g. a floor)<br>17. to move back, to draw back, to recede<br>18. to lessen, to subside, to ebb, to go down (e.g. of swelling)<br>19. to resign, to retire, to quit",N5,2,<b>引き</b>つらせてるでしょ もう,"You're already twitching, aren't you?","S01E07, S01E08"
同,どう,"1. the same, the said<br>2. likewise",N1,2,<b>同</b>種族で物理的に触れ合うと―,When people of the same species come into physical contact...,"S01E07, S01E12"
つながる,つながる,"1. to be tied together, to be connected to, to be linked to<br>2. to lead to, to be related to<br>3. to be related (by blood)",Unlabeled,2,心のリラックスに<b>つながる</b>ことが,Things that lead to mental relaxation,"S01E07, S01E12"
男子,だんし,"1. youth, young man",N3,2,そして これは<b>男子</b>寮に届いた,And this arrived at the boys' dormitory.,"S01E07, S01E11"
ぶつかる,ぶつかる,"1. to strike against, to collide with, to bump into, to conflict<br>2. to encounter, to meet<br>3. to clash",N2,2,全力で <b>ぶつかっ</b>てきた―,I hit you with all my might...,"S01E07, S01E10"
立派,りっぱ,"1. splendid, fine, handsome, elegant, imposing, prominent<br>2. praiseworthy, creditable, worthy<br>3. legal, legitimate, lawful<br>4. undeniable (e.g. crime), indisputable, solid",N3,2,２匹とも若いのに<b>立派</b>だよ,They're both young and in good shape.,"S01E07, S01E12"
捜す,さがす,"1. to search for, to look for, to hunt for, to seek<br>2. to search (a house, pocket, etc.), to search through, to rummage in (e.g. a drawer), to fish around",N2,2,みんな <b>捜し</b>てたよ,everyone was looking for,"S01E07, S01E12"
せっぱ詰まる,せっぱつまる,"1. to be at one's wits' end, to be cornered, to be packed to the hilt",Unlabeled,2,<b>せっぱ詰まっ</b>て 苦しいことばかり,I'm stuck and it's all painful,S01E07
愛想,あいそ,"1. amiability, friendliness, affability, sociability<br>2. fondness (of someone), affection, liking<br>3. compliments, civilities, courtesies, flattery<br>4. hospitality, special treatment, entertainment<br>5. bill (at a restaurant), check",N1,2,<b>愛想</b>もなく 言葉も少なく,"Without affection, with few words","S01E07, S01E10"
