Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
剣,けん,"1. sword (esp. a large, double-edged one), blade<br>2. bayonet<br>3. swordsmanship<br>4. stinger, ovipositor, dart",Unlabeled,2,マイケルさんが<b>剣</b>を刺します！,Michael stabs the sword!,"S01E03, S01E10"
ありとあらゆる,ありとあらゆる,"1. every conceivable, every single, every possible, all kinds of",Unlabeled,2,<b>ありとあらゆる</b>関節を外したぞ,I removed every possible joint.,"S01E03, S01E18"
関節,かんせつ,"1. joint (knee, elbow, etc.)",Unlabeled,2,ありとあらゆる<b>関節</b>を外したぞ,I removed every possible joint.,"S01E03, S01E09"
地面,じめん,"1. ground, earth's surface",Unlabeled,2,襟足も<b>地面</b>についていた,His nape was also touching the ground.,"S01E03, S01E14"
へん,へん,1. left-hand radical of a character,Unlabeled,2,今日は この<b>へん</b>で！,That's it for today!,"S01E03, S01E23"
恋人,こいびと,"1. lover, sweetheart, boyfriend, girlfriend",N3,2,<b>恋人</b>の死の謎を追う男を描く,Depicts a man who pursues the mystery of his lover's death.,"S01E03, S01E09"
謎,なぞ,"1. riddle, puzzle, enigma, mystery<br>2. enigmatic, mysterious",N3,2,恋人の死の<b>謎</b>を追う男を描く,Depicts a man who pursues the mystery of his lover's death.,"S01E03, S01E14"
本格,ほんかく,"1. original method or procedure<br>2. serious, orthodox, classical, genuine",N1,2,<b>本格</b>的ミステリーです,It's a full-fledged mystery,"S01E03, S01E11"
ぜひ,ぜひ,"1. certainly, without fail<br>2. right and wrong, pros and cons",N4,2,<b>ぜひ</b> ご覧ください！,Please take a look!,"S01E03, S01E24"
瞳,ひとみ,1. pupil (of eye)<br>2. eye,N2,2,大丈夫だ “翡翠の<b>瞳</b>”,"It's okay ""Jade Eyes""","S01E03, S01E04"
儀,ぎ,"1. ceremony<br>2. matter, affair<br>3. with regard to, as for, as concerns",Unlabeled,2,ハロウィンの<b>儀</b>を執り行うぞ！,Let's hold a Halloween ceremony!,"S01E03, S01E23"
かつて,かつて,"1. once, before, formerly, ever, former, ex-<br>2. never yet, never before, first time, still not happened",Unlabeled,2,何だ？ その <b>かつて</b>の相棒を,What? That former partner,"S01E03, S01E17"
級,きゅう,"1. class (e.g. school), grade, rank<br>2. kyū, kyu, junior rank in martial arts, go, shogi, etc.",N3,2,自暴自棄になり 高校を飛び<b>級</b>,I became desperate and skipped high school.,"S01E03, S01E21"
ソル,ソル,1. solar day (esp. on planets other than Earth)<br>2. sol (currency of Peru),Unlabeled,2,俺が一流の<b>ソル</b>ジャーに,I'll be a first class soldier,"S01E03, S01E17"
入り込む,はいりこむ,"1. to go into, to come into, to penetrate, to get in, to step in (a house)<br>2. to become complicated",Unlabeled,2,<b>入り込ん</b>でいるらしい,It seems to be getting into,"S01E03, S01E24"
実体,じったい,"1. substance, essence, entity, subject, content, reality, true form",Unlabeled,2,幽霊ってのは<b>実体</b>がないから,Ghosts are not real.,"S01E03, S01E04"
禊,みそぎ,"1. purification ceremony (performed with water), ritual purification, ablutions",Unlabeled,2,“盟友の<b>禊</b>”はやってきたかい？,Has the “purification of allies” come?,S01E03
いくらでも,いくらでも,"1. as many as one likes, as much as one likes<br>2. great many, plenty, to any degree, in unlimited quantities, any amount (of), any number (of)<br>3. almost (none), (not) much<br>4. no matter how much, no matter how big or small",Unlabeled,2,<b>いくらでも</b>やるぜ！,I'll do whatever it takes!,"S01E03, S01E18"
ウン,うんざり,"1. tedious, boring, being fed up with",Unlabeled,2,イングス！ <b>ウン</b>ジョー！,Ings! Unjo!,"S01E03, S01E21"
干渉,かんしょう,"1. interference, intervention, meddling",N1,2,金属が 結界に<b>干渉</b>するといけない,Metal should not interfere with the barrier.,"S01E03, S01E08"
詰め込む,つめこむ,"1. to cram, to stuff, to jam, to squeeze, to compress, to pack, to crowd",Unlabeled,2,<b>詰め込ん</b>だ キモンスターが!?,A monster packed in!?,"S01E03, S01E06"
アン,アンテナ,1. antenna<br>2. thing or method used to collect information or opinions<br>3. Antenna (radio),Unlabeled,2,<b>アン</b>スズ＝ジェラ！,Ansuz-Gera!,S01E03
スズ,すず,1. tin (Sn),Unlabeled,2,アン<b>スズ</b>＝ジェラ！,Ansuz-Gera!,S01E03
ジェラ,ゼラチン,"1. gelatin, gelatine<br>2. Gelatin",Unlabeled,2,アンスズ＝<b>ジェラ</b>！,Ansuz-Gera!,S01E03
救世主,きゅうせいしゅ,"1. saviour, savior, messiah",Unlabeled,2,君は<b>救世主</b>だ,you are the savior,S01E03
忠告,ちゅうこく,"1. advice, warning",N1,2,１つ<b>忠告</b>しといてやるよ,I'll give you one piece of advice.,"S01E03, S01E23"
ちと,ちっと,1. a little bit<br>2. a little while,Unlabeled,2,オレっ<b>ちと</b>斉木は,Orecchi and Saiki,"S01E03, S01E16"
ホホホ,ホホホ,1. Hohoho (Auto-translated),Unlabeled,2,おっぱいは26個～ <b>ホホホ</b>！,26 breasts~ Hohoho!,"S01E03, S01E20"
ライフセーバー,ライフセーバー,"1. lifesaver, lifeguard",Unlabeled,2,僕は<b>ライフセーバー</b>の,I'm a life saver,S01E03
用事,ようじ,"1. tasks, things to do, errand, business (to take care of), affairs, engagement",N4,2,<b>用事</b>を思い出した！,I remembered something to do!,"S01E03, S01E09"
ほっと,ほっと,"1. with a feeling of relief, with a sigh of relief<br>2. deeply (sigh)",N1,2,俺のことは <b>ほっと</b>け,Leave me alone,"S01E03, S01E12"
休日,きゅうじつ,"1. holiday, day off",Unlabeled,2,<b>休日</b>のフードコートほどのけん騒が,A commotion like a holiday food court,"S01E03, S01E08"
心当たり,こころあたり,"1. having in mind, happening to know of, idea",N2,2,何か<b>心当たり</b>はないっスかね？,Don't you remember something?,"S01E03, S01E06"
日付,ひづけ,"1. date, dating",N3,2,忘れもしない<b>日付</b>でしょ 斉木！,"It's a date you'll never forget, Saiki!","S01E03, S01E24"
イラッ,イラっと,"1. becoming irritated (suddenly), getting annoyed",Unlabeled,2,なんか <b>イラッ</b>とくるな,It's kind of irritating.,"S01E03, S01E09"
花屋,はなや,"1. florist, flower shop",Unlabeled,2,<b>花屋</b>の花が美しいのは当然！,Of course the flowers from the florist are beautiful!,"S01E03, S01E16"
一旦,いったん,"1. once<br>2. for a short time, briefly, temporarily<br>3. one morning",N2,2,とりあえず <b>一旦</b> 通報して,Please report it for now.,"S01E03, S01E15"
決めつける,きめつける,"1. to fix upon (one-sidedly), to (ignore somebody's position and) arbitrarily decide something is the case<br>2. to scold, to take (a person) to task",Unlabeled,2,<b>決めつけ</b>は良くない,It's not good to decide,S01E03
鳴る,なる,"1. to sound, to ring, to resound, to echo, to roar, to rumble",N4,2,とにかく 非常ベルが<b>鳴っ</b>たら,"Anyway, when the emergency bell rings","S01E03, S01E05"
道路,どうろ,"1. road, highway",N3,2,<b>道路</b>に飛び出した女の子を,A girl who ran out onto the road,"S01E03, S01E22"
非,ひ,"1. fault, error, mistake<br>2. going poorly, being disadvantageous, being unfavorable<br>3. un-, non-, an-",N1,2,<b>非</b>現実的な僕が言うのもなんだが,"Even though I am unrealistic, I am saying this.","S01E03, S01E19"
オバケ,おばけ,"1. ghost, apparition<br>2. goblin, monster, demon<br>3. something unusually large",Unlabeled,2,この能力<b>オバケ</b>！,This ability is a ghost!,"S01E03, S01E08"
宛て,あて,"1. aim, object, purpose, end<br>2. expectations, prospects, hopes<br>3. something that can be relied upon<br>4. snack served with alcoholic drink<br>5. pad, guard<br>6. blow, strike<br>7. addressed to<br>8. per",Unlabeled,2,珍しく 僕<b>宛て</b>の手紙が,A rare letter addressed to me,S01E03
伺う,うかがう,"1. to ask, to inquire, to hear, to be told<br>2. to implore (a god for an oracle), to seek direction (from your superior)<br>3. to visit<br>4. to speak to (a large crowd at a theatre, etc.)",N3,2,それで僕が説明しに<b>伺っ</b>たんです,That's why I came to explain.,"S01E04, S01E09"
物体,ぶったい,"1. object, body, solid",N1,2,<b>物体</b>に残った人の思いや,Thoughts of the person remaining in the object,"S01E04, S01E21"
ページ,ページ,1. page,N5,2,３<b>ページ</b>に渡って付いてやがったぜ,It's 3 pages long.,"S01E04, S01E23"
肉眼,にくがん,1. naked eye<br>2. the physical eye,Unlabeled,2,<b>肉眼</b>では分からないほど,Not visible to the naked eye,"S01E04, S01E15"
つけ,つけ,"1. bill, bill of sale, payment invoice<br>2. tab (for later payment), credit<br>3. contact move (in go), direct attack to an enemy stone<br>4. sound effect produced by striking with clappers a wooden board in kabuki<br>5. letter<br>6. reason, motive, pretext<br>7. one's fortune, one's luck",Unlabeled,2,極薄の透明な手袋を<b>つけ</b>,Wear ultra-thin transparent gloves,"S01E04, S01E24"
丸出し,まるだし,"1. exposing fully, uncovering completely, being in full view, putting on display, not disguising",Unlabeled,2,ケツ<b>丸出し</b>ってなんだ,What is bare butt?,S01E04
こする,こする,"1. to rub, to scrub, to scrape",Unlabeled,2,服の脱がせっ<b>こしよ</b>うとか,Trying to take off your clothes,"S01E04, S01E13"
落ち込む,おちこむ,"1. to feel down, to feel sad, to be depressed, to be in low spirits<br>2. to be in a slump (business, economy, etc.), to be in an unfavourable condition<br>3. to fall into (e.g. a hole)",N1,2,<b>落ち込ん</b>でたら おじいちゃんが,"When I was feeling down, my grandpa","S01E04, S01E21"
次第に,しだいに,"1. gradually (progress into a state)<br>2. in sequence, in order, in turn",Unlabeled,2,だが その力を<b>次第に</b>,But gradually that power,"S01E04, S01E05"
湯,ゆ,"1. hot water<br>2. hot bath, hot spring<br>3. molten iron",N4,2,女<b>湯</b>行ってきたんだろ？,Did you go to the women's bath?,S01E04
宝くじ,たからくじ,1. lottery<br>2. lottery ticket,Unlabeled,2,<b>宝くじ</b>で２億とか当たりますように,I hope I win 200 million in the lottery.,"S01E04, S01E07"
当てる,あてる,"1. to hit<br>2. to expose<br>3. to apply (e.g. patch), to put on, to put against, to hold on, to hold against<br>4. to allot, to call on someone (e.g. in class)<br>5. to guess (an answer)<br>6. to make a hit (e.g. in a lottery)",N3,2,予知で宝くじを<b>当て</b>たり,Winning the lottery with predictions,"S01E04, S01E06"
スカート,スカート,1. skirt,N5,2,もし<b>スカート</b>の下に,if under the skirt,"S01E04, S01E06"
苦労,くろう,"1. trouble, hardship, difficulty, labour, labor, toil, pains<br>2. anxiety, worry, concern, cares",N3,2,少しは人間の<b>苦労</b>が分かっただろう,I hope you understand the hardships of humans a little bit.,"S01E04, S01E20"
くれぐれも,くれぐれも,"1. sincerely, earnestly<br>2. repeatedly, over and over, again and again",N2,2,<b>くれぐれも</b>ヘマするニャよ！,I'm sure you'll mess up!,"S01E04, S01E10"
バラ,ばら,1. rose,Unlabeled,2,超能力のこと<b>バラ</b>されないか,Will my supernatural powers be revealed?,S01E04
凶器,きょうき,"1. dangerous weapon, lethal weapon, deadly weapon, murder weapon",Unlabeled,2,<b>凶器</b>は水に溶けるから,The murder weapon dissolves in water,"S01E04, S01E14"
迷宮,めいきゅう,"1. labyrinth, maze<br>2. mystery",Unlabeled,2,俺を精神の<b>迷宮</b>へといざなった―,It led me into the labyrinth of the spirit.,"S01E04, S01E24"
初日,しょにち,"1. first day, opening day",Unlabeled,2,なんか 転校<b>初日</b>に,Something like that on the first day of transfer school.,"S01E04, S01E08"
フランス,フランス,1. France,Unlabeled,2,<b>フランス</b>とかの,France etc.,"S01E04, S01E11"
えーっと,えっと,"1. let me see, well, errr ..., uhh ...",Unlabeled,2,チッ ああ <b>えーっと</b>…,Tsk oh umm...,"S01E04, S01E09"
そむ,ソム,1. som (currency of Kyrgyzstan)<br>2. Sum (country subdivision),Unlabeled,2,<b>そん</b>でよぉ,There you go,"S01E04, S01E14"
チ,ちょっと,"1. a little, a bit, slightly<br>2. just a minute, for a moment, briefly<br>3. somewhat, rather, fairly, pretty, quite",Unlabeled,2,<b>チ</b>～ッス！,Chi~ssu!,"S01E04, S01E15"
政治,せいじ,"1. politics, government",N4,2,果ては大物<b>政治</b>家まで,Even big politicians,"S01E04, S01E20"
ナイス,ナイス,"1. nice, good, well-executed",Unlabeled,2,<b>ナイス</b>ガッツ！,Nice guts!,"S01E04, S01E15"
約,やく,"1. approximately, about<br>2. promise, appointment, engagement<br>3. shortening, reduction, simplification<br>4. contraction (in phonetics)",N3,2,<b>約</b>300ミリリットルの汗をかくと,When you sweat about 300ml,"S01E04, S01E06"
ネバギバ,ネバギバ,1. Never give up!,Unlabeled,2,<b>ネバギバ</b>！,Stick around!,"S01E04, S01E05"
さんざん,さんざん,"1. thoroughly, completely, utterly<br>2. severely, harshly, terribly, miserably, wretchedly, badly<br>3. scattered, disconnected, dispersed, smashed into tiny pieces",Unlabeled,2,<b>さんざん</b>言われそうだな,Looks like I'll be told a lot,"S01E04, S01E13"
材木,ざいもく,"1. lumber, timber",N2,2,<b>材木</b>屋は閉まっていたが,The lumber shop was closed,S01E04
自力,じりき,"1. one's own strength, one's own efforts<br>2. self-salvation",Unlabeled,2,<b>自力</b>で満点が取れる,You can get a perfect score on your own,"S01E04, S01E09"
繁殖,はんしょく,"1. breeding, multiplication, increase, propagation, reproduction",N1,2,菌が<b>繁殖</b>している！,Bacteria are breeding!,S01E04
滑る,すべる,"1. to glide, to slide (e.g. on skis), to slip<br>2. to fail (an examination), to bomb (when telling a joke)<br>3. to drop, to go down, to come down, to fall (e.g. in status)",N4,2,<b>滑っ</b>ていくのが見えたんだ！,I saw it slipping!,S01E04
エイ,えい,1. ray (any fish of superorder Batoidea),Unlabeled,2,<b>エイ</b>エイオー！,Aye-ay-oh!,S01E04
ガンガン,ガンガン,"1. clanging, banging, booming, loudly<br>2. throbbing (headache), pounding, splitting<br>3. fully, vigorously, hard (e.g. working), flat out",Unlabeled,2,<b>ガンガン</b>切るぜ！,Let's cut hard!,"S01E04, S01E16"
夕方,ゆうがた,"1. evening, dusk",N5,2,<b>夕方</b>ごろには帰ってくるから,I'll be back around evening.,"S01E04, S01E19"
ごろ,ごろ,"1. sound (of a sentence), euphony",Unlabeled,2,夕方<b>ごろ</b>には帰ってくるから,I'll be back around evening.,"S01E04, S01E21"
霧島,霧島,1. Japanese battleship Kirishima,Unlabeled,2,<b>霧島</b>も こんな真夏に,"Kirishima too, in the middle of summer like this",S01E04
包む,つつむ,"1. to wrap up, to pack, to bundle, to do up<br>2. to cover, to envelop, to shroud, to engulf<br>3. to conceal (a feeling), to hide<br>4. to give (money in an envelope; as a wedding gift, funeral offering, etc.)",N4,2,<b>包ま</b>れた 幸せな空間だが,It's a happy space surrounded by,"S01E04, S01E13"
複雑,ふくざつ,"1. complex, complicated, intricate, mixed (feelings)",N4,2,いろいろと<b>複雑</b>だったりするので,Because things are complicated,"S01E04, S01E07"
飛び交う,とびかう,"1. to fly about, to flutter about, to flit about, to fly past each other",Unlabeled,2,複雑な感情が<b>飛び交う</b>―,Complex emotions are flying around.,"S01E04, S01E07"
余興,よきょう,"1. performance (at a party or banquet, etc.), side show, entertainment",N1,2,<b>余興</b>は大盛り上がりだったのに,Although the entertainment was a great success,S01E04
拾える,拾える,1. Can be picked up (Auto-translated),Unlabeled,2,一度に何個も<b>拾えよ</b>！,Pick up multiple items at once!,"S01E04, S01E05"
たまらない,たまらない,"1. intolerable, unbearable, unendurable<br>2. irresistible, tremendous, out of this world<br>3. cannot help (doing), cannot but do, anxious to do",N3,2,<b>たまらない</b>ニャ!!,Irresistible nya!!,"S01E04, S01E10"
限り,かぎり,"1. limit, limits, bounds<br>2. degree, extent, scope<br>3. the end, the last<br>4. as long as ..., as far as ..., as much as ..., to the limits of ..., all of ...<br>5. unless ...<br>6. (not) included in ..., (not) part of ...<br>7. ... only (e.g. ""one time only"", ""today only"")<br>8. end of one's life, final moments, death<br>9. funeral, burial",Unlabeled,2,とはいえ あの家にＧがいる<b>限り</b>,"However, as long as G is in that house","S01E04, S01E06"
受け取り,うけとり,"1. receiving, receipt",N1,2,<b>受け取り</b>さえ済んでしまえば,Once you have received it,S01E04
とどまる,とどまる,"1. to remain, to abide, to stay (in the one place)<br>2. to be limited to, to be confined to, to only account for",Unlabeled,2,この家に <b>とどまる</b>理由はない,There's no reason to stay in this house,"S01E04, S01E18"
網,あみ,"1. net, netting<br>2. web",N1,2,一瞬だったが 虫<b>網</b>みたいなものを,"It was only for a moment, but something like an insect net","S01E04, S01E22"
多少,たしょう,"1. a little, some, somewhat, slightly, to some degree, to some extent<br>2. amount, quantity, number",N3,2,<b>多少</b>は協力してやる,I'll cooperate to some extent.,"S01E04, S01E11"
ただいま,ただいま,"1. here I am, I'm home!<br>2. presently, right away, right now, just now",Unlabeled,2,<b>ただいま</b>ー！,I’m home!,"S01E04, S01E07"
カレ,カレンダー,1. calendar<br>2. calender (machine for flattening things),Unlabeled,2,元<b>カレ</b>と付き合う前,Before dating my ex-boyfriend,"S01E04, S01E11"
抱く,いだく,"1. to hold in one's arms (e.g. a baby), to embrace, to hug<br>2. to have (a thought or feeling), to hold, to harbour (suspicion, doubt, etc.), to harbor, to bear (a grudge, ill will, etc.), to entertain (hope, illusions, etc.), to cherish (e.g. an ambition)",N3,2,僕に好意を<b>抱き</b>,have a crush on me,"S01E04, S01E10"
アプローチ,アプローチ,1. approach<br>2. approach shot,N1,2,僕は その<b>アプローチ</b>を全てかわし,I dodge all that approach,S01E04
交際,こうさい,"1. company, friendship, association, society, acquaintance",N3,2,長い<b>交際</b>期間を経て,After a long relationship,"S01E04, S01E09"
透き通る,すきとおる,"1. to be transparent, to be see-through, to be clear<br>2. to be clear (voice, sound)",N2,2,肌もツルツルに<b>透き通っ</b>ていて,My skin is also smooth and clear.,"S01E04, S01E23"
箸,はし,1. chopsticks,N2,2,他の人はヘラや<b>箸</b>で裏返してるぞ,Others use a spatula or chopsticks to turn it over.,"S01E04, S01E20"
センス,センス,"1. taste (in fashion, music, etc.), sense (e.g. of humour), flair",N1,2,服の<b>センス</b>が かなり残念だし,I'm really disappointed in your taste in clothes.,"S01E04, S01E23"
シェルター,シェルター,1. shelter,Unlabeled,2,２人の傘を守る<b>シェルター</b>にな,It becomes a shelter that protects two umbrellas.,"S01E04, S01E21"
もち,もち,"1. mochi, (sticky) rice cake",Unlabeled,2,“<b>もち</b>”じゃない,Not “mochi”,S01E04
ハッタリ,ハッタリ,1. bluff,Unlabeled,2,いや <b>ハッタリ</b>に決まってる！,"No, it's completely decided!","S01E04, S01E07"
興味深い,きょうみぶかい,"1. very interesting, of great interest",Unlabeled,2,トテモ <b>興味深</b>イネ！,Totemo Interesting rice!,"S01E04, S01E21"
すてき,すてき,"1. lovely, wonderful, nice, great, fantastic, superb, cool",N3,2,<b>すてき</b>なプレゼントでビックリ！,I was surprised with a wonderful present!,"S01E04, S01E10"
グイグイ,ぐいぐい,"1. without hesitation, with great optimism, vigorously, with great vigor, positively<br>2. (pushing or pulling) strongly<br>3. (drinking) heavily",Unlabeled,2,知予の好感度は<b>グイグイ</b>上昇,Chiyo's likeability is increasing rapidly,"S01E04, S01E16"
すっごい,すっごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)",Unlabeled,2,<b>すっごい</b> お強いんですね！,You're so strong!,"S01E04, S01E10"
すこやか,すこやか,"1. vigorous, healthy, sound",Unlabeled,2,<b>すこやか</b>戦士 スペシャライザー！,Healthy Warrior Specializer!,"S01E05, S01E08"
戦士,せんし,"1. soldier, combatant, warrior",Unlabeled,2,すこやか<b>戦士</b> スペシャライザー！,Healthy Warrior Specializer!,"S01E05, S01E08"
立派,りっぱ,"1. splendid, fine, handsome, elegant, imposing, prominent<br>2. praiseworthy, creditable, worthy<br>3. legal, legitimate, lawful<br>4. undeniable (e.g. crime), indisputable, solid",N3,2,いやあ <b>立派</b>な家ですね！,"Wow, that's a nice house!","S01E05, S01E08"
ついで,ついで,"1. next, secondly, subsequently",N2,2,まぁ その<b>ついで</b>に お茶でも誘って,"Well, while you're at it, invite me over for tea.","S01E05, S01E14"
ふためく,ふためく,1. to make a commotion,Unlabeled,2,慌て<b>ふためく</b>アイツを見るのも,Seeing him panicking,"S01E05, S01E18"
下駄,げた,"1. geta, Japanese wooden clogs<br>2. turn (in set-type proofing), upside-down character",N2,2,<b>下駄</b>箱とか机に,In a shoe rack or on a desk,"S01E05, S01E08"
校内,こうない,1. within a school,Unlabeled,2,ガラスを割り <b>校内</b>に侵入,Breaking the glass and entering the school,"S01E05, S01E14"
論外,ろんがい,"1. out of the question, outrageous, impossible<br>2. irrelevant, not pertinent",Unlabeled,2,もちろん 録画は<b>論外</b>だ,Of course recording is out of the question.,"S01E05, S01E23"
厄介,やっかい,"1. trouble, burden, nuisance, bother, worry<br>2. care, dependence, support, kindness, obligation, staying (with a person)",N3,2,<b>厄介</b>な相手に目をつけられたものだ,I was noticed by a troublesome person.,"S01E05, S01E09"
解除,かいじょ,"1. cancellation, rescinding, release, calling off, lifting (sanctions), delisting",N1,2,まあ １日たてば 石化は<b>解除</b>される,"Well, the petrification will be removed after a day.","S01E05, S01E15"
特定,とくてい,"1. specific, particular, designated, special<br>2. specifying, designating, identifying, pinpointing",N2,2,<b>特定</b>できたのは 幸運かもしれない,We may be lucky to have identified it.,"S01E05, S01E21"
ロッカー,ロッカー,1. locker<br>2. rocker,N2,2,海藤の入ってる<b>ロッカー</b>は,The locker Kaito is in is,"S01E05, S01E13"
ズレる,ずれる,"1. to slide, to slip off, to get dislocated, to be out of alignment, to get dislodged, to deviate, to shift (position), to be out of sync., to be slightly off, to be off-point",Unlabeled,2,箱が<b>ズレ</b>て 扉がつっかえてるんだ,The box is out of place and the door is stuck.,"S01E05, S01E09"
溝,こう,"1. 10^32, hundred nonillion",N1,2,昨日は詰まり気味の排水<b>溝</b>が,The drain was a bit clogged yesterday.,"S01E05, S01E15"
身体,からだ,"1. body<br>2. torso, trunk<br>3. build, physique, frame, figure<br>4. health, constitution<br>5. corpse, dead body",N3,2,君の<b>身体</b>能力は すばらしい！,Your physical ability is amazing!,"S01E05, S01E22"
上位,じょうい,"1. superior (in rank), top, ranking<br>2. higher order (e.g. byte)<br>3. host computer (of connected device)",N1,2,<b>上位</b>に多数名を連ねる,Many names in the top ranks,"S01E05, S01E17"
多数,たすう,"1. large number (of), many<br>2. majority",Unlabeled,2,上位に<b>多数</b>名を連ねる,Many names in the top ranks,"S01E05, S01E20"
肉体,にくたい,"1. the body, the flesh, the outer man, one's physique",N1,2,あと自分の<b>肉体</b>,And my body,"S01E05, S01E08"
脅威,きょうい,"1. threat, menace",Unlabeled,2,メガネ率は<b>脅威</b>の80％,Glasses rate is 80% of the threat,"S01E05, S01E10"
ハードディスク,ハードディスク,1. hard-disk,Unlabeled,2,<b>ハードディスク</b>内蔵で,Built-in hard disk,"S01E05, S01E16"
平均,へいきん,"1. average, mean<br>2. balance, equilibrium",N3,2,僕が狙うのは<b>平均</b> つまり３位だ,"What I'm aiming for is average, which means 3rd place.","S01E05, S01E09"
スピード,スピード,1. speed,N1,2,何て<b>スピード</b>とバネ！,What speed and spring!,"S01E05, S01E22"
確実,かくじつ,"1. certain, sure, definite, reliable, sound, solid, safe, secure",N3,2,<b>確実</b>に調整可能だ,It's definitely adjustable,"S01E05, S01E08"
部員,ぶいん,"1. staff, member (club, society, etc.)",Unlabeled,2,他の<b>部員</b>が温度差を感じて,Other members felt the difference in temperature.,"S01E05, S01E07"
語り,かたり,"1. talk, recital<br>2. narration<br>3. topic",Unlabeled,2,男なら背中で<b>語り</b>やがれ！,"If you're a man, talk on your back!","S01E05, S01E14"
並,なみ,"1. average, medium, common, ordinary<br>2. mid-grade (item), regular grade<br>3. same level as, equal to, equivalent to, on par with<br>4. each (e.g. month), every<br>5. row of (teeth, houses, etc.), line of",Unlabeled,2,頭もルックスも全て<b>並</b>,Head and looks are all average,S01E05
輝かしい,かがやかしい,"1. brilliant, glorious, glittering, bright, splendid (e.g. achievement, success), promising (e.g. future)",Unlabeled,2,僕の世界を<b>輝かしく</b>変えた,changed my world brightly,S01E05
エスパー,エスパー,"1. ESPer, one who has ESP (extrasensory perception)",Unlabeled,2,僕は<b>エスパー</b>から,I'm from Esper,"S01E05, S01E08"
お祝い,おいわい,"1. congratulation, congratulations, celebration, festival<br>2. congratulatory gift, present",N4,2,<b>お祝い</b>の言葉 もらってきたの,I received words of congratulations.,"S01E05, S01E24"
ちぎる,ちぎる,"1. to pledge, to vow, to promise, to swear<br>2. to have sexual intercourse (esp. between husband and wife), to share a bed",N2,2,ぶっ<b>ちぎり</b>の１位！,A clear 1st place!,"S01E05, S01E17"
ょっち,ょっち,1. A little bit (Auto-translated),Unlabeled,2,ち<b>ょっち</b>ソレ貸してくれや,Please lend me that for a moment.,"S01E05, S01E08"
メイン,メイン,"1. main, principal<br>2. main dish, main course<br>3. main part, principal part",Unlabeled,2,<b>メイン</b>システムが,The main system,"S01E05, S01E12"
オーマイガー,オーマイゴッド,"1. oh my God, OMG",Unlabeled,2,<b>オーマイガー</b> オーマイガー！,Oh my god Oh my god!,S01E05
大統領,だいとうりょう,"1. president (of a nation)<br>2. big man, boss, buddy, mate",N3,2,所長！ <b>大統領</b>につながりました！,chief! Connected to the president!,S01E05
通常,つうじょう,"1. usual, ordinary, normal, regular, general, common",N1,2,<b>通常</b>なら ２万８千円なんだけど,"Normally it would be 28,000 yen.","S01E05, S01E13"
午前,ごぜん,"1. morning, a.m.",N5,2,<b>午前</b>の部は終了となります,Morning session will end,"S01E05, S01E15"
持てる,もてる,"1. to be able to possess (hold, get, etc.)<br>2. to be well liked, to be popular, to be pampered (spoiled, doted upon, etc.), to be welcomed<br>3. to endure (the tests of time, the elements, etc.), to last<br>4. possessed, held<br>5. rich, wealthy, affluent",N1,2,<b>持てる</b>力 全てぶつけろ！,Give it everything you have!,S01E05
早退,そうたい,1. leaving early,Unlabeled,2,<b>早退</b>した方がいいんじゃね？,Wouldn't it be better to leave early?,S01E05
浮かれる,うかれる,"1. to make merry, to be festive",Unlabeled,2,いちばん<b>浮かれ</b>ていたのは,The thing I was most excited about was,"S01E05, S01E12"
ぶつける,ぶつける,"1. to hit (e.g. one's head), to strike, to crash into<br>2. to throw (e.g. a ball, a question, a demand)<br>3. to express, to vent (e.g. one's anger)",N2,2,たんすの角に小指<b>ぶつけ</b>た！,I hit my little finger on the corner of the chest of drawers!,"S01E05, S01E16"
ホラ,ほら,"1. boasting, bragging, big talk<br>2. conch (esp. Charonia tritonis), trumpet shell",Unlabeled,2,<b>ホラ</b>！ コクピットもあるんだぞ,Hola! There's also a cockpit,"S01E05, S01E18"
密着,みっちゃく,"1. close adhesion, sticking firmly to, being glued to<br>2. relating closely to, having relevance to<br>3. contact printing",Unlabeled,2,体 <b>密着</b>させないでよ,Don't let your body come into close contact with me,"S01E05, S01E22"
恨む,うらむ,"1. to bear a grudge against, to resent, to blame, to curse, to feel bitter towards",N2,2,それを<b>恨み</b>に思い,I feel resentment for that,"S01E05, S01E14"
のる,のる,"1. to get on (train, plane, bus, ship, etc.), to get in, to board, to take, to embark<br>2. to get on (e.g. a footstool), to step on, to jump on, to sit on, to mount<br>3. to reach, to go over, to pass<br>4. to follow, to stay (on track), to go with (the times, etc.)<br>5. to take part, to participate, to join<br>6. to get into the swing (and sing, dance, etc.)<br>7. to be deceived, to be taken in<br>8. to be carried, to be spread, to be scattered<br>9. to stick, to attach, to take, to go on",Unlabeled,2,意外と困りも<b>のっ</b>スね！,It's surprisingly troublesome!,"S01E05, S01E20"
自信,じしん,"1. self-confidence, confidence (in oneself)",N1,2,オウ <b>自信</b>作だぜ！,"Oh, it's a work of pride!","S01E05, S01E08"
罰,ばち,"1. (divine) punishment, curse, retribution",N1,2,<b>罰</b>として お前ら全員 坊主だ！,"As a punishment, all of you will be monks!",S01E05
