Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
何で,なんで,"1. why?, what for?<br>2. how?, by what means?",N3,3,その 何が <b>何で</b>,What is that?,"S01E12, S01E23"
交換,こうかん,"1. exchange, interchange, switching, reciprocity, barter, substitution, replacement, clearing (of checks, cheques)",N3,3,これと<b>交換</b>で,In exchange for this,"S01E12, S01E23"
キス,キス,1. kiss,Unlabeled,3,<b>キス</b>を終えた二人は―,The two of them finished kissing...,"S01E12, S01E21, S01E24"
トリック,トリック,1. trick,Unlabeled,3,どんな<b>トリック</b>を,what trick,"S01E13, S01E18"
かわいそう,かわいそう,"1. poor, pitiable, pathetic, pitiful",N3,3,阪本さんが<b>かわいそう</b>ですよ,I feel sorry for Sakamoto-san.,"S01E13, S01E17, S01E25"
実印,じついん,1. officially registered seal,Unlabeled,3,そんなことより<b>実印</b>どこ？,"Rather than that, where is the actual seal?",S01E13
待ち合わせ,まちあわせ,1. appointment,N1,3,私も そこで<b>待ち合わせ</b>してるから,I'll be meeting there too.,"S01E13, S01E18"
すか,すか,"1. disappointment, let-down<br>2. miss, failure, losing (lottery) ticket, blank<br>3. nonsense",Unlabeled,3,なに逃げてん<b>すか</b>？ 高崎先生！,What are you running away from? Mr. Takasaki!,"S01E13, S01E21, S01E23"
オシッコ,おしっこ,"1. wee-wee, pee-pee, number one",Unlabeled,3,一緒に <b>オシッコ</b>行こう,Let's go pee together,S01E13
小さい,ちいさい,"1. small, little, tiny<br>2. slight, below average (in degree, amount, etc.), minor, small<br>3. low (e.g. sound), soft (e.g. voice)<br>4. unimportant, petty, insignificant, trifling, trivial<br>5. young, juvenile",N5,3,<b>小さく</b>て弱そうだから べつにいい,"It looks small and weak, so it's all good.","S01E13, S01E16"
弱い,よわい,"1. weak, frail, delicate, tender, unskilled, weak (wine)",N5,3,小さくて<b>弱</b>そうだから べつにいい,"It looks small and weak, so it's all good.","S01E13, S01E22, S01E24"
ドン,ドン,Don,Unlabeled,3,<b>ドン</b>ドンって言っている,It's saying ``Don Don'',"S01E13, S01E14"
ばん,はん,"1. seal, stamp, monogram signature<br>2. judgment, judgement<br>3. size (of paper or books)",Unlabeled,3,そろ<b>ばん</b> 使ってなーい！,I don't use an abacus!,"S01E13, S01E15"
似合う,にあう,"1. to suit, to match, to become, to be like",N3,3,はかせも<b>似合っ</b>てますよ,Hakase suits you too,S01E14
ハンカチ,ハンカチ,1. handkerchief,N5,3,でも この前 <b>ハンカチ</b>に,But the other day I put it in a handkerchief,"S01E14, S01E18"
教科書,きょうかしょ,"1. textbook, coursebook, schoolbook",N3,3,<b>教科書</b>よし ノートよし,Textbooks are good Notes are good,"S01E14, S01E25"
シャー,シャー,Shya,Unlabeled,3,<b>シャー</b>ペンで,with a mechanical pencil,"S01E14, S01E20"
ペン,ペン,1. pen,N5,3,シャー<b>ペン</b>で,with a mechanical pencil,"S01E14, S01E20"
レクリエーション,レクリエーション,1. recreation<br>2. re-creation,N1,3,<b>レクリエーション</b>に―,For recreation,"S01E14, S01E18"
失敗,しっぱい,"1. failure, mistake, blunder",N4,3,クソッ この前は<b>失敗</b>した,"Shit, I failed last time.","S01E14, S01E15, S01E23"
無事,ぶじ,"1. safety, security, peace, quiet<br>2. safely, without incident, successfully<br>3. good health<br>4. inaction, ennui",N3,3,まあ でも<b>無事</b>に届いて,"Well, it arrived safely","S01E14, S01E25, S01E26"
アルゼンチン,アルゼンチン,Aruzenchin,Unlabeled,3,<b>アルゼンチン</b>！,Argentina!,S01E14
かる,かる,"1. to cut (grass, hair, etc.), to mow, to clip, to trim, to prune, to shear, to reap, to harvest",Unlabeled,3,そんな絵がウマ<b>かっ</b>たら,If you like that picture,"S01E14, S01E18, S01E21"
プラス,プラス,"1. plus, addition<br>2. positive number<br>3. gain, advantage, asset, positive feature<br>4. anode, plus terminal, positive pole<br>5. + shape",N3,3,<b>プラス</b>思考のくせに！,Even though you think positively!,"S01E14, S01E16, S01E18"
足す,たす,"1. to add (numbers)<br>2. to add (something), to top up (with something)<br>3. to take care of (e.g. one's business)",N4,3,"3,260<b>足す</b> 260割る 320は？","Add 3,260 Divide 260 What is 320?",S01E15
ケホッ,ケホッ,*,Unlabeled,3,うーん 難しかったら <b>ケホッ</b>,"Hmm, if it's difficult, ok.",S01E15
ビッ,びっくり,"1. to be surprised, to be amazed, to be frightened, to be astonished, to get startled, to jump<br>2. surprise (e.g. surprise party)",Unlabeled,3,<b>ビッ</b> ビッ ビビッビ ビッ ビビ,Bi-bi-bi-bi-bi-bi-bi-bi-bi,S01E15
彼女,かのじょ,"1. she, her<br>2. girlfriend",N4,3,<b>彼女</b>を調べたい,I want to check her out,"S01E15, S01E19, S01E25"
理科,りか,"1. science (inc. mathematics, medicine, etc.), natural science<br>2. science department (university), science course<br>3. science (as a school subject)",N2,3,<b>理科</b>室で 中之条君が,Nakanojo-kun in the science room,"S01E15, S01E17"
博士,はかせ,"1. expert, learned person<br>2. doctor, PhD, Dr.<br>3. instructor at the imperial court (ritsuryo period)<br>4. pitch and length marks (to accompany a Buddhist liturgical chant, etc.)",N3,3,もう！ はかせのマッド<b>博士</b>！,already! Dr. Mad!,"S01E15, S01E25"
イナフ,イナフ,*,Unlabeled,3,<b>イナフ</b>って おい！ バカ！,Enough! Hey! fool!,"S01E15, S01E21"
すす,すす,1. soot,Unlabeled,3,コイン すぽ <b>すす</b>すっ,Coin spo ssssssss,"S01E15, S01E24"
トール,トール,Toru,Unlabeled,3,<b>トール</b>でよろしいでしょうか？,Is Thor okay?,S01E16
ティー,ティー,1. tea<br>2. tee,Unlabeled,3,<b>ティー</b>を飲もうかなあって,I think I'll have some tea,"S01E16, S01E23"
バー,バー,1. bar<br>2. VAR,N1,3,ちょっと<b>バー</b>を落とすから,I'm gonna drop the bar a little bit,"S01E16, S01E19"
カバン,かばん,"1. bag, satchel, briefcase, basket",Unlabeled,3,とにかく<b>カバン</b>を！,Just bring your bag!,S01E16
親戚,しんせき,"1. relative, relation, kin",N3,3,<b>親戚</b>の子どもで 親が共働きで―,Children of relatives whose parents both work...,S01E16
ワン,ワン,1. one,Unlabeled,3,<b>ワン</b>･ペナルティです,One penalty,S01E16
自由,じゆう,"1. freedom, liberty",N4,3,個人の<b>自由</b>だとは思うんですが―,I think it's a personal freedom...,"S01E16, S01E25"
研究所,けんきゅうしょ,"1. research establishment, research institute, laboratory",Unlabeled,3,おのれ 東雲<b>研究所</b>！,My name is Shinonome Research Institute!,"S01E16, S01E25"
生,き,"1. pure, undiluted, raw, crude",N3,3,普通の女子高<b>生</b>みたいな会話も,Conversations like normal high school girls,"S01E17, S01E20"
越える,こえる,"1. to cross over, to cross, to pass through, to pass over (out of), to go beyond, to go past<br>2. to exceed, to surpass, to be more (than)",N3,3,羊が柵を跳び<b>越える</b>のを数えれば,If you count the sheep jumping over the fence,"S01E17, S01E18, S01E24"
天,てん,"1. sky<br>2. heaven<br>3. God<br>4. svarga (heaven-like realm visited as a stage of death and rebirth)<br>5. deva (divine being of Buddhism)<br>6. top (of a book)<br>7. sole (of a Japanese sandal)<br>8. beginning, start<br>9. tempura",N1,3,<b>天</b>は 麻衣ちゃんの味方なんだね,Heaven is on Mai-chan's side.,"S01E17, S01E24"
ニャアッ,ニャアッ,*,Unlabeled,3,ニャアー <b>ニャアッ</b>,Meow Meow Meow,S01E17
無い,ない,"1. nonexistent, not being (there)<br>2. unowned, not had, unpossessed<br>3. unique<br>4. not, impossible, won't happen<br>5. not<br>6. to not be, to have not",Unlabeled,3,いやはや 面目<b>無い</b>,"No, I have no shame","S01E17, S01E20"
いつの間にか,いつのまにか,"1. before one knows, before one becomes aware of, unnoticed, unawares",Unlabeled,3,<b>いつの間にか</b>スカーフが,"Before I knew it, I had a scarf","S01E17, S01E25"
埋まる,うまる,"1. to be buried, to be covered, to be surrounded<br>2. to overflow, to be crowded, to be filled<br>3. to be repaid (e.g. debt), to be replenished<br>4. to be filled (e.g. blank, vacancy, schedule)",N1,3,<b>埋まっ</b>ちゃってるんですけど,It's full though,S01E17
髪の毛,かみのけ,1. hair (of the head),N3,3,しかも <b>髪の毛</b>が,And the hair,"S01E17, S01E20"
ミャミャミャミャミャ,ミャミャミャミャミャ,*,Unlabeled,3,<b>ミャミャミャミャミャ</b>,Myamyamyamyamya,S01E17
いってき,いってき,1. one drop (of fluid),Unlabeled,3,<b>いってき</b>まーす,I'm going,"S01E17, S01E26"
固い,かたい,"1. hard, solid, tough<br>2. stiff, tight, wooden, unpolished (e.g. writing)<br>3. strong, firm (not viscous or easily moved)<br>4. safe, steady, honest, steadfast<br>5. obstinate, stubborn<br>6. bookish, formal, stuffy",N4,3,このカボチャ　<b>固</b>え！,This pumpkin is hard!,"S01E17, S01E22, S01E26"
強烈,きょうれつ,"1. strong, intense, severe",N1,3,今日にかぎって <b>強烈</b>だ！,It's intense just for today!,S01E17
ホワイト,ホワイト,"1. white<br>2. correction fluid, white-out",Unlabeled,3,とにかく それ<b>ホワイト</b>で消して,"Anyway, erase it with white","S01E18, S01E20"
持ち場,もちば,"1. one's post, one's position, one's station, one's place of duty<br>2. one's round, one's beat, one's route",Unlabeled,3,<b>持ち場</b>は掃除したのだが,I cleaned my place,S01E18
うろたえる,うろたえる,"1. to be flustered, to lose one's presence of mind",Unlabeled,3,<b>うろたえ</b>からは何も生まれん,Nothing comes from panic,"S01E18, S01E21"
バーガー,バーガー,Baga,Unlabeled,3,すぐ 大工<b>バーガー</b>があるって,There will be a carpenter burger soon.,S01E18
かする,かする,"1. to change into, to convert into, to transform, to be reduced, to influence, to improve (someone)",Unlabeled,3,著作権が どうと<b>かする</b>よ！,I'll take care of the copyright!,"S01E18, S01E25, S01E26"
乗り越える,のりこえる,"1. to climb over, to get over, to ride across<br>2. to surmount, to overcome<br>3. to surpass, to overtake",Unlabeled,3,私は<b>乗り越え</b>てきたんだ！,I got through it!,"S01E18, S01E25"
こないだ,こないだ,"1. the other day, lately, recently",N2,3,でも 私 <b>こないだ</b>―,But the other day...,"S01E18, S01E21, S01E23"
ゴニョ,ゴニョニョ,1. Whismur (Pokémon),Unlabeled,3,<b>ゴニョ</b> ゴニョ ゴニョ,Gonyo Gonyo Gonyo,S01E18
クジラ,くじら,1. whale (Cetacea spp.),Unlabeled,3,じゃあ <b>クジラ</b>とかですか？,"So, is it a whale?","S01E18, S01E24"
専属,せんぞく,"1. exclusive, attached to, specialist",Unlabeled,3,ああ！ 私を<b>専属</b>マジシャンに,ah! Make me your personal magician,S01E18
マジシャン,マジシャン,"1. magician, illusionist",Unlabeled,3,ああ！ 私を専属<b>マジシャン</b>に,ah! Make me your personal magician,S01E18
クジ,クジ,Kuji,Unlabeled,3,<b>クジ</b>の番号順に始めろ,Start in order of lottery numbers.,S01E18
メロン,メロン,"1. melon (esp. a muskmelon, Cucumis melo)",Unlabeled,3,人間どもよ　<b>メロン</b>の味が,"Humans, the taste of melon","S01E18, S01E22"
右,みぎ,"1. right, right-hand side<br>2. afore-mentioned (esp. in vertical Japanese writing), foregoing, forgoing, above",N5,3,<b>右</b>に出る者がいない ひょうきん者,A clownish person with no one else to compare to.,"S01E18, S01E20, S01E21"
チッ,チェ,"1. tsk, tut, shoot, dang<br>2. chirp",Unlabeled,3,<b>チッ</b> チッ チッ！,Tsk tsk tsk!,S01E18
単に,たんに,"1. simply, merely, only, solely",N3,3,<b>単に</b>のどが痛いのではなく―,It's not just a sore throat...,"S01E18, S01E22, S01E25"
納得,なっとく,"1. consent, assent, agreement<br>2. understanding, comprehension, grasp",N3,3,<b>納得</b>がいかないのは―,What I don't understand is...,"S01E19, S01E22"
小木,小木,Ogi,Unlabeled,3,ああ <b>小木</b>,Oh Ogi,S01E19
風,ふり,"1. swing, shake, wave, swinging<br>2. appearance, behaviour<br>3. pretence (pretense), show, pretending (to)<br>4. going to restaurant, hotel etc. without a reservation or introduction<br>5. move (dance), postures<br>6. lead in (e.g. to a running joke, asking a question), lead up<br>7. unsewn part of a hanging sleeve on a traditional Japanese woman's garment<br>8. counter for swords, blades, etc.<br>9. not wearing underwear or pants",N5,3,どうりで<b>風</b>が騒ぐわけだ,Why is the wind making noise?,"S01E19, S01E20, S01E25"
さす,さす,"1. to shine<br>2. to be visible<br>3. to be tinged with<br>4. to rise (of water levels), to flow in<br>5. to be felt (i.e. as an emotion), to come over one<br>6. to hold up (an umbrella, etc.), to put up, to raise<br>7. to extend one's arm straight ahead (in dance)<br>8. to insert, to put in<br>9. to wear (a sword) in one's belt, to wear at one's side, to carry under one's arm<br>10. to insert one's arm under an opponent's arm<br>11. to pole (a boat)<br>12. to pour, to add (liquid), to serve (drinks)<br>13. to put on (lipstick, etc.), to apply, to colour, to dye<br>14. to light (a fire), to burn<br>15. to shut, to close, to lock, to fasten<br>16. to stop in the midst of, to leave undone",Unlabeled,3,光<b>さす</b> 星とならん,It shines like a star,"S01E19, S01E21"
応募,おうぼ,"1. application, subscription, entry (competition, raffle, etc.), enlistment",N1,3,でも この前 <b>応募</b>したら―,But when I applied the other day...,S01E20
油,あぶら,1. oil,N3,3,こんなの見せても火に<b>油</b>,"Even if I show you something like this, it adds fuel to the fire.",S01E20
火,ひ,"1. fire, flame, blaze",N4,3,こんなの見せても<b>火</b>に油,"Even if I show you something like this, it adds fuel to the fire.","S01E20, S01E26"
枠,わく,"1. frame, framework<br>2. border, box<br>3. limit, restriction, quota<br>4. category, bracket, class<br>5. time slot (in a broadcasting schedule)<br>6. live stream, live (online) broadcast<br>7. spool (of thread), reel",N1,3,ホントに<b>枠</b>線だけでしょうね,It's really just the border.,S01E20
線,せん,"1. line, stripe, stria<br>2. line (e.g. telephone line), wire<br>3. ray (e.g. X-ray), beam<br>4. line (e.g. of a railroad), track, route, lane<br>5. outline, contours, form<br>6. level<br>7. division<br>8. line (of action), position, approach, policy, principle<br>9. impression one leaves, air one gives off",N4,3,ホントに枠<b>線</b>だけでしょうね,It's really just the border.,S01E20
チャラ,チャラ,Chyara,Unlabeled,3,チャッ <b>チャラ</b>ラン チャン,Chat Charalan Chan,S01E20
感じる,かんじる,"1. to feel, to sense, to experience",N3,3,何もかも新鮮に<b>感じ</b>た―,Everything felt fresh.,"S01E20, S01E21"
全日本,ぜんにほん,"1. all-Japan<br>2. all-Japan championships, (Japanese) national championships",Unlabeled,3,<b>全日本</b>大会じゃないんですか？,Isn't it the All Japan tournament?,"S01E20, S01E22"
みほ,みほ,Miho,Unlabeled,3,<b>みほ</b>しも中学生になったか,Has Mihoshi become a junior high school student too?,"S01E20, S01E22"
洗う,あらう,"1. to wash, to cleanse, to rinse<br>2. to inquire into, to investigate<br>3. to purify (one's heart)<br>4. to lave (e.g. shore), to wash over (e.g. deck), to sweep",N5,3,じゃあ はかせが<b>洗っ</b>てあげるけど,"Well, Hakase will wash it for you.","S01E20, S01E21, S01E22"
ペース,ペース,1. pace,Unlabeled,3,どこまでも 麻衣<b>ペース</b>だよ,It's Mai's pace all the way,S01E20
いたずら,いたずら,"1. mischief, prank, trick, practical joke<br>2. pastime, hobby<br>3. playing with (a lighter, etc.), fooling around with, messing around with, amusing oneself with, tampering with<br>4. lewd behaviour, sexual misconduct, sexual assault, molestation, rape",N3,3,まったく 近頃の若者の<b>いたずら</b>は,What are the pranks of young people these days?,"S01E20, S01E26"
悪魔,あくま,"1. devil, demon, fiend<br>2. Satan, the Devil<br>3. Māra, evil spirits or forces that hinder one's path to enlightenment",N3,3,すでに<b>悪魔</b>のワナだよ,It's already the devil's trap,S01E20
進む,すすむ,"1. to advance, to go forward<br>2. to precede, to go ahead (of)<br>3. to make progress, to improve<br>4. to deepen, to heighten<br>5. to be fast (of a clock), to be ahead<br>6. to do of one's own free will",N4,3,<b>進み</b>やしない 進みやしない,Not progressing Not progressing,"S01E21, S01E24"
キャツ,キャツ,1. cat (Auto-translated),Unlabeled,3,<b>キャツ</b>はウッドキューブを,The cat is a wood cube,S01E21
悪霊,あくりょう,1. evil spirit,Unlabeled,3,まずは <b>悪霊</b>に,"First, the evil spirits",S01E22
ハッハッハッハッハッハッ,ハッハッハッハッハッハッ,*,Unlabeled,3,<b>ハッハッハッハッハッハッ</b>,Hahahahahahaha,S01E22
ハッハッハッハッハッ,ハッハッハッハッハッ,*,Unlabeled,3,<b>ハッハッハッハッハッ</b>,Hahahahaha,"S01E22, S01E24"
道具,どうぐ,"1. tool, implement, instrument, utensil, apparatus, device<br>2. means<br>3. furniture",N4,3,お前は何か逃げる<b>道具</b> 作れ,Make some kind of escape tool,S01E22
ゃあ,ゃあ,1. Well then (Auto-translated),Unlabeled,3,っし<b>ゃあ</b>！,Shaa!,"S01E22, S01E23"
あつい,あつい,"1. thick, deep, heavy<br>2. kind, cordial, hospitable, warm, faithful<br>3. serious (of an illness)<br>4. abundant",Unlabeled,3,<b>あつ</b>！ あつ！ あつ！,Hot! Hot! Hot!,S01E23
コンコン,コンコン,"1. tap-tap, knock-knock, bang-bang<br>2. cough-cough<br>3. bark (of a fox), yelp, cry<br>4. heavily (e.g. of snow falling)<br>5. fox",Unlabeled,3,はかせも“<b>コンコン</b>”,Hasasemo “Concon”,S01E24
金子,金子,Kaneko,Unlabeled,3,この<b>金子</b>は貴様のものか？,Is this gold yours?,S01E24
壊れる,こわれる,"1. to be broken, to break<br>2. to fall through, to come to nothing",N4,3,なーに  眼鏡は<b>壊れ</b>ても,Even if my glasses are broken,S01E25
おめでとう,おめでとう,"1. congratulations!, well done!, best wishes!, all the best!",N3,3,<b>おめでとう</b>ございます,congratulations,"S01E25, S01E26"
すっぽん,すっぽん,"1. Chinese soft-shelled turtle (Pelodiscus sinensis), soft-shelled turtle (Trionychidae)<br>2. trap door located on the walkway in a kabuki theatre<br>3. bilge pump (used on traditional Japanese ships)",Unlabeled,3,<b>すっぽん</b>！,Soft-shelled turtle!,S01E26
くしゃみ,くしゃみ,1. sneeze<br>2. spoken twice in response to someone sneezing as a charm against an early death,N2,3,<b>くしゃみ</b>を止めるには―,[Unavailable],S01E26
新,しん,"1. new, neo-<br>2. newness, novelty<br>3. Gregorian calendar<br>4. Xin dynasty (China, 9-23 CE), Hsin dynasty",N1,2,<b>新</b>商品が出たから―,Because a new product has come out...,"S01E01, S01E12"
たくさん,たくさん,"1. a lot, lots, plenty, many, a large number, much, a great deal, a good deal<br>2. enough, sufficient<br>3. enough, too many, too much",N5,2,それを <b>たくさん</b>の人に,give it to many people,"S01E01, S01E22"
嫌う,きらう,"1. to hate, to dislike, to loathe",N3,2,なでられるのは<b>嫌い</b>じゃねえ,I don't like being stroked,"S01E01, S01E03"
ぶつかる,ぶつかる,"1. to strike against, to collide with, to bump into, to conflict<br>2. to encounter, to meet<br>3. to clash",N2,2,ああっ <b>ぶつかる</b>う！,"Ah, we'll collide!","S01E01, S01E25"
学生,がくせい,1. student (esp. a university student),N5,2,<b>学生</b>章 着け忘れてきちゃったよ,I forgot to wear my student badge.,"S01E01, S01E14"
呼び出す,よびだす,"1. to summon, to call (e.g. phone), to convene, to decoy, to lure<br>2. to invoke (e.g. subroutine), to call, to open (e.g. a file)",N2,2,<b>呼び出し</b>方を知らなければ,If you don't know how to call,"S01E01, S01E21"
年生,ねんせい,"1. pupil in ... year, student in ... year",N1,2,“私は３<b>年生</b>だ！”って,“I’m a third year student!”,"S01E01, S01E10"
解決,かいけつ,"1. settlement, solution, resolution",N3,2,何の<b>解決</b>にも なってないじゃん,It doesn't solve anything.,"S01E01, S01E10"
雷,かみなり,"1. lightning, thunder, thunderbolt<br>2. god of thunder, god of lightning<br>3. anger, fit of anger",N3,2,<b>雷</b>？ 晴れてるのに,thunder? Even though it's sunny,"S01E01, S01E13"
晴れる,はれる,"1. to clear up, to clear away, to be sunny, to stop raining<br>2. to refresh (e.g. spirits)<br>3. to be cleared (e.g. of a suspicion)<br>4. to be dispelled, to be banished",N5,2,雷？ <b>晴れ</b>てるのに,thunder? Even though it's sunny,"S01E01, S01E08"
めったに,めったに,"1. rarely, seldom",Unlabeled,2,<b>めったに</b>ないでしょ？,"Rarely, right?","S01E01, S01E09"
不幸,ふこう,"1. unhappiness, sorrow, misfortune, disaster, accident<br>2. death (usu. of a relative), bereavement",N3,2,<b>不幸</b>中の幸いだよね,It's a blessing in disguise,"S01E01, S01E05"
引っ越す,ひっこす,"1. to move (house), to change residence",N4,2,<b>引っ越す</b>しかない！,I have no choice but to move!,"S01E01, S01E09"
スルー,スルー,"1. ignoring, looking the other way, letting pass<br>2. passing through, going through<br>3. ball hit through net (in tennis)",Unlabeled,2,スラマッパギは<b>スルー</b>ですか,Suramappagi is through?,"S01E01, S01E17"
イタズラ,いたずら,"1. mischief, prank, trick, practical joke<br>2. pastime, hobby<br>3. playing with (a lighter, etc.), fooling around with, messing around with, amusing oneself with, tampering with<br>4. lewd behaviour, sexual misconduct, sexual assault, molestation, rape",Unlabeled,2,こういう<b>イタズラ</b>をするのは,Doing pranks like this,S01E01
意外と,意外と,1. unexpectedly (Auto-translated),Unlabeled,2,<b>意外と</b>先生のことを,Surprisingly about the teacher,"S01E01, S01E09"
かなう,かなう,"1. to come true (of a wish, prayer, etc.), to be realized, to be fulfilled<br>2. to suit (e.g. a purpose), to meet (wishes, ideals, etc.), to conform to (standards, rules, etc.), to be consistent with<br>3. to match (implies competition), to rival, to bear (e.g. the heat)",Unlabeled,2,<b>かなわ</b>ない人への―,To those who can't be matched...,"S01E01, S01E22"
心配,しんぱい,"1. worry, concern, anxiety, uneasiness, fear<br>2. care, help, aid, assistance",N4,2,はかせも きっと<b>心配</b>しているし,I'm sure Hakase is worried too.,"S01E01, S01E11"
っぱなし,っぱなし,"1. keep ...-ing, have been ...-ing, leaving (something) on, leaving (something) still in use",Unlabeled,2,七輪 つけ<b>っぱなし</b>で危ないし,It's dangerous to leave the seven wheels on,"S01E01, S01E23"
箸,はし,1. chopsticks,N2,2,えっ？ お<b>箸</b>がない,Huh? I don't have chopsticks,"S01E01, S01E10"
基本,きほん,"1. basics, fundamentals, basis, foundation",N3,2,<b>基本</b>は みんなで,"Basically, everyone","S01E01, S01E14"
そぐ,そぐ,"1. to chip (off), to shave (off), to slice (off), to sharpen<br>2. to dampen (e.g. enthusiasm), to discourage, to weaken, to reduce",Unlabeled,2,<b>そい</b>じゃあ ひとつ,"Okay, one thing.","S01E01, S01E05"
ヤダ,やだ,"1. not a chance, not likely, no way, no<br>2. oh no, yuck, eew<br>3. fault, defect, weak point",Unlabeled,2,行っちゃ<b>ヤダ</b>！,Don't go!,"S01E01, S01E14"
秒,びょう,1. second (unit of time)<br>2. arc second,N3,2,３<b>秒</b>ルールだよ ３秒ルール,3 second rule 3 second rule,S01E01
続く,つづく,"1. to continue, to last, to go on<br>2. to continue (without a break), to be unbroken<br>3. to occur again and again<br>4. to lead to, to connect to, to adjoin<br>5. to come after, to follow, to succeed, to rank next to<br>6. to hold out, to keep, to last",N4,2,では<b>続い</b>て,Then next,S01E01
倍,ばい,"1. twice, double<br>2. times, -fold<br>3. 1-nth, 1 to n, 1 in n",N4,2,<b>倍</b>は寒いんですけどね,It's twice as cold though.,"S01E01, S01E11"
古い,ふるい,"1. old, aged, ancient, antiquated, antique, timeworn<br>2. long, since long ago, time-honored<br>3. of the distant past, long-ago<br>4. stale, threadbare, hackneyed, corny<br>5. old-fashioned, outmoded, out-of-date",N5,2,自分のギャグが<b>古</b>すぎること,That my gags are too old,"S01E01, S01E15"
受け入れる,うけいれる,"1. to accept, to receive, to agree",N1,2,<b>受け入れ</b>られてないことを,that it is not accepted,S01E01
本人,ほんにん,"1. the person in question, the person themselves, said person",N3,2,まだ<b>本人</b>にも,Not yet to the person himself,"S01E01, S01E26"
すれる,すれる,"1. to rub, to chafe<br>2. to wear out, to become worn<br>3. to lose one's innocence, to become sly",Unlabeled,2,現代の<b>すれ</b>た若者に,To modern young people,"S01E01, S01E07"
かなり,かなり,"1. considerably, fairly, quite",N3,2,この校長<b>かなり</b>の手だれ！,This principal is quite a mess!,"S01E01, S01E06"
人数,にんずう,"1. the number of people<br>2. many people, a large number of people<br>3. (counted as an) adult",Unlabeled,2,こんな<b>人数</b>いると緊張する,I get nervous when there are so many people.,"S01E01, S01E21"
校内,こうない,1. within a school,Unlabeled,2,最近 <b>校内</b>で,Recently at school,"S01E01, S01E04"
通学,つうがく,"1. commuting to school, school commute",N3,2,ヤギで<b>通学</b>するのは,Going to school with a goat,"S01E01, S01E08"
校則,こうそく,1. school regulations,Unlabeled,2,<b>校則</b>違反ではないであろうが！,It's probably not a violation of school rules!,S01E01
農家,のうか,"1. farmer, farming family<br>2. farmhouse",N3,2,普通の<b>農家</b>でしょうが,Probably a normal farmer,S01E01
朝礼,ちょうれい,"1. morning assembly (at a company, school, etc.), morning gathering",Unlabeled,2,今日は このまま<b>朝礼</b>ですよ,Today is the morning assembly.,S01E01
魔力,まりょく,"1. magical powers, supernatural powers, spell, charm",Unlabeled,2,ダージリンの<b>魔力</b>を受けよ！,Receive the magic of Darjeeling!,"S01E01, S01E05"
隊長,たいちょう,1. commanding officer,Unlabeled,2,<b>隊長</b>が動けない今―,Now that the captain can't move...,"S01E01, S01E21"
職員,しょくいん,"1. staff member, personnel",N1,2,ちょっと <b>職員</b>室まで来なさい,Come to the staff room for a moment.,"S01E01, S01E21"
研究,けんきゅう,"1. study, research, investigation",N4,2,はかせは 何らかの<b>研究</b>を,Hakase is doing some research.,"S01E01, S01E25"
ココッ,ココット,"1. casserole, cocotte<br>2. ramekin",Unlabeled,2,<b>ココッ</b> ココッ コココ… 小指,Kokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokokoko for pinky finger,S01E01
リアル,リアル,Riaru,Unlabeled,2,<b>リアル</b>に外してください,Please remove it realistically,"S01E01, S01E16"
行ける,いける,"1. to be good (at), to go well<br>2. to look (taste, etc.) good<br>3. to hold one's liquor, to be able to hold one's drink",Unlabeled,2,学校にも<b>行け</b>ないです,I can't go to school,"S01E01, S01E25"
いっそ,いっそ,"1. rather, sooner, preferably",N1,2,<b>いっそ</b>人型ロボットでなければ,"Better yet, if it’s not a humanoid robot.","S01E01, S01E10"
コ,コ,*,Unlabeled,2,すいとんだ！ へ<b>コ</b>！,It's sweet! Heko!,"S01E02, S01E15"
おまけ,おまけ,"1. freebie (e.g. with a purchase), something additional, bonus, an extra<br>2. price reduction, discount<br>3. exaggeration",Unlabeled,2,<b>おまけ</b>って付けない？,Can't you add an extra?,S01E02
フィフティ,フィフティー,1. fifty,Unlabeled,2,<b>フィフティ</b> フィフティ,fifty fifty,S01E02
呪文,じゅもん,"1. spell, charm, incantation, magic word",Unlabeled,2,魔法の<b>呪文</b>を,magic spell,"S01E02, S01E12"
セパタクロー,セパタクロー,"1. sepak takraw, kick volleyball",Unlabeled,2,<b>セパタクロー</b>行ってるのよ,I'm going to sepak takraw.,"S01E02, S01E09"
日直,にっちょく,"1. day duty, day shift, class duty (students)",Unlabeled,2,今日 <b>日直</b>なのに,Even though I'm on duty today,"S01E02, S01E17"
ものすごい,ものすごい,"1. terrific, staggering, tremendous, incredible, extreme<br>2. frightful, ghastly, horrific, terrible, awful, gruesome, eerie",Unlabeled,2,<b>ものすごい</b>のいた！,There were so many!,"S01E02, S01E26"
木魚,もくぎょ,"1. fish gong, fish wood block, temple block, round, hollow, wood block (vaguely fish-shaped, usu. with scales), struck while chanting sutras",Unlabeled,2,<b>木魚</b> 落としませんでした？,Mokugyo: Didn't you drop it?,S01E02
制服,せいふく,1. uniform,N1,2,なのの<b>制服</b>です,Nano's uniform,"S01E02, S01E13"
