Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
うー,ウー,1. five,Unlabeled,2,<b>うー</b>し コロも早く メシ 食いに行こうぜ,"Wow, let's go eat some food soon.",S01E02,,[sound:Beastars_word_ab72faa8.mp3],[sound:Beastars_sent_3530a982.mp3]
コロ,コロ,Koro,Unlabeled,2,うーし <b>コロ</b>も早く メシ 食いに行こうぜ,"Wow, let's go eat some food soon.",S01E02,,[sound:Beastars_word_6a4a33c2.mp3],[sound:Beastars_sent_3530a982.mp3]
格,かく,"1. status, position, rank<br>2. method, way, style<br>3. rule, regulation, law<br>4. grammatical case<br>5. figure (syllogism)",N1,2,いつものどんよりとは<b>格</b>が違う,It's different from the usual Donyori,"S01E02, S01E06",,[sound:Beastars_word_06f2f8e0.mp3],[sound:Beastars_sent_e002e8c7.mp3]
熱い,あつい,"1. hot (thing)<br>2. passionate (feelings, etc.), ardent, hot (e.g. gaze)<br>3. hot (e.g. temper)<br>4. zealous, enthusiastic, fired up<br>5. intense, severe, extreme<br>6. hot (topic), of interest",N5,2,鼻腔が体じゅうの筋肉を 震わせるのも 体が<b>熱い</b>のも,"My sinuses make all the muscles in my body tremble, and my body feels hot.","S01E02, S01E10",,[sound:Beastars_word_a03abe89.mp3],[sound:Beastars_sent_38ad4ef4.mp3]
もがく,もがく,"1. to struggle, to writhe, to wriggle, to squirm<br>2. to act frantically, to make desperate efforts",Unlabeled,2,ずっとずっと そうやって <b>もがい</b>てきたけど,"I've been struggling like this for a long time, but","S01E02, S01E11",,[sound:Beastars_word_4f1bbc4e.mp3],[sound:Beastars_sent_70324744.mp3]
そろそろ,そろそろ,"1. slowly, quietly, steadily, gradually, gingerly<br>2. soon, momentarily, before long, any time now",N4,2,<b>そろそろ</b>限界だよ,It's almost the limit,"S01E02, S01E04",,[sound:Beastars_word_8503d949.mp3],[sound:Beastars_sent_67f330cb.mp3]
抑え込む,おさえこむ,"1. to pin down, to immobilize, to immobilise, to control, to suppress",Unlabeled,2,幼い頃から自分を<b>抑え込ん</b>で,I suppressed myself from a young age.,"S01E02, S01E07",,[sound:Beastars_word_06552a8d.mp3],[sound:Beastars_sent_1f15c1a3.mp3]
陰,いん,"1. (the) negative (e.g. pole)<br>2. yin (in Chinese divination)<br>3. hidden place, unseen part, private location",N3,2,お前みたいに <b>陰</b>で生きるのは楽だよ,It's easy to live in the shadows like you.,"S01E02, S01E04",,[sound:Beastars_word_e374bdf9.mp3],[sound:Beastars_sent_82a9b95d.mp3]
ク,くるま,"1. car, automobile, vehicle<br>2. wheel, castor, caster",Unlabeled,2,<b>ク</b>… クソ クソ そんなバカな,Fuck... Shit Shit You're such an idiot.,S01E02,,[sound:Beastars_word_561eed1f.mp3],[sound:Beastars_sent_0ac2fc12.mp3]
よこす,よこす,"1. to send, to forward<br>2. to hand over (e.g. money)",N2,2,俺に <b>よこせ</b>,Give it to me,"S01E02, S01E09",,[sound:Beastars_word_3b1361eb.mp3],[sound:Beastars_sent_6a46292e.mp3]
足元,あしもと,"1. at one's feet, underfoot, one's step (as in ""watch your step"")<br>2. gait, pace, step<br>3. most recent, current",Unlabeled,2,暗くて <b>足元</b>が見えにくくて,It's dark and it's hard to see my feet,S01E02,,[sound:Beastars_word_2d7e5ec6.mp3],[sound:Beastars_sent_8f4124de.mp3]
にくい,かたい,"1. difficult, hard",Unlabeled,2,暗くて 足元が見え<b>にくく</b>て,It's dark and it's hard to see my feet,"S01E02, S01E08",,[sound:Beastars_word_ac2934b3.mp3],[sound:Beastars_sent_8f4124de.mp3]
肩,かた,1. shoulder,N3,2,だけど あなたは 私の<b>肩</b>に毛布をかけて去った,But you put a blanket over my shoulders and left,"S01E02, S01E05",,[sound:Beastars_word_65c45a30.mp3],[sound:Beastars_sent_00e79466.mp3]
えーっと,えっと,"1. let me see, well, errr ..., uhh ...",Unlabeled,2,<b>えーっと</b> 今日の肉食獣の朝メシ…,"Well, today's carnivore breakfast...","S01E02, S01E03",,[sound:Beastars_word_12226b3e.mp3],[sound:Beastars_sent_2932cbad.mp3]
朝メシ,あさめし,1. breakfast,Unlabeled,2,<b>朝メシ</b>は食っただろ,"You ate breakfast, right?","S01E02, S01E09",,[sound:Beastars_word_dc937156.mp3],[sound:Beastars_sent_e1ee78e7.mp3]
飲食店,いんしょくてん,1. restaurant,Unlabeled,2,食堂では もちろん 街の<b>飲食店</b>でも肉は一切 出ない,"No meat is served at the cafeteria, let alone at restaurants in town.","S01E02, S01E07",,[sound:Beastars_word_060387a8.mp3],[sound:Beastars_sent_db516148.mp3]
女子,じょし,"1. woman, girl",N3,2,“肉食<b>女子</b>クラブ”で 女王様のバイトしてたら―,When I was working as a queen part-time at a “carnivorous women’s club”...,"S01E02, S01E03",,[sound:Beastars_word_b396cd1e.mp3],[sound:Beastars_sent_3caac43a.mp3]
踏む,ふむ,"1. to step on, to tread on, to trample on<br>2. to set foot on (e.g. foreign soil), to stand on, to visit<br>3. to experience, to undergo<br>4. to follow (rules, principles, etc.), to go through (e.g. formalities), to complete<br>5. to estimate, to guess, to judge, to value, to appraise<br>6. to rhyme<br>7. to succeed to (e.g. the throne)",N4,2,さっきから 尻尾 <b>踏ん</b>でんの 気付かねえのか？ このボンクラ,Haven't you noticed that I've been stepping on your tail for a while now? This Bonkura,S01E02,,[sound:Beastars_word_4eea3c96.mp3],[sound:Beastars_sent_997270e6.mp3]
メガネ,めがね,"1. glasses, eyeglasses, spectacles<br>2. judgment, judgement, discrimination, discernment, insight",Unlabeled,2,マジで<b>メガネ</b> 作んなきゃ,I seriously need to make glasses,S01E02,,[sound:Beastars_word_2c3330f6.mp3],[sound:Beastars_sent_586d5f05.mp3]
遅れる,おくれる,"1. to be late, to be delayed, to fall behind schedule, to be overdue<br>2. to fall behind (in a race, one's studies, etc.), to lag behind, to be behind (the times)<br>3. to be bereaved of, to be preceded by (someone) in death<br>4. to be slow (of a clock or watch)",N4,2,あれ 私 数歩 <b>遅れ</b>てたら ぺっしゃんこだったわよ,"Well, if I had been a few steps behind, I would have been flattened.","S01E02, S01E08",,[sound:Beastars_word_423710e0.mp3],[sound:Beastars_sent_daf42a17.mp3]
似合う,にあう,"1. to suit, to match, to become, to be like",N3,2,俺 メガネ <b>似合い</b>そうだって,I think glasses look good on me,"S01E02, S01E05",,[sound:Beastars_word_f12e983c.mp3],[sound:Beastars_sent_264d9f28.mp3]
ストレス,ストレス,1. stress,N1,2,あー あー あー その顔の筋は <b>ストレス</b>によるものなんですか？,"Ah, ah, ah, are those lines on your face caused by stress?","S01E02, S01E06",,[sound:Beastars_word_f249dba7.mp3],[sound:Beastars_sent_32d4f93f.mp3]
勝てる,勝てる,1. I can win (Auto-translated),Unlabeled,2,でかい ずうたいで 俺なら<b>勝てる</b>とでも思ったか,"You're so big and so brave, you thought I could win?","S01E02, S01E06",,[sound:Beastars_word_28f6b6bd.mp3],[sound:Beastars_sent_b014bf15.mp3]
よし,よし,1. even if,Unlabeled,2,<b>よし</b> 契約成立だ,"Okay, the deal is done.","S01E02, S01E09",,[sound:Beastars_word_9f7de1e4.mp3],[sound:Beastars_sent_0230bb8b.mp3]
ポッケ,ポッケ,1. pocket,Unlabeled,2,<b>ポッケ</b>にある小銭を落として 拾うフリをして…,I dropped the coin in my pocket and pretended to pick it up...,S01E02,,[sound:Beastars_word_38346471.mp3],[sound:Beastars_sent_6e131d71.mp3]
小銭,こぜに,"1. small change, coins<br>2. small sum of money",N1,2,ポッケにある<b>小銭</b>を落として 拾うフリをして…,I dropped the coin in my pocket and pretended to pick it up...,S01E02,,[sound:Beastars_word_6653a292.mp3],[sound:Beastars_sent_6e131d71.mp3]
拾う,ひろう,"1. to pick up, to find, to gather",N4,2,ポッケにある小銭を落として <b>拾う</b>フリをして…,I dropped the coin in my pocket and pretended to pick it up...,S01E02,,[sound:Beastars_word_0430e73c.mp3],[sound:Beastars_sent_6e131d71.mp3]
しも,しも,"1. frost<br>2. white hair, grey hair, gray hair",Unlabeled,2,性格と戦闘力が 必ず<b>しも</b>伴わないなんて,Personality and fighting ability don't necessarily go hand in hand.,"S01E02, S01E09",,[sound:Beastars_word_1faf9d35.mp3],[sound:Beastars_sent_83ea14a5.mp3]
違反,いはん,"1. violation, offense, offence, breach, transgression, infringement, contravention",N3,2,もし何か間違いが起きたら 校則<b>違反</b>を超えた大事件ですよ,"If something goes wrong, it would be a major incident that goes beyond violating school rules.","S01E02, S01E11",,[sound:Beastars_word_5daac2ec.mp3],[sound:Beastars_sent_8174ce4e.mp3]
ヘッ,ヘッドホン,"1. headphone, headphones<br>2. Headphones",Unlabeled,2,<b>ヘッ</b> あんたも なかなか大変だねえ,"Hey, it's quite difficult for you too.","S01E02, S01E09",,[sound:Beastars_word_592f32aa.mp3],[sound:Beastars_sent_334c7ea1.mp3]
称号,しょうごう,"1. title, name, degree",Unlabeled,2,次の“ビースター”の<b>称号</b>を 狙うとなりゃ―,"If you're aiming for the title of the next ""Beastar""...",S01E02,,[sound:Beastars_word_94c2b0ba.mp3],[sound:Beastars_sent_0894083a.mp3]
全体,ぜんたい,"1. whole, entirety, whatever (is the matter)",N3,2,最近 演劇部<b>全体</b>の まとまりがなってない,"Lately, the drama club as a whole hasn't been very cohesive.","S01E02, S01E08",,[sound:Beastars_word_08b60227.mp3],[sound:Beastars_sent_7f8e47be.mp3]
差別,さべつ,"1. distinction, differentiation, discrimination<br>2. discrimination (against people)",N3,2,この世界の<b>差別</b>や恐怖を超越する 英雄的地位,A heroic status that transcends discrimination and fear in this world,"S01E02, S01E08",,[sound:Beastars_word_0d062094.mp3],[sound:Beastars_sent_7aef15e3.mp3]
恐怖,きょうふ,"1. fear, dread, dismay, terror, horror, scare, panic",N3,2,お前ら肉食獣が <b>恐怖</b>に震える姿を俺に見せろ,Show me how you carnivores tremble in fear.,"S01E02, S01E11",,[sound:Beastars_word_7a0a8357.mp3],[sound:Beastars_sent_5b7dbaa7.mp3]
地位,ちい,"1. (social) position, status",N3,2,この世界の差別や恐怖を超越する 英雄的<b>地位</b>,A heroic status that transcends discrimination and fear in this world,"S01E02, S01E08",,[sound:Beastars_word_4a942046.mp3],[sound:Beastars_sent_7aef15e3.mp3]
返す,かえす,"1. to return (something), to restore, to put back<br>2. to turn over, to turn upside down, to overturn<br>3. to pay back, to retaliate, to reciprocate<br>4. to respond (with), to retort, to reply, to say back<br>5. to do ... back (e.g. speak back, throw back)<br>6. to do again, to do repeatedly",N5,2,昨日の借りは これで<b>返し</b>たことになるかな,I guess this means I've repaid yesterday's debt.,"S01E02, S01E06",,[sound:Beastars_word_b44ca32c.mp3],[sound:Beastars_sent_53190196.mp3]
スタイル,スタイル,"1. (one's) figure, build, physique, shape<br>2. style",N3,2,いつまで その<b>スタイル</b>を 通すつもりなんだか,How long do you plan to stick to that style?,"S01E02, S01E10",,[sound:Beastars_word_42a66562.mp3],[sound:Beastars_sent_08a8d395.mp3]
森羅万象,しんらばんしょう,"1. all things in nature, the whole creation",Unlabeled,2,<b>森羅万象</b> あらゆる使者が お前を殺そうとしている,Every messenger in the universe is trying to kill you.,"S01E02, S01E04",,[sound:Beastars_word_539f9704.mp3],[sound:Beastars_sent_40bb7016.mp3]
あらゆる,あらゆる,"1. all, every",N3,2,森羅万象 <b>あらゆる</b>使者が お前を殺そうとしている,Every messenger in the universe is trying to kill you.,"S01E02, S01E04",,[sound:Beastars_word_ec8e2883.mp3],[sound:Beastars_sent_40bb7016.mp3]
使者,ししゃ,"1. messenger, envoy, emissary",Unlabeled,2,森羅万象 あらゆる<b>使者</b>が お前を殺そうとしている,Every messenger in the universe is trying to kill you.,"S01E02, S01E04",,[sound:Beastars_word_cb1fd126.mp3],[sound:Beastars_sent_40bb7016.mp3]
運命,うんめい,"1. fate, destiny, lot",N1,2,<b>運命</b>に逆らうとは そういうことだ,That's what it means to go against fate.,"S01E02, S01E04",,[sound:Beastars_word_269a29ab.mp3],[sound:Beastars_sent_ad04cf89.mp3]
逆らう,さからう,"1. to go against, to oppose, to disobey, to defy",N3,2,運命に<b>逆らう</b>とは そういうことだ,That's what it means to go against fate.,"S01E02, S01E04",,[sound:Beastars_word_245a9468.mp3],[sound:Beastars_sent_ad04cf89.mp3]
一幕,ひとまく,1. one act,Unlabeled,2,<b>一幕</b> 第５場 オーケーです,Act 1 Scene 5 Okay.,S01E02,,[sound:Beastars_word_173193b9.mp3],[sound:Beastars_sent_6905ad29.mp3]
新歓,しんかん,"1. new members (e.g. club), new students, freshman<br>2. event to welcome new students, club members, etc. (e.g. welcome party)",Unlabeled,2,<b>新歓</b>は学内公演では 一番 重要だ,Welcome is the most important part of on-campus performances.,"S01E02, S01E03",,[sound:Beastars_word_3d184b9a.mp3],[sound:Beastars_sent_03c67b9e.mp3]
学内,がくない,1. within the school,Unlabeled,2,新歓は<b>学内</b>公演では 一番 重要だ,Welcome is the most important part of on-campus performances.,"S01E02, S01E06",,[sound:Beastars_word_211b00f2.mp3],[sound:Beastars_sent_03c67b9e.mp3]
重要,じゅうよう,"1. important, momentous, essential, principal, major",N3,2,目や耳に直接 届く情報は とてつもなく<b>重要</b>だ,Information that reaches our eyes and ears directly is extremely important.,"S01E02, S01E09",,[sound:Beastars_word_a8cd9642.mp3],[sound:Beastars_sent_1abfdc81.mp3]
示す,しめす,"1. to (take out and) show, to demonstrate, to tell, to exemplify, to make apparent<br>2. to point out (finger, clock hand, needle, etc.)<br>3. to indicate, to show, to represent, to signify, to display",N3,2,そのすべての意味を 舞台で<b>示す</b>んだ,I'll show you the meaning of it all on stage.,"S01E02, S01E09",,[sound:Beastars_word_29ffbbd3.mp3],[sound:Beastars_sent_0ba5a2cc.mp3]
衣装,いしょう,"1. clothing, costume, outfit, garment, dress",N1,2,<b>衣装</b>とメイク 少し変えてもらったんです,I had my costume and makeup changed a little.,"S01E02, S01E12",,[sound:Beastars_word_27c87448.mp3],[sound:Beastars_sent_b4a35168.mp3]
オッケー,オッケー,"1. OK, okay",Unlabeled,2,照明 <b>オッケー</b>です はい,Lighting ok yes,S01E02,,[sound:Beastars_word_10cea681.mp3],[sound:Beastars_sent_d018625c.mp3]
重圧,じゅうあつ,"1. strong pressure, heavy pressure",Unlabeled,2,一体 どれほどの<b>重圧</b>か…,Just how much pressure is there...,S01E02,,[sound:Beastars_word_3c09a98b.mp3],[sound:Beastars_sent_c9cadb7d.mp3]
飾り,かざり,"1. decoration, ornament, trimmings",N2,2,俺たちが戦う場面には ウソもお<b>飾り</b>も要らない,The scenes where we fight don't need lies or decorations.,"S01E02, S01E04",,[sound:Beastars_word_9fce9be3.mp3],[sound:Beastars_sent_b5b81c3b.mp3]
コミュニケーション,コミュニケーション,1. communication,N1,2,<b>コミュニケーション</b>上手に ならなきゃ,Must be good at communicating,"S01E02, S01E06",,[sound:Beastars_word_69af22a0.mp3],[sound:Beastars_sent_cc8c8636.mp3]
用事,ようじ,"1. tasks, things to do, errand, business (to take care of), affairs, engagement",N4,2,俺 <b>用事</b> 思い出しちゃった,I remembered what I had to do.,S01E02,,[sound:Beastars_word_52f189e7.mp3],[sound:Beastars_sent_35d4c398.mp3]
おごる,おごる,"1. to give (someone) a treat<br>2. to be extravagant, to live luxuriously<br>3. to be proud, to be haughty",Unlabeled,2,アリシェイク 今度<b>おごる</b>から,"Ali Sheikh, I'll buy you something next time.","S01E02, S01E05",,[sound:Beastars_word_f4a232e4.mp3],[sound:Beastars_sent_abfbef65.mp3]
ウワサ,ウワサ,1. The Loudest Whisper: Uwasa No Futari,Unlabeled,2,これさあ 草食の間では 結構 <b>ウワサ</b>になってるんだけど,There's been a lot of rumors about this among herbivores.,"S01E02, S01E03",,[sound:Beastars_word_5b072ba0.mp3],[sound:Beastars_sent_91496c45.mp3]
権利,けんり,"1. right, privilege",N3,2,怖がるどころか 会話する<b>権利</b>すら 本当はないのに,"Far from being scared, I don't even have the right to have a conversation.","S01E02, S01E12",,[sound:Beastars_word_e59625b8.mp3],[sound:Beastars_sent_d40870aa.mp3]
ふん,ふん,"1. minute (unit of time)<br>2. fun (one tenth of a monme, 5.787 grains)",Unlabeled,2,<b>ふん</b>ふん… バラが欲しいのね,Hmm... I want a rose.,S01E02,,[sound:Beastars_word_0b1899eb.mp3],[sound:Beastars_sent_ff344ca0.mp3]
ただし,ただし,"1. but, however, provided that",Unlabeled,2,<b>ただし</b> 条件があるの,"However, there are conditions",S01E02,,[sound:Beastars_word_d3421f29.mp3],[sound:Beastars_sent_bd38e367.mp3]
提供,ていきょう,"1. offer, tender, providing, supplying, making available, donating (blood, organs, etc.)<br>2. sponsoring (a TV program)",N1,2,裏市の肉はな 病院や葬儀屋が ひそかに<b>提供</b>しているもんだ,Meat in the back market is secretly provided by hospitals and funeral parlors.,"S01E02, S01E06",,[sound:Beastars_word_9e947047.mp3],[sound:Beastars_sent_7b2a3801.mp3]
ため口,タメぐち,"1. casual talk, frank, unreserved speech, peer language",Unlabeled,2,１個下か でも <b>ため口</b>でいいわ,"Even if it's one less, it's okay.","S01E02, S01E06",,[sound:Beastars_word_54cf94f6.mp3],[sound:Beastars_sent_99ea5ab9.mp3]
アハハッ,アハハッ,1. Ahaha (Auto-translated),Unlabeled,2,<b>アハハッ</b> まあね,Ahaha well,"S01E02, S01E11",,[sound:Beastars_word_d51952aa.mp3],[sound:Beastars_sent_6ee73b8d.mp3]
記憶,きおく,"1. memory, recollection, remembrance<br>2. storage",N3,2,結構 痛いんだけど <b>記憶</b>がないし…,"It hurts quite a bit, but I don't remember it...","S01E02, S01E11",,[sound:Beastars_word_2892879e.mp3],[sound:Beastars_sent_e4abcb4f.mp3]
包帯,ほうたい,"1. bandage, dressing",N2,2,この世界で 小動物が <b>包帯</b>なんて巻いてるの,"In this world, small animals are wrapped in bandages.","S01E02, S01E08",,[sound:Beastars_word_6e043a90.mp3],[sound:Beastars_sent_a4f97d82.mp3]
巻く,まく,"1. to wind, to coil, to roll, to wear (e.g. turban, scarf)<br>2. to envelope, to shroud<br>3. to outflank, to skirt<br>4. to link (verse)<br>5. to move ahead (three hours, etc.), to move up",N2,2,この世界で 小動物が 包帯なんて<b>巻い</b>てるの,"In this world, small animals are wrapped in bandages.","S01E02, S01E08",,[sound:Beastars_word_9c54b26f.mp3],[sound:Beastars_sent_a4f97d82.mp3]
夢,ゆめ,1. dream,N4,2,でも 大丈夫よ きっと悪い<b>夢</b>でも見たのよ,But it's okay. I must have had a bad dream.,"S01E02, S01E04",,[sound:Beastars_word_1544852c.mp3],[sound:Beastars_sent_3042ffcb.mp3]
助かる,たすかる,"1. to be saved, to be rescued, to survive<br>2. to escape harm, to be spared damage<br>3. to be helped, to be saved trouble",N2,2,いえ <b>助かり</b>ました ありがとうございます,"No, that was helpful, thank you very much","S01E02, S01E06",,[sound:Beastars_word_08be5950.mp3],[sound:Beastars_sent_fd1ba5aa.mp3]
回復,かいふく,"1. restoration, rehabilitation, recovery, return, replevin, improvement<br>2. recovery (from an illness), recuperation, convalescence",N3,2,あそこなら日当たりもいいし きっと<b>回復</b>するわ,"There's plenty of sunlight over there, and I'm sure you'll recover.","S01E02, S01E11",,[sound:Beastars_word_5e6594bd.mp3],[sound:Beastars_sent_38b0bccf.mp3]
世話,せわ,"1. looking after, help, aid, assistance",N4,2,植物の<b>世話</b>したあとって あんまり気分 乗らないんだけど,I don't really feel well after taking care of the plants.,"S01E02, S01E10",,[sound:Beastars_word_08c797cc.mp3],[sound:Beastars_sent_8004a5da.mp3]
ほとんど,ほとんど,"1. mostly, nearly, practically, well-nigh, almost invariably, all but, just about, almost",N4,2,しゃべりたいって言ったって 俺は <b>ほとんど</b> しゃべってないし,"Even if I say I want to talk, I hardly ever talk.","S01E02, S01E05",,[sound:Beastars_word_efc517ea.mp3],[sound:Beastars_sent_a8029c94.mp3]
つくづく,つくづく,"1. deeply, keenly, severely, completely, utterly<br>2. intently, carefully, closely, attentively",Unlabeled,2,ああ いつもだけど <b>つくづく</b>自分が嫌んなる,"Ah, I always hate myself so much","S01E02, S01E07",,[sound:Beastars_word_e8fb06e8.mp3],[sound:Beastars_sent_3aa9d0e7.mp3]
多少,たしょう,"1. a little, some, somewhat, slightly, to some degree, to some extent<br>2. amount, quantity, number",N3,2,<b>多少</b> 手荒でも 私 ちゃんと楽しむわ,"Even if it's a little rough, I'll enjoy it properly.","S01E02, S01E04",,[sound:Beastars_word_fb8f01cb.mp3],[sound:Beastars_sent_01e7e35f.mp3]
面白い,おもしろい,"1. interesting, fascinating, intriguing, enthralling<br>2. amusing, funny, comical<br>3. enjoyable, fun, entertaining, pleasant, agreeable<br>4. good, satisfactory, favourable, desirable, encouraging",N1,2,話も<b>面白く</b>て さっぱりしてて,The story was interesting and refreshing.,"S01E03, S01E10",,[sound:Beastars_word_599c4bf4.mp3],[sound:Beastars_sent_cd145880.mp3]
白,しろ,"1. white<br>2. innocence, innocent person<br>3. blank space<br>4. white go stone<br>5. white dragon tile<br>6. skewered grilled pig intestine",N5,2,例年どおり <b>白</b>と灰色の割合が高いな,"As usual, there is a high proportion of white and gray.","S01E03, S01E05",,[sound:Beastars_word_33666456.mp3],[sound:Beastars_sent_958c6937.mp3]
中身,あてみ,"1. blow to a vital point of a person's body, striking techniques (judo)",N2,2,<b>中身</b>が凶暴だったりするんだよ,There's something violent inside.,"S01E03, S01E10",,[sound:Beastars_word_c7804456.mp3],[sound:Beastars_sent_2d826bda.mp3]
ムード,ムード,1. mood,N1,2,何よ <b>ムード</b>作りぐらい 協力してくれないと困るわ,What? I'll be in trouble if you don't help me create the mood.,S01E03,,[sound:Beastars_word_0b46b94e.mp3],[sound:Beastars_sent_faa009c9.mp3]
作り,つくり,"1. making, producing, manufacturing, building, construction, make, structure<br>2. appearance (attire, make-up, etc.)<br>3. build, physique<br>4. sashimi<br>5. forced (smile, etc.)",N1,2,何よ ムード<b>作り</b>ぐらい 協力してくれないと困るわ,What? I'll be in trouble if you don't help me create the mood.,S01E03,,[sound:Beastars_word_4cc537aa.mp3],[sound:Beastars_sent_faa009c9.mp3]
マ,マ,Ma,Unlabeled,2,<b>マ</b>… マジで 本当に？,Ma... Seriously? Really?,"S01E03, S01E05",,[sound:Beastars_word_f72ae52c.mp3],[sound:Beastars_sent_e71e9302.mp3]
いわゆる,いわゆる,"1. what is called, as it is called, the so-called, so to speak",N3,2,<b>いわゆる</b> ビッチだよ,I'm what you call a bitch.,"S01E03, S01E10",,[sound:Beastars_word_75d7961d.mp3],[sound:Beastars_sent_f8528e43.mp3]
ビッチ,ビッチ,"1. slut, floozie, ho, easy lay<br>2. bitch, witch, overbearing woman",Unlabeled,2,彼女 周りから <b>ビッチ</b>とか言われてるんだ,People around her call her a bitch.,S01E03,,[sound:Beastars_word_87413a05.mp3],[sound:Beastars_sent_3136eed8.mp3]
育てる,そだてる,"1. to raise, to rear, to bring up<br>2. to train, to teach, to educate<br>3. to promote the growth of, to nurture, to foster, to develop",N4,2,花をすごく大事に<b>育て</b>て,Cultivate flowers with great care,S01E03,,[sound:Beastars_word_cd3e3162.mp3],[sound:Beastars_sent_a4b0ff0a.mp3]
経験,けいけん,1. experience,N4,2,だって 考えてみたら 俺は恋愛<b>経験</b>が全くない,"Because when I think about it, I have no love experience at all.","S01E03, S01E06",,[sound:Beastars_word_3b3c7927.mp3],[sound:Beastars_sent_a0cc899b.mp3]
壁,かべ,"1. wall, partition<br>2. barrier, obstacle<br>3. Chinese ""Wall"" constellation (one of the 28 mansions)",N4,2,あなた方は 種族間の<b>壁</b>を乗り越え―,You can overcome the barriers between races.,"S01E03, S01E11",,[sound:Beastars_word_b5f0f70d.mp3],[sound:Beastars_sent_949efab1.mp3]
校,こう,"1. school<br>2. proof (of a book, document, etc.), counter for proofs",N1,2,我が<b>校</b> チェリートン学園の 繁栄にも―,"For the prosperity of our school, Cherryton Academy.","S01E03, S01E12",,[sound:Beastars_word_ae06002f.mp3],[sound:Beastars_sent_74a31194.mp3]
栄誉,えいよ,"1. honour, honor",Unlabeled,2,チェリートン学園<b>栄誉</b>賞を 授与します,The Cherryton Academy Honor Award will be presented.,S01E03,,[sound:Beastars_word_b4ff53ed.mp3],[sound:Beastars_sent_14e142bb.mp3]
賞,しょう,"1. prize, award",N3,2,チェリートン学園栄誉<b>賞</b>を 授与します,The Cherryton Academy Honor Award will be presented.,S01E03,,[sound:Beastars_word_94c3718c.mp3],[sound:Beastars_sent_14e142bb.mp3]
授与,じゅよ,"1. awarding, conferment, granting, presentation",Unlabeled,2,チェリートン学園栄誉賞を <b>授与</b>します,The Cherryton Academy Honor Award will be presented.,S01E03,,[sound:Beastars_word_75e810ff.mp3],[sound:Beastars_sent_14e142bb.mp3]
共存,きょうぞん,1. coexistence,N1,2,<b>共存</b>と共栄です,coexistence and co-prosperity,S01E03,,[sound:Beastars_word_8539462a.mp3],[sound:Beastars_sent_9358c3a1.mp3]
共栄,きょうえい,1. mutual prosperity,Unlabeled,2,共存と<b>共栄</b>です,coexistence and co-prosperity,S01E03,,[sound:Beastars_word_3b3a0df6.mp3],[sound:Beastars_sent_9358c3a1.mp3]
尊い,とうとい,"1. precious, valuable, priceless<br>2. noble, exalted, sacred",N1,2,その<b>尊</b>さを 我々演劇部は―,"We, the drama club, appreciate that preciousness.","S01E03, S01E12",,[sound:Beastars_word_aa953118.mp3],[sound:Beastars_sent_b2b57cfe.mp3]
すげえ,すごい,"1. terrible, dreadful<br>2. amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific<br>3. to a great extent, vast (in numbers)<br>4. awfully, very, immensely",Unlabeled,2,会場が沸いてる　<b>すげえ</b>,"The venue is buzzing, amazing","S01E03, S01E04",,[sound:Beastars_word_02ad79ce.mp3],[sound:Beastars_sent_9b3ae372.mp3]
まつ,まつ,"1. to wait<br>2. to await, to look forward to, to anticipate<br>3. to depend on, to need",Unlabeled,2,<b>まっ</b> 君がただ楽しそうに 踊っていれば 男は喜ぶだろうし,"Well, if you just dance happily, the man will be happy.","S01E03, S01E08",,[sound:Beastars_word_c00428b5.mp3],[sound:Beastars_sent_e07f6560.mp3]
立ち直る,たちなおる,"1. to regain one's footing, to get back on one's feet<br>2. to recover, (of the market) to improve",Unlabeled,2,ずっと１匹で 落ち込んで <b>立ち直っ</b>て,"I was alone for a long time, got depressed and got back up.","S01E03, S01E05",,[sound:Beastars_word_bb202eaf.mp3],[sound:Beastars_sent_e54d2b8f.mp3]
向こう,むこう,"1. opposite side, other side, opposite direction<br>2. over there, that way, far away, beyond<br>3. the other party, the other person<br>4. future (starting now)",N5,2,あの幕の<b>向こう</b>には―,On the other side of that curtain...,S01E03,,[sound:Beastars_word_ac853025.mp3],[sound:Beastars_sent_ace5ecc7.mp3]
調整,ちょうせい,"1. adjustment, regulation, coordination, reconciliation, tuning, fixing, tailoring",N2,2,卵サンドと豆乳 無<b>調整</b>のやつね,"Egg sandwich and soy milk, unadulterated.","S01E03, S01E05",,[sound:Beastars_word_30925eb2.mp3],[sound:Beastars_sent_fe5a9442.mp3]
ふさわしい,ふさわしい,"1. appropriate, adequate, suitable, fitting, worthy",Unlabeled,2,“伝統ある演劇部に <b>ふさわしい</b>メンバーを”って,“We want members who are suitable for our traditional theater club.”,"S01E03, S01E09",,[sound:Beastars_word_a5a307ab.mp3],[sound:Beastars_sent_e9db234a.mp3]
メンバー,メンバー,"1. member, participant, attendee, lineup (sport)",N3,2,“伝統ある演劇部に ふさわしい<b>メンバー</b>を”って,“We want members who are suitable for our traditional theater club.”,"S01E03, S01E06",,[sound:Beastars_word_3857b0fa.mp3],[sound:Beastars_sent_e9db234a.mp3]
