Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
暑さ,あつさ,"1. heat (of the weather), hotness",Unlabeled,2,おやおや 皆さん<b>暑さ</b>でグッタリですか？,"Oh my, are you all exhausted from the heat?","S01E20, S01E21",
倍増,ばいぞう,1. double,Unlabeled,2,破壊力が<b>倍増</b>するっす。,The destructive power will be doubled.,"S01E20, S01E45",
想像,そうぞう,"1. imagination, guess",N3,2,そいつは <b>想像</b>以上に強敵でやす。,That person is a stronger enemy than you can imagine.,"S01E21, S01E40",
完了,かんりょう,"1. completion, conclusion<br>2. perfect (tense, form, aspect)",N3,2,好きなほうを貸してあげるよ。 この２つは<b>完了</b>してるから。,I'll lend you the one you like. These two have been completed.,"S01E21, S01E34",
傾く,かたむく,"1. to incline toward, to slant, to lurch, to heel over, to be disposed to, to trend toward, to be prone to<br>2. to go down (sun), to wane, to sink, to decline",N2,2,最後まで　ヨーヨーが<b>傾か</b>ないように 注意！,Be careful not to tilt the yo-yo until the end!,"S01E21, S01E33",
あくび,あくび,"1. yawn, yawning<br>2. kanji ""yawning"" radical (radical 76)",N2,2,<b>あくび</b>をしながらやると→,If you do it while yawning→,"S01E21, S01E33",
よっぽど,よほど,"1. very, greatly, much, to a large extent, quite<br>2. just about to, almost, very nearly",Unlabeled,2,だからそっちのほうが <b>よっぽど</b>面倒臭いだろう！,So that would be a lot more troublesome!,"S01E21, S01E23",
暑い,あつい,"1. hot, warm, sultry, heated<br>2. passionate, impassioned, burning (desire, etc.)<br>3. on everybody's mind, on the radar, du jour, interested (gaze, etc.)",N5,2,<b>暑い</b>よ　むらハムさん。,"It's hot, Mr. Murahamu.",S01E21,
サポート,サポート,1. support,Unlabeled,2,僕は　コウの<b>サポート</b>役に回る。,I will be playing Kou's support role.,"S01E22, S01E23",
提供,ていきょう,"1. offer, tender, providing, supplying, making available, donating (blood, organs, etc.)<br>2. sponsoring (a TV program)",N1,2,データを<b>提供</b>したからって ムニキスは　そう簡単には敗れないさ。,Munikis won't be defeated so easily just because he provided the data.,"S01E22, S01E24",
修復,しゅうふく,"1. restoration, repair, mending",Unlabeled,2,<b>修復</b>に　ホロムニキスのデータを使ってくれ。 ジンリュウも！,Please use Holomnikis' data for repair. Jinryu too!,"S01E22, S01E34",
開発,かいはつ,"1. development, exploitation",N1,2,ハイパーヨーヨーを作っている　バンダイと <b>開発</b>が続いていく！＞,"Development continues with Bandai, the company that makes the Hyper Yoyo! ＞","S01E22, S01E41",
本来,ほんらい,"1. originally, primarily<br>2. essentially, intrinsically, naturally, by nature, in (and of) itself<br>3. proper, rightful, legal, normal",N2,2,爆丸を狩るのは 我らの<b>本来</b>の目的ではない。,Hunting Bakugan is not our original purpose.,"S01E22, S01E40",
解析,かいせき,"1. analysis, analytical study<br>2. parsing, parse",Unlabeled,2,収集　<b>解析</b>する目的で 作られたんだが→,It was created for the purpose of collecting and analyzing →,"S01E22, S01E27",
マシン,マシン,1. machine,Unlabeled,2,シュートテクニックのスキルアップにも 絶大な効果を発揮するハイテク<b>マシン</b>。,A high-tech machine that is extremely effective in improving your shooting technique.,"S01E22, S01E37",
ピース,ピース,"1. peace<br>2. peas<br>3. piece<br>4. peace sign, V sign",Unlabeled,2,ムーン・サルトをしたあと 左手で<b>ピース</b>を作り→,ムーン・サルトをしたあと 左手でピースを作り→,S01E22,
言い方,いいかた,"1. way of saying (something), way of putting it, wording, phrasing, language, expression",Unlabeled,2,それは　ダイヤルマーズ　クリアレッド。 クリアレッドの<b>言い方</b>　かわいい。,It is Dial Mars Clear Red. How to say Clear Red: Cute.,"S01E22, S01E41",
しかたない,しかたない,"1. there's no (other) way<br>2. cannot be helped, unavoidable, inevitable, (there's) nothing one can do, having no choice<br>3. it's no use (doing), pointless, useless, no good, insufficient, not enough<br>4. hopeless (person), annoying, troublesome, awful<br>5. cannot stand it, unbearable, cannot help (doing, feeling), dying (to do)",Unlabeled,2,<b>しかたない</b>　取りに帰るか。,I have no choice but to go back and get it.,"S01E22, S01E39",
カスベンザ,カスベンザ,1. Kasbenza (Auto-translated),Unlabeled,2,<b>カスベンザ</b>。 カスベンザ。,Kasbenza. Kasbenza.,S01E22,
芝居,しばい,"1. play, drama",N3,2,ハムさんちゅうは お<b>芝居</b>を観にいったらしいのだ。,It seems that Mr. Ham went to see a play.,S01E22,
女優,じょゆう,1. actress,N3,2,歌手であり　<b>女優</b>で マルチに活躍するの！,"She's a singer and an actress, and she's multi-talented!",S01E22,
ねっ,ね,"1. right?, don't you think<br>2. hey, come on, listen",Unlabeled,2,頑張ろう！ 頑張ろう！　<b>ねっ</b>？,Let's do our best! Let's do our best! Hey?,"S01E23, S01E38",
ほぅ,ほう,1. salary,Unlabeled,2,<b>ほぅ</b>　兄者でも怒るのか？,"Huh, even my brother gets angry?","S01E23, S01E38",
誤る,あやまる,"1. to make a mistake (in), to commit an error, to do incorrectly, to err<br>2. to be wrong, to be incorrect, to be false, to be mistaken<br>3. to mislead, to misguide, to lead astray",N1,2,軽い　軽い。　あまりに軽すぎて 力の加減を<b>誤っ</b>たわ。,"Light, light. It was so light that I misjudged the amount of force I applied.","S01E23, S01E45",
犠牲,ぎせい,"1. sacrifice, victim, scapegoat<br>2. sacrifice (to the gods)",N1,2,ダガオドスを野放しにしておくと また多くの爆丸が<b>犠牲</b>になる。,"If Dagaodos is left unchecked, many more Bakugan will be sacrificed.","S01E23, S01E35",
慌てる,あわてる,"1. to become confused (disconcerted, disorganized, disorganised), to be flustered, to panic<br>2. to hurry, to rush, to hasten",N1,2,それから　ストリングがからまっても <b>慌て</b>ないでいいよ。,"Also, don't panic if the string gets tangled.","S01E23, S01E39",
再び,ふたたび,"1. again, once more, a second time",N3,2,そして　<b>再び</b>乗っける。,And then ride it again.,"S01E23, S01E44",
余計,よけい,"1. too many, too much, excessive, superfluous, superabundant, extra, spare, surplus<br>2. unnecessary, needless, uncalled-for, otiose<br>3. abundantly, excessively, needlessly, all the more",N2,2,いや　<b>余計</b>に興味がわいたよ。,"No, I got even more interested.","S01E23, S01E30",
直す,なおす,"1. to cure, to heal<br>2. to fix, to correct, to repair<br>3. to do over again<br>4. to replace, to put back as it was<br>5. to convert (into a different state), to transform",N4,2,<b>直し</b>とけ～。　うお～。,Fix it. Wow.,"S01E23, S01E41",
もれる,もれる,"1. to leak out, to escape, to come through, to shine through, to filter out<br>2. to find expression, to give vent<br>3. to leak out, to be divulged, to be disclosed<br>4. to be omitted, to be left out, to be excluded, to be not included",Unlabeled,2,も　<b>もれる</b>。,It also leaks.,"S01E23, S01E39",
しゃあ,シャー,"1. hiss (esp. cat), sizzle, whoosh",Unlabeled,2,おっ<b>しゃあ</b>～。,Hey there!,"S01E23, S01E27",
経験,けいけん,1. experience,N4,2,わしにも<b>経験</b>がある。,I also have experience.,"S01E24, S01E40",
オッス,オッスッチョ,1. Ossuccio,Unlabeled,2,<b>オッス</b>　コウ！,Ossu Kou!,"S01E24, S01E38",
そろう,そろう,"1. to be complete, to be all present, to make a full set, to be satisfied (of conditions)<br>2. to be equal, to be uniform, to be even, to match, to agree<br>3. to gather, to assemble, to be collected",Unlabeled,2,無論だ。　我ら兄弟が<b>そろえ</b>ば 誰にも負けはしない。,"Of course. If we brothers come together, we won't lose to anyone.","S01E24, S01E49",
記憶,きおく,"1. memory, recollection, remembrance<br>2. storage",N3,2,これは　かつて やらされた<b>記憶</b>が…。,This is a memory of what I was forced to do once...,"S01E24, S01E47",
例えば,たとえば,"1. for example, for instance, e.g.",N4,2,<b>例えば</b>　この　あめとえんぴつを こうやって置けば。,"For example, if you place this candy and pencil like this.",S01E24,
落ち込む,おちこむ,"1. to feel down, to feel sad, to be depressed, to be in low spirits<br>2. to be in a slump (business, economy, etc.), to be in an unfavourable condition<br>3. to fall into (e.g. a hole)",N1,2,テイラー　別に<b>落ち込む</b>ことないよ。,Taylor: There's nothing to be depressed about.,S01E24,
慣れる,なれる,"1. to get used to, to grow accustomed to, to become familiar with<br>2. to become skilled in, to become experienced at<br>3. to become tame, to become domesticated<br>4. to get used to doing",N4,2,これが<b>慣れ</b>たら ２回　そして　３回と→,"Once you get used to this, do it twice, then three times →","S01E24, S01E51",
別れる,わかれる,"1. to part (usu. of people), to part from, to part with, to be apart from<br>2. to separate (of a couple), to break up, to divorce<br>3. to lose (e.g. one's mother), to be bereaved",N4,2,もう<b>別れよう</b>。,Let's break up now.,"S01E24, S01E51",
組み合わせ,くみあわせ,"1. combination, assortment, set<br>2. matching (in a contest), pairing<br>3. combination",N1,2,爆丸は　メタルパーツの数と配置の <b>組み合わせ</b>で→,Bakugan is a combination of the number and arrangement of metal parts →,"S01E24, S01E46",
コンパクト,コンパクト,"1. compact<br>2. compact (cosmetics), portable powder case",Unlabeled,2,う～ん　<b>コンパクト</b>！　って　コラ～。,"Hmm, compact! That's it.","S01E24, S01E38",
窓,まど,1. window,N5,2,なおと君　裏の<b>窓</b>が開いてるよ。,"Naoto, the back window is open.","S01E24, S01E41",
真っ白,まっしろ,"1. pure white<br>2. blank (e.g. mind, paper)",N2,2,<b>真っ白</b>で何もないのか。,Is it pure white and nothing?,S01E24,
まいる,まいる,"1. to go, to come, to call<br>2. to be defeated, to collapse, to die<br>3. to be annoyed, to be nonplussed<br>4. to be madly in love<br>5. to visit (shrine, grave)",Unlabeled,2,安定するぞ。 上へ<b>まいり</b>ま～すと→,It'll be stable. Let's go to the top→,"S01E24, S01E44",
救う,すくう,"1. to rescue from, to help out of, to save",N3,2,フレームとゲートカードに<b>救わ</b>れたな。,I was saved by the frame and gate card.,"S01E25, S01E27",
道,みち,"1. road, path, street, lane, passage<br>2. route, way<br>3. distance, journey<br>4. road (e.g. to victory), course<br>5. way (of living, proper conduct, etc.), moral principles<br>6. teachings (esp. Confucian or Buddhist), dogma<br>7. field (e.g. of medicine), subject, speciality<br>8. means, way, method",N5,2,《なおと：ベッカム君が　<b>道</b>に 埋まってる…》,《Naoto: Beckham is buried in the road...》,"S01E25, S01E33",
訓練,くんれん,"1. training, drill, practice, discipline",N3,2,俺を想定したシュミレーション<b>訓練</b>も ムダだったようだな。,It seems that the simulation training that was intended for me was a waste.,"S01E25, S01E47",
背中,せなか,1. back (of body),N4,2,僕はその<b>背中</b>を ちょっと押してあげただけさ。,I just gave him a little push.,"S01E25, S01E45",
礼,れい,"1. thanks, gratitude<br>2. manners, etiquette<br>3. bow<br>4. reward, gift<br>5. ceremony, ritual",N3,2,<b>礼</b>をいいます　マスターキルト でも　なぜ？,Thank you Master Quilt But why?,"S01E25, S01E45",
気分,きぶん,"1. feeling, mood",N4,2,さぁ　<b>気分</b>も新たに 授業に　集中しましょうね。,"Now, let's feel refreshed and concentrate on class.","S01E25, S01E34",
押さえる,おさえる,"1. to pin down, to hold down, to press down<br>2. to cover (esp. a part of one's body with one's hand), to clutch (a body part in pain), to press (a body part)<br>3. to get a hold of, to obtain, to seize, to catch, to arrest<br>4. to grasp (a point), to comprehend<br>5. to quell, to subdue, to suppress, to repress, to hold back, to check, to curb, to contain",N1,2,左手の親指と中指で ハブスタックを<b>押さえ</b>ながら→,While holding the hubstack with your left thumb and middle finger→,"S01E25, S01E28",
間違える,まちがえる,"1. to make a mistake (in), to commit an error (e.g. in calculation)<br>2. to confuse, to mistake something for something else",N4,2,<b>間違え</b>ないように気をつけて。,Be careful not to make a mistake.,"S01E25, S01E28",
小型,こがた,"1. small, small-sized, small-scale, miniature",Unlabeled,2,まだある？ <b>小型</b>で　細かいストリングトリックに→,Is there more? Small size for detailed string tricks →,"S01E25, S01E27",
にくい,かたい,"1. difficult, hard",Unlabeled,2,ヨーヨーがね　落ち<b>にくく</b>なるから。 うん　そうだな。,"The yo-yo will be harder to fall off. Yeah, that's right.","S01E25, S01E44",
褒める,ほめる,"1. to praise, to commend, to compliment, to speak well of, to speak highly of",N3,2,少しは　俺を てこずらせたこと　<b>褒め</b>てやる。,I'll praise you for making me a little more difficult.,"S01E25, S01E43",
以外,いがい,"1. with the exception of, excepting",N4,2,アイ・ハブ・ア・ペン<b>以外</b>に 他のトリックがあるんだよ。,There are other tricks besides I Have a Pen.,"S01E25, S01E28",
南極,南極,Nankyoku,N2,2,だって　僕以外の<b>南極</b>のペンギンは→,Because other penguins in Antarctica except me are →,"S01E25, S01E40",
急,きゅう,"1. sudden, abrupt, unexpected<br>2. urgent, pressing<br>3. steep, sharp, precipitous<br>4. rapid, swift, fast<br>5. emergency, crisis, danger<br>6. urgency, hurrying, haste<br>7. (in gagaku or noh) end of a song",N4,2,試合をするから <b>急</b>に来いって言われたけど→,I was suddenly asked to come because there was a match.→,"S01E26, S01E44",
名乗る,なのる,"1. to give one's name (as), to introduce oneself (as)<br>2. to claim to be, to call oneself, to wear the title of<br>3. to reveal oneself (as), to admit to being<br>4. to adopt as one's name, to take (a name)<br>5. to call out the goods one is selling",Unlabeled,2,いちいち<b>名乗ら</b>なくても もう知ってるっす。,"Even if you don't say your name, I already know.","S01E26, S01E39",
いち,いち,"1. one<br>2. best<br>3. first, foremost<br>4. beginning, start<br>5. a (single), one (of many)<br>6. ace (playing card)<br>7. bottom string (on a shamisen, etc.)",N3,2,<b>いち</b>いち名のりを上げたりして どうも　すいやせん。,"Thank you, Suiyasen, for raising your profile one by one.",S01E26,
一生,いっしょう,"1. whole life, a lifetime, all through life, one existence, a generation, an age, the whole world, the era<br>2. (the only, the greatest, etc.) of one's life",N3,2,アツコ　君のことは 僕が　<b>一生</b>守ってみせるからね。,"Atsuko, I will protect you for the rest of my life.","S01E26, S01E49",
見学,けんがく,"1. inspection, study by observation, field trip, tour, review",N2,2,いや　拙者たちは 今日は<b>見学</b>でござる。,"No, we're just going on a tour today.",S01E26,
服,ふく,"1. clothes (esp. Western clothes)<br>2. counter for doses of medicine, gulps of tea, drags of a cigarette, etc.",N5,2,茶色い<b>服</b>を着てやるといいかも。,It might be a good idea to wear brown clothes.,"S01E26, S01E37",
金髪,きんぱつ,1. blond hair,Unlabeled,2,いつ<b>金髪</b>にしたんだ？　コウ。,When did you get your hair blonde? Kou.,S01E26,
申し込む,もうしこむ,"1. to apply for, to make an application, to propose (marriage), to offer (mediation), to make an overture (of peace), to challenge, to lodge (objections), to request (an interview), to subscribe for, to book, to reserve",N3,2,春晴　ライチ。　お前たちに　２対２の バトルを<b>申し込む</b>！,Haruharu litchi. I challenge you to a 2v2 battle!,"S01E26, S01E36",
交差,こうさ,"1. crossing, intersection<br>2. (genetic) crossing over",N2,2,腕を<b>交差</b>しても乗らないぞ。,I won't ride even if you cross your arms.,S01E26,
了解,りょうかい,"1. comprehension, consent, understanding, agreement<br>2. OK, roger (on two-way radio)",N1,2,<b>了解</b>しました　それじゃ 誰か教えて。,"Understood, then someone please tell me.","S01E26, S01E37",
落ち着く,おちつく,"1. to calm down, to compose oneself, to regain presence of mind<br>2. to calm down, to settle down, to die down, to become stable, to abate<br>3. to settle down (in a location, job, etc.), to settle in<br>4. to be settled, to be fixed, to have been reached<br>5. to harmonize with, to harmonise with, to match, to suit, to fit<br>6. to be unobtrusive, to be quiet, to be subdued",Unlabeled,2,ブランコ　<b>落ち着け</b>。,"Swing, calm down.","S01E26, S01E42",
外れる,はずれる,To miss / To lose (lottery) / To fail,N2,2,左手人差し指をひねり ストリングが<b>外れ</b>ないようにして→,Twist your left index finger to prevent the string from coming off →,"S01E26, S01E44",
伸ばす,のばす,"1. to grow long (e.g. hair, nails)<br>2. to lengthen, to extend, to stretch<br>3. to reach out, to hold out<br>4. to straighten, to smooth out<br>5. to spread evenly (dough, cream, etc.)<br>6. to dilute, to thin out<br>7. to postpone<br>8. to prolong<br>9. to strengthen, to develop, to expand",N3,2,長く<b>伸ばし</b>たテープにパワーを送り 自在に操る　銀はがし最強の技！,Sending power to a long stretched tape and manipulating it freely - the most powerful silver peeling technique!,"S01E26, S01E47",
プラネット,プラネット,1. planet,Unlabeled,2,＜<b>プラネット</b>・ツイスターは 前方に出したヨーヨーを→,<Planet Twister puts the yo-yo out in front →,S01E26,
反省,はんせい,"1. reflection, reconsideration, introspection, meditation, contemplation<br>2. regret, repentance, remorse, being sorry",N2,2,なおと君　僕　<b>反省</b>したよ！,"Naoto-kun, I regretted it!","S01E26, S01E32",
道具,どうぐ,"1. tool, implement, instrument, utensil, apparatus, device<br>2. means<br>3. furniture",N4,2,そうだ。 ここにちょうど<b>道具</b>もあるし→,That's right. There are also tools here →,"S01E26, S01E48",
ハムハー,ハムハー,1. Hamhar (Auto-translated),Unlabeled,2,<b>ハムハー</b>！　ハムさんちゅう！,Hum ha! Mr. Ham!,S01E26,
ボディ,ボディー,1. body<br>2. body blow (in boxing),Unlabeled,2,だったら　次は　手じゃなくて <b>ボディ</b>に　ぶち込んでやる！,"If that's the case, next time I'll ram it into your body instead of your hands!","S01E27, S01E31",
リトル,リトル,1. little,Unlabeled,2,見たかい <b>リトル</b>モード　クロスモード　トライモード。,"Did you see it? Little mode, cross mode, try mode.","S01E27, S01E28",
弾く,はじく,"1. to flip, to snap, to flick<br>2. to repel<br>3. to use (an abacus), to calculate<br>4. to strum, to pluck the strings (of a guitar, etc.)",N5,2,<b>弾か</b>れた！,It was bounced!,S01E27,
備える,そなえる,"1. to furnish with, to equip with, to provide, to install<br>2. to prepare for, to make preparations for, to make provision for<br>3. to possess (all that is needed), to be endowed with, to be equipped with<br>4. to be born with, to have since birth",N3,2,ミスター・アップや　ミスター・ダウンとのバトルは ガチ爆に<b>備える</b>ための→,The battle with Mr. Up and Mr. Down is to prepare for a serious explosion →,"S01E27, S01E41",
万能,ばんのう,"1. all-purpose, utility, universal<br>2. all-powerful, almighty, omnipotent, all-round (e.g. athlete)",N1,2,超<b>万能</b>爆丸だ。,It's a super versatile Bakugan.,S01E27,
がい,がい,"1. self-will, obstinacy",Unlabeled,2,それでこそ　潰し<b>がい</b>が あるというもの。,That's what makes it worth destroying.,S01E27,
やすか,やすか,Yasuka,Unlabeled,2,あの位置から　シュートするで<b>やすか</b>。,Is it easy to shoot from that position?,"S01E27, S01E42",
隠れる,かくれる,"1. to hide, to be hidden, to conceal oneself, to disappear",N3,2,あれでは　ドラガオンもムニキスも ファルコに<b>隠れ</b>て→,"In that case, both Dragaon and Munikis are hiding behind Falco→","S01E27, S01E34",
加わる,くわわる,"1. to be added to, to be appended<br>2. to join in (e.g. a group of friends), to participate<br>3. to increase (e.g. heat), to gain in (e.g. influence), to grow, to gather (speed)<br>4. to be applied (e.g. heat, pressure), to be exerted",N3,2,このグリフ・コウが<b>加われ</b>ば 完璧を超え　究極となる！,"If this Griff Kou is added, it will go beyond perfection and become the ultimate!","S01E27, S01E28",
ぎこちない,ぎこちない,"1. awkward, clumsy, stiff, crude, unrefined, constrained",Unlabeled,2,<b>ぎこちない</b>？ ぎこちない。,Awkward? awkward.,S01E27,
ほいほい,ほいほい,"1. recklessly, thoughtlessly, carelessly, readily, blithely, willingly, easily<br>2. pamperingly, indulgently, carefully (not angering)<br>3. shoo!<br>4. heave-ho<br>5. hallo, hello<br>6. Hui (people)<br>7. novice, beginner",Unlabeled,2,<b>ほいほい</b>。,Hoi hoi.,"S01E27, S01E30",
三角,さんかく,"1. triangle, triangular shape",N2,2,２つ<b>三角</b>ができる。,Two triangles are formed.,S01E27,
ひっくり返す,ひっくりかえす,"1. to turn over, to turn upside down, to turn up, to turn inside out, to turn out<br>2. to knock over, to tip over<br>3. to overturn (e.g. a decision), to upset, to reverse",Unlabeled,2,残りの指で　また逆三角形を 作って<b>ひっくり返す</b>と→,Use your remaining fingers to make another inverted triangle and turn it over →,S01E27,
そうそう,そうそう,"1. so much, so often, so long, particularly, especially<br>2. oh, yes!, that's it, I remember<br>3. that's right, quite, indeed",Unlabeled,2,サスペンダーって　あの ズボンをとめる吊りバンドね。 <b>そうそう</b>。,Suspenders are the hanging bands that fasten your pants. oh yeah.,"S01E27, S01E48",
ポスト,ポスト,"1. postbox, mailbox, mail box, pillar box<br>2. post, position<br>3. post (e.g. goalpost)<br>4. post- (e.g. post-Cold War)",N5,2,ねえねえ　<b>ポスト</b>にチョコが届いてた。,"Hey hey, chocolates arrived in the mail.","S01E27, S01E44",
映画,えいが,"1. movie, film",N5,2,『恐怖　ハムスターの館２』の<b>映画</b>の オニ役を募集してるんだってさ。,Apparently they're recruiting for the role of a man in the movie ``Hamster House 2.'',"S01E27, S01E43",
味方,みかた,"1. friend, ally, supporter<br>2. taking sides with, supporting, standing by, backing up",N3,2,キミのピンチに駆けつけてくれる 心強い<b>味方</b>。,A reliable ally who will come to your rescue when you are in a pinch.,"S01E28, S01E39",
先取り,さきどり,"1. receiving in advance (e.g. wages, interest), taking before others<br>2. anticipation, being ahead of (e.g. the times)<br>3. prefetch<br>4. anticipatory completion (i.e. finishing another's sentence)",Unlabeled,2,相手に　ゲートカードを　２枚 <b>先取り</b>されてしまうことは　必至。,It is inevitable that your opponent will get two gate cards ahead of you.,S01E28,
残す,のこす,"1. to leave (behind)<br>2. to leave (undone), to not finish<br>3. to save, to set aside, to reserve<br>4. to leave (to someone, esp. after one's death), to bequeath<br>5. to stay (in the ring), to hold on",N3,2,なおと君　お<b>残し</b>は ゴードンさんに失礼じゃないか。,"Naoto-kun, wouldn't it be rude to Mr. Gordon if you left it behind?","S01E28, S01E38",
傷,きず,"1. wound, injury, cut, gash, bruise, scratch, scrape, scar<br>2. chip, crack, scratch, nick<br>3. flaw, defect, weakness, weak point<br>4. stain (on one's reputation), disgrace, dishonor, dishonour<br>5. (emotional) hurt, hurt feelings",N3,2,どうなってんだ　いったい！？ 見ろ　<b>傷</b>だ！,What's going on? ? Look at the scar!,"S01E28, S01E34",
はじく,はじく,"1. to flip, to snap, to flick<br>2. to repel<br>3. to use (an abacus), to calculate<br>4. to strum, to pluck the strings (of a guitar, etc.)",Unlabeled,2,さっきは　<b>はじか</b>れたけど 次は　ＫＯしてやる！,"I was repelled earlier, but next time I'll KO!",S01E28,
ヘビ,へび,"1. snake<br>2. serpent, large snake",Unlabeled,2,＜　まるで　ストリングが <b>ヘビ</b>のように波打つトリック。,A trick where the string waves like a snake.,S01E28,
自転車,じてんしゃ,"1. bicycle, bike",N5,2,<b>自転車</b>に乗って 都会を出て　遠くの大自然で→,"Get on your bike, leave the city, and explore the great outdoors →",S01E28,
都会,とかい,1. city<br>2. Tokyo Metropolitan Assembly,N3,2,おかしい 一向に<b>都会</b>を抜け出せない。,"It's strange, I can never escape the city.",S01E28,
遠く,とおく,"1. far away, distant, at a distance, distant place, by far",N4,2,更に<b>遠く</b>に。 こんな距離　絶対にムリでやす。,Even further away. Such a distance is definitely impossible.,"S01E28, S01E47",
広がる,ひろがる,"1. to spread (out), to extend, to stretch, to reach to, to get around, to fill (e.g. a space)",N3,2,その戦い方は　無限に<b>広がる</b>のだ！,The ways to fight are endless!,"S01E28, S01E46",
ペダル,ペダル,1. pedal,Unlabeled,2,ベッカムさん！ 足が　<b>ペダル</b>に届いていません。,Mr. Beckham! My foot doesn't reach the pedal.,S01E28,
出かける,でかける,"1. to go out (e.g. on an excursion or outing), to leave, to depart, to start, to set out<br>2. to be about to leave, to be just going out",N5,2,ベッカム君　自転車で<b>出かけ</b>てたの？ そうだよ～。,"Beckham, did you go out on your bike? That's right.","S01E28, S01E42",
カスコップ,かす,"1. dregs, sediment, grounds, meal<br>2. lees (esp. sake)<br>3. leftovers, by-product",Unlabeled,2,やぁ　みんな<b>カスコップ</b>だよ。,"Hey everyone, this is Kaskop.",S01E28,
イッテチュー,イッテチュー,1. Ittekyu (Auto-translated),Unlabeled,2,今日はね 『世界のハムスターまで　<b>イッテチュー</b>！』。,"Today, ``Ittechu to all the hamsters of the world! ”.",S01E28,
手ごたえ,てごたえ,"1. response (felt in the hands), resistance<br>2. reaction, response, effect",Unlabeled,2,私の練習台としては <b>手ごたえ</b>がなさすぎた。　ふんっ。,It was too unresponsive for my practice. Hmm.,"S01E28, S01E39",
初め,はじめ,"1. beginning, start, outset, opening<br>2. first (in line, etc.)<br>3. origin<br>4. such as ..., not to mention ...",N5,2,<b>初め</b>は 訳もわからずに命令に従った。,"At first, I followed orders without understanding the reason.",S01E30,
偶然,ぐうぜん,"1. coincidence, chance, accident, fortuity<br>2. by chance, unexpectedly, accidentally<br>3. contingency (philosophy)",N3,2,ダブルクリティカルＫＯは<b>偶然</b>か。,Was the double critical KO a coincidence?,S01E30,
命令,めいれい,"1. order, command, decree, directive<br>2. (software) instruction, statement",N3,2,初めは 訳もわからずに<b>命令</b>に従った。,"At first, I followed orders without understanding the reason.",S01E30,
ハッ,はっきり,"1. clearly, plainly, distinctly<br>2. to be clear, to be definite, to be certain, to be exact, to become clear, to clear up",Unlabeled,2,帰るぞ　爆丸塾へ。 <b>ハッ</b>！,Let's go back to Bakugan Juku. Ha!,"S01E30, S01E38",
価値,かち,"1. value, worth, merit",N3,2,今の試合が　それほど <b>価値</b>のあるものだったという→,That's how valuable this match was →,"S01E30, S01E37",
塁,とりで,"1. fort, fortress, stronghold, fortification",Unlabeled,2,１<b>塁</b>　２塁　３塁 まわって→,"1st base, 2nd base, 3rd base Turn →",S01E30,
かえる,かえる,"1. to return, to come home, to go home, to go back<br>2. to leave<br>3. to get home, to get to home plate",Unlabeled,2,ホームに<b>かえっ</b>てくる ってことね。,It means coming home.,"S01E30, S01E43",
にらむ,にらむ,"1. to glare at, to scowl at, to glower at<br>2. to stare intensely at, to examine carefully<br>3. to estimate, to guess, to suspect, to judge<br>4. to keep an eye on someone (e.g. a suspicious or untrustworthy person), to watch<br>5. to take account of, to take into consideration",Unlabeled,2,なおと君　みんなが 僕を上から　<b>にらん</b>でくるんだ。,"Nao, everyone is staring at me from above.",S01E30,
やっ,やあ,1. Yo! (greeting)<br>2. Wow! (expression of surprise),Unlabeled,2,ほいほい　<b>やっ</b>。,Hoi hoi Yay.,"S01E30, S01E47",
ドアノブ,ドアノブ,"1. door handle, doorknob, door knob, knob or handle which operates the door catch",Unlabeled,2,<b>ドアノブ</b>？ はい。,Doorknob? yes.,S01E30,
でっかい,でかい,"1. huge, big, gargantuan",Unlabeled,2,何これ <b>でっかい</b>穴が開いてる！,"What's this, there's a huge hole!",S01E30,
ホント,ほんとう,"1. truth, reality, actuality, fact<br>2. proper, right, correct, official<br>3. genuine, authentic, real, natural, veritable",Unlabeled,2,<b>ホント</b>に！？,Really! ?,"S01E30, S01E51",
天国,てんごく,"1. paradise, heaven, Kingdom of Heaven",N1,2,まるで　<b>天国</b>だぜ。,It's like heaven.,S01E31,
マスターグリズ,マスターグリズ,1. master grizz (Auto-translated),Unlabeled,2,以前　<b>マスターグリズ</b>とマスターオドレに 言われたことがある。,Master Grizz and Master Odre told me this before.,"S01E31, S01E47",
血,ち,"1. blood<br>2. blood, ancestry, lineage, stock<br>3. (the) blood, feelings, passions",N4,2,下ろしてくれ　グリズ 頭に<b>血</b>がのぼる。,"Please put me down, Grizz. Blood rushes to my head.","S01E31, S01E40",
ハグ,ハグ,1. hug,Unlabeled,2,グリズは　誰かを<b>ハグ</b>していないと しゃべれないのさ。,Grizz can't talk unless he's hugging someone.,S01E31,
鳥肌,とりはだ,"1. gooseflesh, goose pimples, goose bumps",Unlabeled,2,え～　何それ！　キモイっす！ <b>鳥肌</b>はんぱないっす！！,Eh~ What is that! It's creepy! Goosebumps Hanpanai! !,"S01E31, S01E32",
通常,つうじょう,"1. usual, ordinary, normal, regular, general, common",N1,2,この勝負は <b>通常</b>の爆丸バトルにあらず。,This match is no ordinary Bakugan battle.,"S01E31, S01E36",
片手,かたて,1. one hand,Unlabeled,2,<b>片手</b>ずつ　しっかりと できるようになることだ。,The key is to be able to do it properly with one hand at a time.,"S01E31, S01E50",
