Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image,WordAudio,SentenceAudio
ったって,たって,1. strongly hoping or requesting (of something that is difficult to be brought to fruition),Unlabeled,2,はあん？ 出てる<b>ったって</b>―,Huh? It's out...,"S01E11, S01E17","<img src=""S01E11_00_20_29_144.jpg"">",[sound:Lucky Star_word_e1b258f8.mp3],[sound:Lucky Star_sent_38c6ac99.mp3]
なあん,なに,"1. what<br>2. you-know-what, that thing<br>3. whatsit, whachamacallit, what's-his-name, what's-her-name<br>4. (not) at all, (not) in the slightest<br>5. what?, huh?<br>6. hey!<br>7. oh, no (it's fine), why (it's nothing), oh (certainly not)",Unlabeled,2,<b>なあん</b>て思いかけた頃が 危ないのよ！,It's dangerous when you think of something like that!,"S01E11, S01E15","<img src=""S01E11_00_20_35_943.jpg"">",[sound:Lucky Star_word_869b68d2.mp3],[sound:Lucky Star_sent_f3c7defb.mp3]
消える,きえる,"1. to go out, to vanish, to disappear",N5,2,覚えときなさい すぐに<b>消え</b>たくなかったらね,"Remember this, if you don't want to disappear soon","S01E11, S01E19","<img src=""S01E11_00_20_38_445.jpg"">",[sound:Lucky Star_word_a1d08746.mp3],[sound:Lucky Star_sent_c74ef4ec.mp3]
全裸,ぜんら,"1. stark naked, nude",Unlabeled,2,でも<b>全裸</b>で走るのは ちょっと考えちゃうし,But I do have some thoughts about running naked.,"S01E11, S01E13","<img src=""S01E13_00_10_12_028.jpg"">",[sound:Lucky Star_word_f45fb61c.mp3],[sound:Lucky Star_sent_9a6483d7.mp3]
ハイ,ハイ,"1. high (e.g. spirits), merry<br>2. high<br>3. high (i.e. feeling of extreme pleasure)",Unlabeled,2,ん？ <b>ハイ</b>！ どうもです,yeah? high! Hello.,"S01E11, S01E21","<img src=""S01E21_00_07_04_841.jpg"">",[sound:Lucky Star_word_86e1811e.mp3],[sound:Lucky Star_sent_63e58295.mp3]
夜中,よなか,"1. middle of the night, dead of night",N3,2,つかさです えっとね この間 <b>夜中</b>に,"I'm Tsukasa. Well, the other day in the middle of the night.","S01E11, S01E13","<img src=""S01E11_00_23_14_893.jpg"">",[sound:Lucky Star_word_1c109420.mp3],[sound:Lucky Star_sent_06e42086.mp3]
冷蔵庫,れいぞうこ,"1. refrigerator, fridge",N5,2,まつり <b>冷蔵庫</b>にある物で済ませようよ,"Matsuri, let's make do with what's in the fridge.","S01E11, S01E17","<img src=""S01E17_00_15_16_123.jpg"">",[sound:Lucky Star_word_f24011c2.mp3],[sound:Lucky Star_sent_2787530d.mp3]
買い出し,かいだし,"1. going out to shop, going shopping<br>2. buying in quantity, buying wholesale, bulk purchasing",Unlabeled,2,んっ しょうがねえから <b>買い出し</b>でも行ってくっか,"Hmm, I can't help it, so I'll go buy something.","S01E12, S01E24","<img src=""S01E24_00_11_00_034.jpg"">",[sound:Lucky Star_word_ffb8f53c.mp3],[sound:Lucky Star_sent_899bdc0e.mp3]
最中,さいちゅう,"1. (in) the middle of, (in) the midst of, (in) the course of, (at) the height of",N3,2,あれ？ でも何かしてる<b>最中</b>に,Huh? But while I was doing something,"S01E12, S01E16","<img src=""S01E16_00_05_33_207.jpg"">",[sound:Lucky Star_word_810c6bc2.mp3],[sound:Lucky Star_sent_206c5b0f.mp3]
分担,ぶんたん,"1. taking on one's share (e.g. of work), dividing (work, expenses, etc.) between, apportionment, allotment, allocation, assignment",N1,2,そうそう 今のうちに <b>分担</b>を説明しておかなきゃ,"That's right, I need to explain the division of labor now.",S01E12,"<img src=""S01E12_00_04_22_971.jpg"">",[sound:Lucky Star_word_a5091ebe.mp3],[sound:Lucky Star_sent_e7ff0a36.mp3]
リスト,リスト,1. list<br>2. wrist,Unlabeled,2,お姉ちゃん 買い物<b>リスト</b> 持ってないでしょう？,"Sister, you don't have a shopping list, do you?","S01E12, S01E17","<img src=""S01E17_00_16_03_504.jpg"">",[sound:Lucky Star_word_6ab7e53c.mp3],[sound:Lucky Star_sent_e5fd1eec.mp3]
人混み,ひとごみ,1. crowd of people,Unlabeled,2,特に こことここ このエリアで<b>人混み</b>につかまると,Especially if you get caught in a crowd here and here in this area.,S01E12,"<img src=""S01E12_00_04_49_080.jpg"">",[sound:Lucky Star_word_67796f0a.mp3],[sound:Lucky Star_sent_9b0058d6.mp3]
印,いん,"1. stamp, seal, chop<br>2. seal impression, seal, sealing, stamp, mark, print<br>3. mudra (symbolic hand gesture)<br>4. ninja hand sign<br>5. India",N3,2,緑の<b>印</b>のサークルは 午後に回っても大丈夫な所,Circles marked in green are safe to go around in the afternoon.,"S01E12, S01E20","<img src=""S01E12_00_04_59_424.jpg"">",[sound:Lucky Star_word_c0840639.mp3],[sound:Lucky Star_sent_4909fe99.mp3]
確保,かくほ,"1. securing, obtaining, ensuring, guarantee, maintaining<br>2. belay, belaying",N1,2,大まかなスケジュール構成とか 練習場所の<b>確保</b>は―,What about the rough schedule structure and securing a practice location?,"S01E12, S01E24","<img src=""S01E24_00_09_35_283.jpg"">",[sound:Lucky Star_word_325124fd.mp3],[sound:Lucky Star_sent_433a9eb4.mp3]
完売,かんばい,"1. selling out, being sold out",Unlabeled,2,<b>完売</b>の危険は ほとんどないよ,There's very little risk of it being sold out.,S01E12,"<img src=""S01E12_00_05_05_471.jpg"">",[sound:Lucky Star_word_aeaccecd.mp3],[sound:Lucky Star_sent_2535e120.mp3]
既刊,きかん,1. already published,Unlabeled,2,分からない時は<b>既刊</b>でいいから 全部まとめて買っておいて,"If you don't know, just buy all the books that have already been published.",S01E12,"<img src=""S01E12_00_05_13_396.jpg"">",[sound:Lucky Star_word_6963421f.mp3],[sound:Lucky Star_sent_cfa80130.mp3]
室,しつ,"1. room<br>2. wife (of someone of high rank)<br>3. scabbard<br>4. Chinese ""Encampment"" constellation (one of the 28 mansions)",N1,2,医務<b>室</b>に捜しに行くから 気をつけて,"I'll go look for you in the infirmary, so be careful.","S01E12, S01E15","<img src=""S01E12_00_05_32_332.jpg"">",[sound:Lucky Star_word_a9eb9a4a.mp3],[sound:Lucky Star_sent_c6b98d51.mp3]
宗介,宗介,Sousuke,Unlabeled,2,いや <b>宗介</b>がオススメです！,"No, I recommend Sousuke!",S01E12,"<img src=""S01E12_00_12_22_783.jpg"">",[sound:Lucky Star_word_6f42d8c3.mp3],[sound:Lucky Star_sent_a0c7143d.mp3]
そわそわ,そわそわ,"1. restlessly, nervously, uneasily, in a fidget",Unlabeled,2,ちょっ 落ち着け <b>そわそわ</b>してると変に勘繰られるぞ,"Hey, calm down, if you're fidgety, people will think otherwise.",S01E12,"<img src=""S01E12_00_07_37_665.jpg"">",[sound:Lucky Star_word_01acf132.mp3],[sound:Lucky Star_sent_9137f93c.mp3]
西,にし,1. west,N5,2,いや 僕は <b>西</b>公妃CoCoちゃんが欲しくて,"No, I want Princess West CoCo-chan.",S01E12,"<img src=""S01E12_00_12_24_660.jpg"">",[sound:Lucky Star_word_b9f0c815.mp3],[sound:Lucky Star_sent_2e054db0.mp3]
完全,かんぜん,"1. perfect, complete",N3,2,でね 電池が切れた時は “<b>完全</b>に沈黙”っていうんだって,"So, when the battery dies, it's called ``complete silence.''","S01E12, S01E16","<img src=""S01E16_00_04_41_906.jpg"">",[sound:Lucky Star_word_c9174343.mp3],[sound:Lucky Star_sent_2619e1e8.mp3]
軒,のき,1. eaves<br>2. narrow aisle surrounding the core of a temple building,N3,2,前の晴海会場の頃はコンビニも 近所に２<b>軒</b>しかなかったし,"At the time of the previous Harumi venue, there were only two convenience stores nearby.",S01E12,"<img src=""S01E12_00_09_35_199.jpg"">",[sound:Lucky Star_word_201d2d4a.mp3],[sound:Lucky Star_sent_f4f7e729.mp3]
コミ,こみ,"1. including, inclusive of<br>2. komi, extra points given to the white player as compensation for playing second (in go)",Unlabeled,2,はい！ 前の夏<b>コミ</b>も参加しました,yes! I also participated in the previous summer comic.,"S01E12, S01E23","<img src=""S01E23_00_06_07_825.jpg"">",[sound:Lucky Star_word_770f2cec.mp3],[sound:Lucky Star_sent_e0edd611.mp3]
当時,とうじ,"1. at that time, in those days",N3,2,<b>当時</b>は新館２階が すごかったんだよ,"At that time, the second floor of the new building was amazing.","S01E12, S01E18","<img src=""S01E12_00_09_57_555.jpg"">",[sound:Lucky Star_word_3f7b5edd.mp3],[sound:Lucky Star_sent_0bc2ba65.mp3]
ながい,ながい,"1. long (distance, length)<br>2. long (time), protracted, prolonged",Unlabeled,2,<b>なが</b>もんの中の人が 売り子やってる！,The person inside Nagamon is working as a salesperson!,S01E12,"<img src=""S01E12_00_10_43_059.jpg"">",[sound:Lucky Star_word_ce34f733.mp3],[sound:Lucky Star_sent_89e9a349.mp3]
福,ふく,"1. good fortune, happiness, blessing, good luck",N1,2,残り物には<b>福</b>がある,There is good fortune in leftovers,"S01E12, S01E13","<img src=""S01E12_00_11_34_777.jpg"">",[sound:Lucky Star_word_b3541887.mp3],[sound:Lucky Star_sent_84ea01e1.mp3]
へそ,へそ,"1. navel, belly button<br>2. protrusion or depression in the middle of an object<br>3. center, centre, most important part, main point",N2,2,〝地球の<b>へそ</b>〞と 言われる―,It is called “the navel of the earth”.,"S01E12, S01E19","<img src=""S01E19_00_11_42_743.jpg"">",[sound:Lucky Star_word_b1761754.mp3],[sound:Lucky Star_sent_9b0f1738.mp3]
オススメ,おすすめ,"1. recommendation, advice, suggestion, encouragement",Unlabeled,2,では このお客様に<b>オススメ</b>してみろ 君が考える真の掘り出し物を！,"So, let's recommend this customer what you think is a true bargain!",S01E12,"<img src=""S01E12_00_11_55_798.jpg"">",[sound:Lucky Star_word_a0519df1.mp3],[sound:Lucky Star_sent_30bc923a.mp3]
売れる,うれる,"1. to sell (well)<br>2. to be well known, to be popular, to be famous",N3,2,こっちは これでしょう？ 古泉は<b>売れ</b>てるってのにさあ,"This is it, right? Even though Koizumi is selling well.",S01E12,"<img src=""S01E12_00_12_13_065.jpg"">",[sound:Lucky Star_word_ab154a6a.mp3],[sound:Lucky Star_sent_9189d35d.mp3]
不人気,ふにんき,1. unpopular,Unlabeled,2,わざわざ<b>不人気</b>キャラを 押しつけようとする―,Trying to force an unpopular character on you.,S01E12,"<img src=""S01E12_00_12_47_391.jpg"">",[sound:Lucky Star_word_7928ce88.mp3],[sound:Lucky Star_sent_905be549.mp3]
押しつける,おしつける,"1. to press against, to push against, to force against<br>2. to foist on (task, responsibility), to impose (one's will)",Unlabeled,2,わざわざ不人気キャラを <b>押しつけよう</b>とする―,Trying to force an unpopular character on you.,S01E12,"<img src=""S01E12_00_12_47_391.jpg"">",[sound:Lucky Star_word_381939ed.mp3],[sound:Lucky Star_sent_905be549.mp3]
お祭り騒ぎ,おまつりさわぎ,"1. festival merrymaking, revelry",Unlabeled,2,いるよな よその<b>お祭り騒ぎ</b>には 顔出すくせに―,"There are, even though they show up at other festivals...","S01E12, S01E20","<img src=""S01E20_00_15_41_857.jpg"">",[sound:Lucky Star_word_95aa0ad0.mp3],[sound:Lucky Star_sent_5fad0f3c.mp3]
養う,やしなう,"1. to support, to maintain, to provide for<br>2. to bring up, to raise, to rear, to feed<br>3. to adopt (a child)<br>4. to cultivate (a habit, a quality, etc.), to develop, to build up, to foster<br>5. to recuperate (from injury, illness, etc.)",N1,2,初詣に行って 一年の英気を<b>養おう</b>って,Let's go to the New Year's shrine and cultivate energy for the year.,"S01E12, S01E18","<img src=""S01E12_00_13_35_022.jpg"">",[sound:Lucky Star_word_18f4ed7b.mp3],[sound:Lucky Star_sent_e4303b3b.mp3]
次第,しだい,"1. depending on<br>2. as soon as, immediately after, upon<br>3. as (e.g. ""as one is told"", ""as one wishes""), whatever (e.g. ""whatever is at hand"")<br>4. order, program, programme, precedence<br>5. circumstances, course of events, state of things<br>6. reason",N3,2,いいことがあるかないかは 結局 本人の頑張り<b>次第</b>よ,"In the end, whether something good happens or not depends on the person's efforts.","S01E12, S01E16","<img src=""S01E12_00_15_43_108.jpg"">",[sound:Lucky Star_word_bb1614c4.mp3],[sound:Lucky Star_sent_8b798181.mp3]
大凶,だいきょう,"1. terrible luck, very bad luck",Unlabeled,2,いっそのこと大吉から<b>大凶</b>まで コンプリートしてみようかな,Maybe I should try completing everything from great luck to bad luck.,S01E12,"<img src=""S01E12_00_15_54_995.jpg"">",[sound:Lucky Star_word_08e2fd7e.mp3],[sound:Lucky Star_sent_9d0fa21c.mp3]
鏡餅,かがみもち,"1. kagami mochi, New Year offering consisting of two mochi stacked on each other with a bitter orange on top, cut and eaten on January 11",Unlabeled,2,<b>鏡餅</b>の円は 鏡をかたどってるんだけど,The circle of kagami-mochi is shaped like a mirror.,S01E12,"<img src=""S01E12_00_16_28_737.jpg"">",[sound:Lucky Star_word_59269837.mp3],[sound:Lucky Star_sent_e786ed03.mp3]
ハッ,はっきり,"1. clearly, plainly, distinctly<br>2. to be clear, to be definite, to be certain, to be exact, to become clear, to clear up",Unlabeled,2,<b>ハッ</b> ハッ…,Ha ha...,S01E12,"<img src=""S01E12_00_16_57_975.jpg"">",[sound:Lucky Star_word_7d5657ff.mp3],[sound:Lucky Star_sent_468033bf.mp3]
何人,なんにん,"1. how many people, a number of people",Unlabeled,2,この中の<b>何人</b>が お父さんと同じで 巫女さん目当てなのかなあ,I wonder how many of them are just like my father and are looking for shrine maidens.,"S01E12, S01E23","<img src=""S01E12_00_17_09_987.jpg"">",[sound:Lucky Star_word_4c9d94a6.mp3],[sound:Lucky Star_sent_e309e9e4.mp3]
ハーイ,はい,"1. yes, that is correct<br>2. understood, I see, OK, okay<br>3. present, here<br>4. pardon?, what's that?, come again?<br>5. now, here, here you go<br>6. giddy-up, giddap",Unlabeled,2,<b>ハーイ</b> ハッピー ニューイヤー,Hello Happy New Year,S01E12,"<img src=""S01E12_00_17_42_978.jpg"">",[sound:Lucky Star_word_4173b2e5.mp3],[sound:Lucky Star_sent_9d54e019.mp3]
ニュー,ニュー,1. new,N1,2,ハーイ ハッピー <b>ニュー</b>イヤー,Hello Happy New Year,S01E12,"<img src=""S01E12_00_17_42_978.jpg"">",[sound:Lucky Star_word_e368fb26.mp3],[sound:Lucky Star_sent_9d54e019.mp3]
イヤー,イヤ,1. ear<br>2. year,Unlabeled,2,ハーイ ハッピー ニュー<b>イヤー</b>,Hello Happy New Year,S01E12,"<img src=""S01E12_00_17_42_978.jpg"">",[sound:Lucky Star_word_4d304341.mp3],[sound:Lucky Star_sent_9d54e019.mp3]
プリティー,プリティ,1. pretty,Unlabeled,2,ほらここ こんなに <b>プリティー</b>なフラワーが,"Look, there are so many pretty flowers here.","S01E12, S01E14","<img src=""S01E12_00_17_53_155.jpg"">",[sound:Lucky Star_word_d61bba02.mp3],[sound:Lucky Star_sent_4ea2196a.mp3]
メニー,メニー,1. メ (Auto-translated),Unlabeled,2,<b>メニー</b>メニー咲いてるんで どおお～ん！,"There are so many blooming, so oooh!",S01E12,"<img src=""S01E12_00_17_55_157.jpg"">",[sound:Lucky Star_word_19df8ce8.mp3],[sound:Lucky Star_sent_6163db6a.mp3]
お年玉,おとしだま,1. New Year's gift (usu. money given to a child by relatives and visitors),Unlabeled,2,おっと 決して<b>お年玉</b>の出し惜しみ してたわけじゃないよ,"Oh, it's not like I was being generous with my New Year's gift.","S01E12, S01E13","<img src=""S01E13_00_08_26_797.jpg"">",[sound:Lucky Star_word_810fe124.mp3],[sound:Lucky Star_sent_b7d12742.mp3]
電車賃,でんしゃちん,1. train fare,Unlabeled,2,うわ～ もう！ <b>電車賃</b>がもったいない！,Wow! Already! Train fare is a waste!,"S01E12, S01E24","<img src=""S01E24_00_15_55_746.jpg"">",[sound:Lucky Star_word_c770ff2a.mp3],[sound:Lucky Star_sent_b9d1b3cf.mp3]
通販,つうはん,"1. online shopping, e-commerce, mail order",Unlabeled,2,でも最近 いろんなショップが ネット<b>通販</b> 対応してるじゃない？,"But lately, a lot of shops are now offering online shopping, aren't they?",S01E12,"<img src=""S01E12_00_18_51_296.jpg"">",[sound:Lucky Star_word_8b1a3cc0.mp3],[sound:Lucky Star_sent_1e8e311d.mp3]
小銭,こぜに,"1. small change, coins<br>2. small sum of money",N1,2,<b>小銭</b>を入れる袋ってことらしいぞ へえ,Apparently it's a bag to put coins in. Huh?,S01E12,"<img src=""S01E12_00_19_20_075.jpg"">",[sound:Lucky Star_word_6653a292.mp3],[sound:Lucky Star_sent_1bb9e023.mp3]
ポップ,ポップ,"1. pop<br>2. signage, display, billboard (as used to decorate arcade games)",Unlabeled,2,でも代わりに あきら様の 等身大<b>ポップ</b>を―,"But instead, Akira-sama's life-sized pop...","S01E12, S01E13","<img src=""S01E12_00_21_04_763.jpg"">",[sound:Lucky Star_word_90104feb.mp3],[sound:Lucky Star_sent_2fc93524.mp3]
見直す,みなおす,"1. to look at again<br>2. to re-examine (policy, estimate, plan, etc.), to review<br>3. to get a better opinion of, to see in a more positive light<br>4. to improve, to recover (market, illness, etc.)",N2,2,“お父さんのおかげ <b>見直し</b>ちゃった”って言ったら―,"When I said, “Thanks to my father, I reconsidered.”","S01E12, S01E20","<img src=""S01E20_00_10_08_816.jpg"">",[sound:Lucky Star_word_9247e661.mp3],[sound:Lucky Star_sent_b90366ea.mp3]
セーラー,セーラー,1. sailor,Unlabeled,2,「もってけ！<b>セーラー</b>ふく」です！,“Bring it! Sailor Fuku”!,"S01E12, S01E24","<img src=""S01E24_00_23_29_074.jpg"">",[sound:Lucky Star_word_22ac8882.mp3],[sound:Lucky Star_sent_11757df9.mp3]
ふく,ふく,"1. clothes (esp. Western clothes)<br>2. counter for doses of medicine, gulps of tea, drags of a cigarette, etc.",Unlabeled,2,「もってけ！セーラー<b>ふく</b>」です！,“Bring it! Sailor Fuku”!,"S01E12, S01E24","<img src=""S01E24_00_23_29_074.jpg"">",[sound:Lucky Star_word_6ea6e937.mp3],[sound:Lucky Star_sent_11757df9.mp3]
タンバリン,タンバリン,1. tambourine,Unlabeled,2,<b>タンバリン</b>なども 置いてあるんですね,There are also tambourines etc.,S01E12,"<img src=""S01E12_00_22_27_387.jpg"">",[sound:Lucky Star_word_d857f604.mp3],[sound:Lucky Star_sent_fd20d071.mp3]
コア,コア,"1. core<br>2. core, hardcore, all-out, passionate",Unlabeled,2,もう<b>コア</b>な アニソンでもいいから入れなさいよ,"Even if it's a core anime song, just put it in.","S01E12, S01E15","<img src=""S01E12_00_22_37_147.jpg"">",[sound:Lucky Star_word_85e83bde.mp3],[sound:Lucky Star_sent_f8452222.mp3]
断トツ,だんトツ,"1. far and away the best, the very best, cream of the crop, crème de la crème, decisive lead, commanding lead",Unlabeled,2,“<b>断トツ</b>”という言葉が 使われることがありますが,The word “dantotsu” is sometimes used.,S01E12,"<img src=""S01E12_00_23_20_148.jpg"">",[sound:Lucky Star_word_ea6db121.mp3],[sound:Lucky Star_sent_27f4c028.mp3]
ヵ月,かげつ,1. months (period of),Unlabeled,2,あと３<b>ヵ月</b>ぐらいの奴も おるやろうけどな,I'm sure there are others who have about 3 months left.,"S01E13, S01E19","<img src=""S01E13_00_01_43_102.jpg"">",[sound:Lucky Star_word_aff7935b.mp3],[sound:Lucky Star_sent_a68318fa.mp3]
マジック,マジック,"1. magic<br>2. Magic Marker, felt-tip pen, permanent marker<br>3. magic number",Unlabeled,2,ほう お正月<b>マジック</b>ですね,"Oh, it's New Year's magic.","S01E13, S01E24","<img src=""S01E13_00_02_11_840.jpg"">",[sound:Lucky Star_word_0012573d.mp3],[sound:Lucky Star_sent_536a1d89.mp3]
羽根,はね,"1. feather, plume, down<br>2. wing<br>3. blade (of a fan, propeller, etc.)<br>4. shuttlecock (in badminton)<br>5. shuttlecock (in hanetsuki)<br>6. arrow feathers",N2,2,<b>羽根</b>つき 百人一首 たこ揚げの絵とかよく見るけど,I often see pictures of ``Hyakunin Isshu'' with feathers and takoyaki.,S01E13,"<img src=""S01E13_00_02_31_776.jpg"">",[sound:Lucky Star_word_edd075c5.mp3],[sound:Lucky Star_sent_39e74df3.mp3]
つき,つくえ,1. desk,N4,2,羽根<b>つき</b> 百人一首 たこ揚げの絵とかよく見るけど,I often see pictures of ``Hyakunin Isshu'' with feathers and takoyaki.,S01E13,"<img src=""S01E13_00_02_31_776.jpg"">",[sound:Lucky Star_word_a6b62ae0.mp3],[sound:Lucky Star_sent_39e74df3.mp3]
福笑い,ふくわらい,"1. game like ""pin the tail on the donkey""",Unlabeled,2,羽根つきや百人一首や <b>福笑い</b>などを楽しみました,"We enjoyed Hanetsuki, Hyakunin Isshu, and Fukuwarai.",S01E13,"<img src=""S01E13_00_02_50_670.jpg"">",[sound:Lucky Star_word_c51c31b2.mp3],[sound:Lucky Star_sent_a645a900.mp3]
蝉丸,蝉丸,Semimaru,Unlabeled,2,ほら 坊主でさ 確か<b>蝉丸</b>,"Look, he's a monk, I'm sure Semimaru.",S01E13,"<img src=""S01E13_00_03_42_222.jpg"">",[sound:Lucky Star_word_2cf67c9a.mp3],[sound:Lucky Star_sent_d3f9798d.mp3]
対,たい,"1. opposite, opposition<br>2. versus, vs., v.<br>3. to (e.g. ""winning a game five to three"")<br>4. equal footing, equal terms<br>5. against ..., anti-, toward ..., to ...",N3,2,金閣と<b>対</b>に 挙げられるものなので―,Because it is said to be compared to the Kinkaku-,"S01E13, S01E21","<img src=""S01E21_00_15_02_526.jpg"">",[sound:Lucky Star_word_1536131e.mp3],[sound:Lucky Star_sent_33e9c1c9.mp3]
杯,さかずき,"1. sake cup, cup for alcoholic beverages",N1,2,ごはんだと お茶わん１<b>杯</b>分くらい あるそうですよ,It seems like there is enough rice for one bowl of rice.,"S01E13, S01E23","<img src=""S01E13_00_04_03_409.jpg"">",[sound:Lucky Star_word_c879f9d6.mp3],[sound:Lucky Star_sent_cc5e6499.mp3]
またまた,またまた,"1. again (and again), once again, yet again, (there you go) again",Unlabeled,2,ああこりゃ 来年も<b>またまた</b> お餅で失敗する感じだね,"Oh well, it looks like I'm going to fail with rice cakes again next year.","S01E13, S01E22","<img src=""S01E13_00_04_24_806.jpg"">",[sound:Lucky Star_word_6dc8c0ae.mp3],[sound:Lucky Star_sent_9bee2556.mp3]
洗う,あらう,"1. to wash, to cleanse, to rinse<br>2. to inquire into, to investigate<br>3. to purify (one's heart)<br>4. to lave (e.g. shore), to wash over (e.g. deck), to sweep",N5,2,毎年 年末にパスタマシンを お父さんが<b>洗う</b>んだよね,"Dad cleans the pasta machine at the end of every year, right?",S01E13,"<img src=""S01E13_00_04_40_697.jpg"">",[sound:Lucky Star_word_bbe0499c.mp3],[sound:Lucky Star_sent_3babdb30.mp3]
おせち料理,おせちりょうり,"1. osechi, osechi-ryōri, traditional food eaten during the New Year's holidays",Unlabeled,2,<b>おせち料理</b>も食べましたし お餅がうまく噛み切れなくて,I also ate osechi cuisine and couldn't chew the rice cake properly.,S01E13,"<img src=""S01E13_00_05_36_461.jpg"">",[sound:Lucky Star_word_b97bf6f0.mp3],[sound:Lucky Star_sent_8404d331.mp3]
にょ,よる,"1. evening, night<br>2. dinner",Unlabeled,2,どこまでも“う<b>にょ</b>～ん”と いうのも やりましたよ,I also said “unyo~n” all the way.,S01E13,"<img src=""S01E13_00_05_40_131.jpg"">",[sound:Lucky Star_word_85063421.mp3],[sound:Lucky Star_sent_86321e8e.mp3]
写し,うつし,"1. copy, duplicate, facsimile, transcript",N1,2,いいわけあるか やれ！ 大体そう言うなら<b>写し</b>に来るな,"Is there a good reason? Do it! If that's what you say, don't come take pictures.","S01E13, S01E20","<img src=""S01E20_00_12_10_020.jpg"">",[sound:Lucky Star_word_a661342f.mp3],[sound:Lucky Star_sent_81c513c2.mp3]
初夢,はつゆめ,1. first dream of the year,Unlabeled,2,私の<b>初夢</b>は靴箱を開けたら 自分の靴がなくなっていまして,"My first dream was when I opened my shoe box, my shoes were gone.",S01E13,"<img src=""S01E13_00_06_55_873.jpg"">",[sound:Lucky Star_word_dadd0e0e.mp3],[sound:Lucky Star_sent_9dbb183f.mp3]
鷹,たか,"1. hawk, falcon",Unlabeled,2,<b>鷹</b>なら２羽 茄子なら３つ 見なきゃいけないのかと思った,I thought I had to see two hawks and three eggplants.,S01E13,"<img src=""S01E13_00_06_42_026.jpg"">",[sound:Lucky Star_word_3c929cf9.mp3],[sound:Lucky Star_sent_0ffc6a08.mp3]
茄子,なす,"1. eggplant (Solanum melongena), aubergine",Unlabeled,2,鷹なら２羽 <b>茄子</b>なら３つ 見なきゃいけないのかと思った,I thought I had to see two hawks and three eggplants.,S01E13,"<img src=""S01E13_00_06_42_026.jpg"">",[sound:Lucky Star_word_8ac7c1f4.mp3],[sound:Lucky Star_sent_0ffc6a08.mp3]
加える,くわえる,"1. to add, to add up, to sum up, to append, to annex<br>2. to increase, to gather (e.g. speed), to pick up<br>3. to include, to count in, to let join<br>4. to inflict (damage), to deal, to give",N3,2,正式には<b>加え</b>て―,"Officially, in addition...","S01E13, S01E18","<img src=""S01E13_00_06_17_335.jpg"">",[sound:Lucky Star_word_b0fb165f.mp3],[sound:Lucky Star_sent_100b8a79.mp3]
四,よっつ,"1. four, 4<br>2. four years of age<br>3. ten o'clock (in the old time system)",N5,2,<b>四</b>扇 五煙草 六座頭というのも あるみたいですよ,"It seems that there are also four fans, five cigarettes, and six zagami.","S01E13, S01E23","<img src=""S01E13_00_06_19_003.jpg"">",[sound:Lucky Star_word_754a9d58.mp3],[sound:Lucky Star_sent_16c1fb29.mp3]
五,ご,"1. five, 5",N5,2,四扇 <b>五</b>煙草 六座頭というのも あるみたいですよ,"It seems that there are also four fans, five cigarettes, and six zagami.","S01E13, S01E23","<img src=""S01E13_00_06_19_003.jpg"">",[sound:Lucky Star_word_c9b87f51.mp3],[sound:Lucky Star_sent_16c1fb29.mp3]
六,ろく,"1. six, 6",N5,2,四扇 五煙草 <b>六</b>座頭というのも あるみたいですよ,"It seems that there are also four fans, five cigarettes, and six zagami.",S01E13,"<img src=""S01E13_00_06_19_003.jpg"">",[sound:Lucky Star_word_de07b538.mp3],[sound:Lucky Star_sent_16c1fb29.mp3]
座頭,ざがしら,1. leader of a troupe,Unlabeled,2,四扇 五煙草 六<b>座頭</b>というのも あるみたいですよ,"It seems that there are also four fans, five cigarettes, and six zagami.",S01E13,"<img src=""S01E13_00_06_19_003.jpg"">",[sound:Lucky Star_word_142ff833.mp3],[sound:Lucky Star_sent_16c1fb29.mp3]
サイズ,サイズ,1. size,N1,2,<b>サイズ</b>が合わないって夢を 見たんですが…,I had a dream that the size didn't fit me...,S01E13,"<img src=""S01E13_00_07_04_882.jpg"">",[sound:Lucky Star_word_4c14fd47.mp3],[sound:Lucky Star_sent_b12cf2f6.mp3]
社会的,しゃかいてき,"1. social, societal, societary",Unlabeled,2,<b>社会的</b>な実力を求めているけど その力がつくには,"I'm looking for social skills, but how to acquire those skills",S01E13,"<img src=""S01E13_00_07_11_889.jpg"">",[sound:Lucky Star_word_dab4074c.mp3],[sound:Lucky Star_sent_fc30c8b9.mp3]
ひる,ひる,1. to dry,Unlabeled,2,気 緩めすぎ<b>ひん</b>ように！,Don't be too careful!,"S01E13, S01E24","<img src=""S01E24_00_08_25_379.jpg"">",[sound:Lucky Star_word_bfa92dd8.mp3],[sound:Lucky Star_sent_a161d422.mp3]
