Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes
ピシッ,ピシッと,"1. with a crack, with a snap, with a slam<br>2. firmly, sharply, sternly<br>3. precisely, properly, neatly, tidily",Unlabeled,3,<b>ピシッ</b>！　ムカつく！,Piss! It's annoying!,S01E19
美人,びじん,1. beautiful woman,N3,3,オシャレな性格<b>美人</b> ジェンツーペンギンです,Gentoo Penguin is a beautiful woman with a stylish personality.,"S01E19, S01E22, S01E31"
フン,フン,1. Hun,Unlabeled,3,<b>フン</b>として出した種を集めた豆よ,Beans whose seeds were collected as feces.,"S01E19, S01E27"
アデリー,アデリーペンギン,1. Adelie penguin (Pygoscelis adeliae)<br>2. Adélie Penguin,Unlabeled,3,だから　オスでも　<b>アデリー</b>ちゃん,"So even if it's male, Adélie-chan","S01E19, S01E32, S01E47"
ジェンツー,ジェンツーペンギン,1. gentoo penguin (Pygoscelis papua)<br>2. Gentoo Penguin,Unlabeled,3,ポルトガル語で　異教徒を意味する <b>ジェンツー</b>だなんて！,Gentoo means pagan in Portuguese!,"S01E19, S01E32, S01E47"
バス,バス,1. bus,N5,3,<b>バス</b>が間に合わなかったらぶっ飛ばしてやる,"If the bus doesn't make it on time, I'll blow you away.","S01E19, S01E42, S01E48"
押す,おす,"1. to push, to press<br>2. to apply pressure from above, to press down<br>3. to stamp (i.e. a passport), to apply a seal<br>4. to affix (e.g. gold leaf)<br>5. to press (someone for something), to urge, to compel, to influence<br>6. to overwhelm, to overpower, to repress<br>7. to push (events along), to advance (a plan)<br>8. to do in spite of ..., to do even though ..., to force<br>9. to make sure<br>10. to be pressed for time<br>11. to advance troops, to attack<br>12. (of light) to be diffused across an entire surface",N5,3,バスみたいに　ボタン<b>押し</b>たら 止まってくれればいいのに,I wish it would just stop like a bus when I press the button.,"S01E19, S01E43"
最強,さいきょう,1. strongest,Unlabeled,3,なんで　コウテイが<b>最強</b>カードなのよ！？,Why is Koutei the strongest card? ?,"S01E19, S01E26, S01E38"
虫,むし,"1. insect, bug, cricket, moth<br>2. worm, roundworm<br>3. one's emotions, one's feelings<br>4. nervousness, fretfulness<br>5. person devoted to one thing, single-minded person<br>6. valve core<br>7. mushi (type of game played with a stripped deck)",N4,3,悪い豆っていうのは こういう<b>虫</b>が食ってるやつ,Bad beans are those eaten by these kinds of insects.,"S01E19, S01E33"
やら,やら,"1. denotes uncertainty<br>2. such things as A and B, A and B and so on, A and B and the like, A and B and whatnot",Unlabeled,3,って なんで 土偶<b>やら</b>イモやらが並んでんだよ,So why are there clay figurines and potatoes lined up?,"S01E19, S01E46"
本格,ほんかく,"1. original method or procedure<br>2. serious, orthodox, classical, genuine",N1,3,<b>本格</b>的なのは まだ一度も,It's never been serious yet,"S01E19, S01E37, S01E47"
レポーター,リポーター,1. reporter,Unlabeled,3,ペンギンさん　いつから グルメ<b>レポーター</b>になったんですか？,"Mr. Penguin, when did you become a gourmet reporter?",S01E19
即答,そくとう,1. immediate reply,Unlabeled,3,キミの何も考えてない<b>即答</b> どうもありがとう,Thank you very much for your immediate answer without thinking.,"S01E20, S01E24, S01E43"
全体,ぜんたい,"1. whole, entirety, whatever (is the matter)",N3,3,<b>全体</b>的に意味がわからないよ,I don't understand the whole thing,"S01E20, S01E22, S01E25"
到着,とうちゃく,1. arrival,N3,3,ピピーッ <b>到着</b>します 到着します！,Beep beep Arrival Arrival!,"S01E20, S01E22"
ディナー,ディナー,1. dinner,Unlabeled,3,お店のテーブルについたら 豪華な<b>ディナー</b>が用意されてるの,"When I arrived at the restaurant's table, a sumptuous dinner was prepared for me.","S01E20, S01E31, S01E37"
窓,まど,1. window,N5,3,<b>窓</b>開かんないし それにそこまでは盛り上がってないかな,"The windows don't open, and I don't think it's that exciting.","S01E20, S01E23"
召す,めす,"1. to call, to invite, to send for, to summon<br>2. to eat, to drink<br>3. to put on, to wear<br>4. to ride<br>5. to catch (a cold), to take (a bath), to tickle (one's fancy), to put on (years), to commit (seppuku)<br>6. to do<br>7. used to show respect",N1,3,だから　僕を<b>召し</b>使いにしないで！,So don't make me your servant!,S01E20
くつろぐ,くつろぐ,"1. to relax, to feel at home",Unlabeled,3,自分ちみたいに<b>くつろぐ</b>感じに働いたらどうかって話になってさ。,We started talking about what it would be like to work in a relaxed way like we do.,"S01E20, S01E36, S01E39"
ローン,ローン,1. loan<br>2. roan<br>3. lawn (i.e. short grass)<br>4. lawn (type of cotton cloth),Unlabeled,3,買っちゃいました　３５年<b>ローン</b>です,I bought it with a 35 year loan.,S01E20
奥,おく,"1. inner part, inside, interior, depths (e.g. of a forest), back (of a house, drawer, etc.), bottom (e.g. of one's heart), recesses, heart",N3,3,半田さんは そっちの<b>奥</b>で寝たら？,"Mr. Handa, why don't you sleep in the back?","S01E20, S01E41, S01E43"
もともと,もともと,"1. originally, by nature, from the start",Unlabeled,3,<b>もともと</b>　パンダって呼ばれてたのは 僕たちだったんですよ,We were originally called pandas.,"S01E20, S01E26, S01E35"
勘定,かんじょう,"1. calculation, computation, counting, reckoning, count<br>2. bill, check, account, payment (of a bill), settlement (of an account)<br>3. consideration, allowance",N3,3,お<b>勘定</b>は ご一緒で,I'll pay the bill with you.,"S01E20, S01E30, S01E37"
どる,ドル,"1. dollar<br>2. money, cash<br>3. Dor (Israel)",Unlabeled,3,え～い！　ま<b>どろ</b>っこしい！！,Yeah! It's so slumbering! !,"S01E20, S01E46, S01E49"
空気,くうき,"1. air, atmosphere<br>2. mood, situation<br>3. someone with no presence, someone who doesn't stand out at all",N4,3,なに　この通じ合った<b>空気</b>は,What is this mutual atmosphere?,"S01E20, S01E29, S01E41"
飛び込む,とびこむ,"1. to jump in, to leap in, to plunge into, to dive<br>2. to burst in, to barge in",N2,3,じゃあ 道頓堀川に<b>飛び込ん</b>でよ,Then jump into the Dotonbori River.,"S01E21, S01E24"
胸,むね,"1. chest, breast<br>2. breasts, bosom, bust<br>3. heart<br>4. lungs<br>5. stomach<br>6. heart, mind, feelings",N3,3,<b>胸</b>の筋が１本か２本かで 見分けられます！,You can tell by whether you have one or two muscles on your chest!,"S01E21, S01E22, S01E49"
小石,こいし,1. pebble,Unlabeled,3,えっと 趣味ってほどでもないけど ツルツルした<b>小石</b>集めが好きって,"Well, it's not really a hobby, but I like collecting smooth pebbles.","S01E21, S01E35"
陰,いん,"1. (the) negative (e.g. pole)<br>2. yin (in Chinese divination)<br>3. hidden place, unseen part, private location",N3,3,僕ちょっと　そこの<b>陰</b>で　内職やっちゃうから,I'll be doing some side work behind the scenes.,"S01E21, S01E26, S01E30"
熱心,ねっしん,"1. zealous, enthusiastic, ardent, fervent, keen, eager",N3,3,それに比べて こっちのペンギンさんは 特に<b>熱心</b>でもなく,"In comparison, this penguin is not particularly enthusiastic.","S01E22, S01E28"
カウンター,カウンター,"1. counter<br>2. service counter (e.g. at a bank)<br>3. counter (at a bar, cafe, etc.)<br>4. automatically responding with an upload slot to someone who allows you to download (e.g. in P2P systems)",Unlabeled,3,って パンダ君この間も<b>カウンター</b>で食べてる途中に寝てたよね,Panda-kun fell asleep while eating at the counter the other day.,"S01E22, S01E31, S01E42"
ポケット,ポケット,1. pocket,N5,3,駅前で <b>ポケット</b>ティッシュと 一緒に配るのは どうでしょう？,How about handing them out along with pocket tissues in front of the station?,"S01E22, S01E50"
選挙,せんきょ,1. election,N1,3,握手券を付けて ペンギンの総<b>選挙</b>の 投票権を付けたら？,What if we attached a handshake ticket to the penguins and gave them the right to vote in the general election?,"S01E22, S01E26"
投票,とうひょう,"1. voting, poll",N3,3,誰がいちばんかわいいかお客さんに<b>投票</b>してもらうんだ,Ask customers to vote on who is the cutest,"S01E22, S01E26, S01E33"
型,かた,"1. model, type (e.g. of machine, goods, etc.)<br>2. type, style, pattern<br>3. mold (mould), template, model<br>4. kata (standard form of a movement, posture, etc. in martial arts, sport, etc.)<br>5. form (i.e. customary procedure)<br>6. size (i.e. clothing, shoes)<br>7. inch (in diagonal display size)<br>8. (taxonomical) form",N3,3,最新<b>型</b>ですから,It's the latest model,"S01E22, S01E23, S01E38"
分ける,わける,"1. to divide (into), to split (into), to part, to separate, to divide up, to classify, to sort out, to divide out<br>2. to share, to distribute, to deal out, to dish out<br>3. to distinguish, to discriminate, to differentiate (between)<br>4. to break up (a fight), to mediate<br>5. to call a draw, to tie<br>6. to push one's way through (a crowd)<br>7. to sell",N3,3,誰かに　僕の　かわいさを <b>分け</b>てあげたいんだよ,I want to share my cuteness with someone,"S01E22, S01E28, S01E40"
追い詰める,おいつめる,"1. to corner, to drive to the wall, to run down, to track down, to chase after",Unlabeled,3,あんなに<b>追い詰め</b>られたパンダ　見たことないですね,I've never seen a panda cornered like that.,"S01E22, S01E26, S01E31"
あんなに,あんなに,"1. to that extent, to that degree, so much, so",N3,3,<b>あんなに</b>追い詰められたパンダ　見たことないですね,I've never seen a panda cornered like that.,"S01E22, S01E26, S01E35"
流れ,ながれ,"1. flow (of a fluid or gas), stream, current<br>2. flow (of people, things), passage (of time), tide, passing, (changing) trends, tendency<br>3. course (of events), (step-by-step) procedure, process<br>4. group of people who remain together after the end of an event<br>5. descent, ancestry, school<br>6. forfeiture, foreclosure<br>7. cancellation<br>8. drifting, wandering, roaming",N3,3,ワカサギは　湖の<b>流れ</b>にのって回遊していることが多いです,Smelt often migrate along the currents of the lake.,"S01E22, S01E45"
システム,システム,1. system,N1,3,僕が笹を食べると課金されていく<b>システム</b>を作ってくれないかなあ,I wonder if they could create a system where I get charged for eating bamboo.,"S01E22, S01E46"
ノーベル,ノーベル,1. Nobel,Unlabeled,3,もしあったら　君に教えずに<b>ノーベル</b>賞をいただいてるよ,"If I had, I would have won the Nobel Prize without telling you.","S01E22, S01E34"
ストップ,ストップ,1. stop,N2,3,<b>ストップ</b>！ ストップ ストップ！,stop! Stop stop!,S01E22
聞き出す,ききだす,1. to get information out of a person<br>2. to begin listening,Unlabeled,3,笹子さんの欲しいものを <b>聞き出し</b>てください!,Please ask Sasako-san what she wants!,"S01E23, S01E35"
休日,きゅうじつ,"1. holiday, day off",Unlabeled,3,<b>休日</b> ここで おいしいコーヒー飲むのが楽しみだからさ,I'm looking forward to drinking delicious coffee here on my days off.,"S01E23, S01E25, S01E40"
香味,こうみ,"1. smell and taste, flavour, flavor",Unlabeled,3,メインは ベジミートの<b>香味</b>揚げですよ,The main dish is fried veggie meat.,"S01E23, S01E47"
メール,メール,"1. email<br>2. mail (usu. in compound words), post<br>3. message (sent over a chat application), (SMS) text<br>4. male",Unlabeled,3,クーポン　あとで<b>メール</b>するね,I'll email you the coupon later.,"S01E23, S01E45"
べし,べし,"1. shall, should, must",Unlabeled,3,半田さんは 間が悪いから それを逆に活かす<b>べき</b>だね,"Mr. Handa is bad at making mistakes, so he should take advantage of that.","S01E23, S01E26, S01E38"
味わえる,味わえる,1. I can taste it (Auto-translated),Unlabeled,3,悩む楽しさと食べるおいしさが 両方<b>味わえる</b>,You can enjoy both the fun of worrying and the deliciousness of eating.,"S01E23, S01E26"
シマ,シマ,1. four-of-a-kind,Unlabeled,3,<b>シマ</b>リス属やニホンザルと一緒にしないで！,Do not mix them with chipmunks or Japanese macaques!,"S01E23, S01E43"
飲み物,のみもの,"1. drink, beverage",N5,3,ｴｽﾌﾟﾚｯｿにﾁｮｺﾚｰﾄｼﾛｯﾌﾟとｽﾁｰﾑﾐﾙｸを混ぜた<b>飲み物</b>だよ,It's a drink made of espresso mixed with chocolate syrup and steam milk.,"S01E23, S01E36, S01E38"
田中,田中,1. Tanaka,Unlabeled,3,それがね <b>田中</b>さん 聞いてくれる？ 大充実の一日,"That's it, Tanaka-san, will you listen to me? A very fulfilling day","S01E23, S01E49"
時々,ときどき,"1. sometimes, occasionally, at times, from time to time, now and then, once in a while, at intervals<br>2. seasonal, of the season, appropriate (for the season or occasion)",N5,3,そういえば<b>時々</b>買い物や散歩にも連れていってあげてるよね,"Come to think of it, I sometimes take her shopping and for walks.","S01E23, S01E35"
当然,とうぜん,"1. natural, right, proper, just, reasonable, appropriate, deserved<br>2. naturally, as a matter of course, rightly, deservedly, justly, of course",Unlabeled,3,それくらい<b>当然</b>よね？,Isn't that obvious?,"S01E23, S01E31, S01E33"
ペーパー,ペーパー,1. paper,Unlabeled,3,<b>ペーパー</b>クラフトでお送りします,I will send it as a paper craft.,"S01E23, S01E47"
なり,なり,1. to be<br>2. to be (location)<br>3. sum of money,Unlabeled,3,それは おい<b>なり</b>,That's a big deal,"S01E24, S01E30, S01E31"
求める,もとめる,"1. to want, to wish for<br>2. to request, to demand, to require, to ask for<br>3. to seek, to search for, to look for, to pursue (pleasure), to hunt (a job)<br>4. to purchase, to buy",N3,3,僕の<b>求める</b>師匠は 違うんだよなぁ,The master I'm looking for is different.,"S01E24, S01E30, S01E46"
落ち込む,おちこむ,"1. to feel down, to feel sad, to be depressed, to be in low spirits<br>2. to be in a slump (business, economy, etc.), to be in an unfavourable condition<br>3. to fall into (e.g. a hole)",N1,3,また<b>落ち込ん</b>でるの? パンダくん。,Are you depressed again? Panda-kun.,"S01E24, S01E36, S01E39"
地上,ちじょう,"1. above ground, surface, overground<br>2. earth, world",Unlabeled,3,俺はシロクマ　<b>地上</b>じゃ最大で最強の肉食獣,"I'm a polar bear, the largest and strongest carnivore on earth.","S01E24, S01E25, S01E26"
競争,きょうそう,"1. competition, contest, rivalry, race<br>2. competition (between organisms or species)",N4,3,続きまして アザラシ食い<b>競争</b>です,Next up is a seal eating competition.,S01E24
個展,こてん,"1. solo exhibition, one-man exhibition, one-woman exhibition",Unlabeled,3,実はね 今度<b>個展</b>を開くことになったんだ,"Actually, I've decided to hold a solo exhibition this time.",S01E25
タイトル,タイトル,1. title,N1,3,<b>タイトル</b>は「タンポポ」,"The title is ""Dandelion""",S01E25
なんとなく,なんとなく,"1. somehow or other, for some reason or another, without knowing why",N2,3,ヒマな時間に <b>なんとなく</b>話す雑談だからさ。,It's just a casual chat you can have in your free time.,"S01E25, S01E30, S01E36"
貼る,はる,"1. to stick, to paste, to affix<br>2. to stretch, to spread, to strain, to tighten, to put up (tent)<br>3. to form (e.g. ice on a pond)<br>4. to fill, to swell<br>5. to stick out, to put, to slap<br>6. to post (a link, etc. online)<br>7. to be expensive<br>8. to keep a watch on, to be on the lookout<br>9. to become one tile away from completion<br>10. to span, to generate",N5,3,はぁ～！ お店に写真<b>貼っ</b>てるもんね,Haha! I have a photo posted in the shop.,"S01E25, S01E46, S01E48"
盆栽,ぼんさい,"1. bonsai, miniature potted plant",Unlabeled,3,ラマさんの趣味はたしか<b>盆栽</b>だって,I think Rama's hobby is bonsai.,"S01E25, S01E30"
芽,め,"1. sprout, shoot, bud<br>2. germinal disk (in an egg)",N3,3,チュ　チューリップの<b>芽</b>がちぎれてる,"Chu, the tulip buds are torn off.","S01E25, S01E40, S01E41"
アラスカ,アラスカ,1. Alaska,Unlabeled,3,俺様は <b>アラスカ</b>の王者だ～！,I am the king of Alaska!,"S01E25, S01E49"
獣,けもの,"1. beast, brute, animal",N1,3,俺はシロクマ　地上じゃ最大で最強の肉食<b>獣</b>,"I'm a polar bear, the largest and strongest carnivore on earth.","S01E25, S01E26"
こら,こら,1. hey!<br>2. hey!,Unlabeled,3,<b>こら</b>～ 待ちやがれ！,"Hey, wait!","S01E25, S01E36, S01E49"
たまに,たまに,"1. occasionally, once in a while, now and then, rarely, seldom",N4,3,た　<b>たまに</b>でいいんじゃないかな,I guess it's okay just once in a while.,"S01E25, S01E50"
食える,くえる,"1. to be tasty, to be worth eating, to be worth trying<br>2. to be able to subsist, to be able to make a living<br>3. to be edible",Unlabeled,3,お 俺は<b>食え</b>ねえぞ！,"Oh, I can't eat!","S01E25, S01E36"
シチュー,シチュー,1. stew,Unlabeled,3,<b>シチュー</b>だ！！,It's stew! !,S01E25
だす,だす,"1. to take out, to get out<br>2. to put out, to reveal, to show<br>3. to submit (e.g. thesis), to turn in<br>4. to publish, to make public<br>5. to send (e.g. letter)<br>6. to produce (a sound), to start (fire)<br>7. to serve (food)<br>8. ... out (e.g. to jump out, to carry out)<br>9. to begin ..., to start to ..., to burst into ...",Unlabeled,3,まあ 子供の頃からずっと<b>だし</b>な,"Well, it's been going on since I was a kid.","S01E25, S01E26, S01E46"
上手い,うまい,"1. skillful, skilful, clever, expert, wise, successful<br>2. delicious, appetizing, appetising, tasty<br>3. fortunate, splendid, promising",Unlabeled,3,シロクマくん！　<b>上手い</b>こと言ってないで,Polar bear! Don't say nice things,"S01E25, S01E29, S01E34"
チラシ,ちらし,1. scattering<br>2. leaflets<br>3. sushi rice in a box or bowl with a variety of ingredients sprinkled on top<br>4. writing in an irregular hand,Unlabeled,3,いや～　ティッシュに<b>チラシ</b>を入れるんです,"No, I put flyers in tissues.","S01E26, S01E33"
タコ,たこ,1. octopus,Unlabeled,3,<b>タコ</b>さんウィンナーを作ってるんだ,Mr. Taco is making sausages.,S01E26
とばす,とばす,"1. to let fly, to make fly, to send flying, to blow off (e.g. in the wind), to launch, to fire, to hurl, to shoot<br>2. to skip over, to leave out, to omit, to drop (e.g. a stitch)<br>3. to run fast, to drive fast, to gallop<br>4. to spray, to splash, to spatter<br>5. to say without reservation, to call out (e.g. a jeer), to rattle off (e.g. a joke)<br>6. to spread (e.g. a rumour), to circulate, to send out (a message), to issue (e.g. an appeal)<br>7. to transfer (to a less important post), to send away (e.g. to a provincial branch), to demote<br>8. to dispatch quickly (e.g. a reporter)<br>9. to get rid of, to burn off (alcohol)<br>10. to attack (e.g. with a leg manoeuvre)<br>11. to do vigorously, to do roughly, to do energetically",Unlabeled,3,ここは　<b>とばそ</b>う　知ってるから,I know I can skip this place.,"S01E26, S01E32"
同窓会,どうそうかい,"1. alumni association, graduates' association, alumni meeting, class reunion",Unlabeled,3,<b>同窓会</b>　ですか？,Is it an alumni reunion?,"S01E26, S01E41"
和菓子,わがし,"1. wagashi, traditional Japanese confectionery",Unlabeled,3,気分は生魚より<b>和菓子</b>だね！,I feel more like Japanese sweets than raw fish!,"S01E26, S01E34"
継ぐ,つぐ,"1. to succeed (a person, to a position, etc.), to inherit, to take over, to follow<br>2. to patch (clothes), to mend, to repair<br>3. to add (e.g. charcoal to the fire), to replenish with, to feed with, to follow up with (e.g. remarks), to gather (one's breath)",N1,3,トラくんだって　老舗の和菓子屋　<b>継い</b>でるじゃない,Tora-kun is inheriting a long-established Japanese confectionery shop.,"S01E26, S01E33"
発売,はつばい,"1. sale, offering for sale, release (for sale), launch (product)",N2,3,もうすぐヤマアラシのコンサートチケットが<b>発売</b>になるの,Porcupine concert tickets will be on sale soon.,"S01E26, S01E35, S01E47"
吹く,ふく,"1. to blow (of the wind)<br>2. to blow (one's breath), to breathe out, to blow on (hot tea, candles, etc.), to puff<br>3. to play (a wind instrument), to blow (a whistle, trumpet, etc.), to whistle (a tune)<br>4. to emit (smoke, fire, etc.), to spout, to spew, to puff out<br>5. to sprout, to put forth (buds)<br>6. to appear (on the surface), to form, to be coated with (powder, rust, etc.)<br>7. to burst out laughing, to burst into laughter<br>8. to brag, to talk big<br>9. to smelt, to mint",N5,3,すごい風が<b>吹い</b>ているはずだから 飛べるかなっと思って,"There must be a strong wind blowing, so I wondered if I could fly.","S01E26, S01E30, S01E41"
再会,さいかい,"1. another meeting, meeting again, reunion",N1,3,久しぶりの<b>再会</b>に　シロクマからのプレゼントだよ,It's a present from Polar Bear for our reunion after a long time.,"S01E26, S01E49"
ラッパー,ラッパー,1. wrapper,Unlabeled,3,だからこそ　伝説の<b>ラッパー</b>として,That's why as a legendary rapper,"S01E26, S01E29"
青春,せいしゅん,"1. youth, springtime of life, adolescent",N1,3,ヤマアラシさん <b>青春</b>気分を　ありがとう,"Mr. Porcupine, thank you for the youthful feeling","S01E26, S01E31"
ブランチ,ブランチ,1. branch<br>2. brunch,Unlabeled,3,ライオンが　<b>ブランチ</b>とか言ってんじゃねえよ,The lion didn't say brunch.,S01E26
ヘイ,ヘイ,1. hey,Unlabeled,3,<b>ヘイ</b> タクシー!,Hey taxi!,"S01E26, S01E29, S01E36"
ライム,ライム,"1. rhyme<br>2. lime (tree, fruit) (Citrus aurantifolia)<br>3. lime (mineral)",Unlabeled,3,ママ ジン<b>ライム</b>おかわりでやんす,"Mama, I'll give you another gin lime.","S01E26, S01E49"
生き残れる,生き残れる,1. survive (Auto-translated),Unlabeled,3,<b>生き残れ</b>　生き残れ　生き残れ,"Survive, survive, survive",S01E26
招待,しょうたい,1. invitation,N4,3,グリズリーくんから <b>招待</b>状をもらったんだよ,I got an invitation from Grizzly-kun.,"S01E27, S01E41"
年賀状,ねんがじょう,1. New Year's card,Unlabeled,3,それは <b>年賀状</b>,That's a New Year's card,"S01E27, S01E37, S01E38"
ブリザード,ブリザード,1. blizzard,Unlabeled,3,白い南極を邪悪な黒い<b>ブリザード</b>で凍らせる,Freeze the white Antarctic with an evil black blizzard,"S01E27, S01E33"
こりゃ,こりゃ,"1. hey there, I say, see here",Unlabeled,3,<b>こりゃ</b> またファンシーなやつだぜ,This is another fancy one.,"S01E27, S01E29, S01E31"
湖,みずうみ,1. lake,N4,3,ワカサギは　<b>湖</b>の流れにのって回遊していることが多いです,Smelt often migrate along the currents of the lake.,"S01E27, S01E45"
デザート,デザート,1. dessert<br>2. desert,N1,3,<b>デザート</b>もあとにして,Leave dessert for later,S01E27
具合,ぐあい,"1. condition, state<br>2. health, state (of health)<br>3. way, manner<br>4. circumstance, luck<br>5. face, dignity, decency, propriety",N4,3,焙煎の深さって 焦げ<b>具合</b>のことかぁ,Does roasting depth refer to the degree of charring?,"S01E27, S01E40, S01E46"
初心者,しょしんしゃ,1. beginner,Unlabeled,3,そこに当たれば　<b>初心者</b>でもたくさん釣れますって,"If you hit that spot, even beginners can catch a lot of fish.","S01E27, S01E33, S01E45"
濃い,こい,"1. deep (colour), dark<br>2. strong (flavour, smell, etc.)<br>3. thick (consistency), dense<br>4. strong (possibility, etc.)<br>5. thick (i.e. ""as thick as thieves""), close, deep (love, etc.)",N3,3,深煎りのほうが<b>濃</b>そうなのに,Dark roast seems to be darker,"S01E27, S01E47"
メジャー,メジャー,"1. major, large, important, famous, mainstream<br>2. the Major Leagues, Major League Baseball<br>3. major (key, scale, etc.)<br>4. (oil) major<br>5. major record label",Unlabeled,3,ほら もっと<b>メジャー</b>なペンギンもいたほうが盛り上がる気がするんだけどなぁ,"You know, I feel like it would be more exciting if there were more major penguins as well.","S01E27, S01E30, S01E33"
うい,はごろも,"1. angel's raiment, robe of feathers<br>2. wings of birds or insects, plumage of birds<br>3. type of bug",Unlabeled,3,ペンギンさん　いつも　お酒いっぱい飲んじゃ<b>うから</b>ね,"Penguin-san, you always drink a lot of alcohol.","S01E27, S01E32, S01E36"
だが,だが,"1. but, however, (and) yet, nevertheless, still, for all that",N3,3,<b>だが</b> 次は そうはいかないぜ,But that won't happen next time.,"S01E27, S01E29"
勝利,しょうり,"1. victory, triumph, conquest, success, win",N1,3,<b>勝利</b>のあとのビールは格別だね～,Beer after a victory is special!,S01E27
覚悟,かくご,"1. readiness, preparedness, resolution, resignation",N3,3,<b>覚悟</b>は　いいかい,Are you ready?,"S01E27, S01E31, S01E47"
おわび,おわび,1. apology,Unlabeled,3,職務質問になった　<b>おわび</b>にさ,I apologize for asking you about your job duties.,S01E28
年中,ねんじゅう,"1. whole year, all year round, throughout the year<br>2. always, all the time, perpetually<br>3. during an era<br>4. middle class (of a nursery school, etc.)",N3,3,キミ <b>年中</b> 休んでるじゃない,You've been taking a break all year round.,"S01E28, S01E46"
あく,あく,"1. evil, wickedness<br>2. (role of) the villain (in theatre, etc.), the bad guy",Unlabeled,3,すみません　<b>あい</b>たらすぐ別の席を用意しますから,"Excuse me, I'll prepare another seat as soon as it becomes available.","S01E28, S01E43"
増やす,ふやす,"1. to increase, to add to, to augment",N2,3,メンバーを<b>増やす</b>のはやめよう,Stop adding more members,"S01E29, S01E48"
転職,てんしょく,"1. change of occupation, career change",Unlabeled,3,それで　<b>転職</b>したんだ,So I changed jobs,"S01E29, S01E34"
部長,ぶちょう,"1. head (chief, director) of a section or department<br>2. head of a (school) club, head of a (school) team",N4,3,マルビの株ですが <b>部長</b>の読みどおりでした,"As for Marubi's stock, it was just as the manager read.",S01E29
脇,わき,"1. armpit, under one's arm, side, flank<br>2. beside, close to, near, by<br>3. aside, to the side, away, out of the way<br>4. off-track, off-topic<br>5. deuteragonist, supporting role<br>6. second verse (in a linked series of poems)",N3,3,<b>脇</b>に財布を挟んでるんだね,You're holding your wallet under your arm.,"S01E29, S01E30, S01E50"
くっつける,くっつける,"1. to attach, to stick together, to paste, to glue<br>2. to place together, to put side-by-side<br>3. to make someone get married, to get someone hitched",N2,3,扇風機　背中に<b>くっつけ</b>て いったい　何がしたいの,What on earth do you want to do with a fan attached to your back?,S01E29
仕様,しよう,"1. way, method, means, resource, remedy<br>2. (technical) specification",N1,3,うちも今 ハロウィーン<b>仕様</b>の飾りになってますよ,Our house is now decorated for Halloween.,"S01E30, S01E37, S01E40"
込める,こめる,"1. to load (a gun, etc.), to charge<br>2. to put into (e.g. emotion, effort)<br>3. to include (e.g. tax in a sales price)<br>4. to hang over, to shroud, to enshroud, to envelop, to screen",N1,3,心を<b>込め</b>て クリスマスプレゼント!,A heartfelt Christmas present!,"S01E30, S01E37"
プッシュ,プッシュ,1. push,Unlabeled,3,これはいるね ラマデー 猛<b>プッシュ</b>で,This is here. Rama Day is being pushed hard.,S01E30
記念,きねん,"1. commemoration, celebration, honoring the memory of something, turning something into a memento, memory",N3,3,そうだ　<b>記念</b>に写真館で写真を撮るのはどうだろう,"That's right, how about taking a photo at a photo studio as a souvenir?","S01E30, S01E45, S01E49"
年俸,ねんぽう,1. annual salary,Unlabeled,3,じゃあ 僕とメジャーリガーみたいに<b>年俸</b>契約結ばない,Then you won't sign an annual salary contract with me like major riggers.,S01E30
もう一度,もういちど,"1. once more, again",N5,3,では　今の０．０５秒のプロセスを<b>もう一度</b>　見てみよう,"Now, let's take a look at the current 0.05 second process again.","S01E31, S01E32, S01E40"
ワッショイ,わっ,"1. boo! (sound used to scare someone)<br>2. ugh (dissatisfaction, aggravation)<br>3. ulp (consternation)",Unlabeled,3,それは <b>ワッショイ</b> 違うったら,"That's wasshoi, what if it wasn't right?","S01E31, S01E37"
ペンライト,ペンライト,1. penlight,Unlabeled,3,みんなの<b>ペンライト</b>が　きれい,Everyone's penlights are beautiful,S01E31
トゲ,とげ,"1. thorn, spine, prickle<br>2. splinter (esp. lodged in one's flesh), hard sharp item (esp. lodged in one's throat, e.g. fish bone)<br>3. biting words",Unlabeled,3,足で　ドラム　<b>トゲ</b>を打ち鳴らせ,Beat the drum thorns with your feet,"S01E31, S01E34"
無職,むしょく,"1. without an occupation, unemployed, jobless",Unlabeled,3,いたくないかな　基本<b>無職</b>では,"I don't want to, I'm basically unemployed.","S01E31, S01E50"
カンガルー,カンガルー,1. kangaroo,Unlabeled,3,ここは　<b>カンガルー</b>さんの菜園なんだ,This is Kangaroo's vegetable garden.,"S01E32, S01E43"
モッツァレラチーズ,モッツァレラチーズ,1. mozzarella cheese,Unlabeled,3,水牛さんのとれたてミルクで作る　<b>モッツァレラチーズ</b>は　最高なんだ,Mozzarella cheese made with freshly harvested water buffalo milk is the best,S01E32
チーズ,チーズ,"1. cheese<br>2. tee (piping), T-joint<br>3. cheese (said when taking a photograph)",N3,3,ニューヨーク<b>チーズ</b>ケーキと アップルパイ ブレンドとアールグレイですね,"New York cheesecake, apple pie blend, and Earl Gray.","S01E32, S01E41"
正直,しょうじき,"1. honest, frank, candid, straightforward<br>2. honestly, frankly",N3,3,<b>正直</b>なのは　わかったから　ひと回り見てからにしない？,"I know you're being honest, so why don't you take a look at it before you do it?",S01E32
