Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
モード,モード,"1. mode (musical mode, mode of probability distribution, state of physical system)<br>2. fashion",Unlabeled,2,きっと今 ハード<b>モード</b>ぐらいで…,I'm sure it's on hard mode now...,S01E01,
サッカー部,サッカーぶ,"1. soccer club (at a school), football club",Unlabeled,2,<b>サッカー部</b>のフォワードで レギュラーしてる人は―,Who is a regular forward on the soccer club?,S01E01,
フォワード,フォワード,"1. forward<br>2. forwarding (email)<br>3. forwards, forward contract",Unlabeled,2,サッカー部の<b>フォワード</b>で レギュラーしてる人は―,Who is a regular forward on the soccer club?,S01E01,
度,たび,"1. time (three times, each time, etc.), times",N3,2,正午過ぎには35<b>度</b>を超え 今年13度目の猛暑日となりました,"The temperature exceeded 35 degrees just after noon, making it the 13th hottest day of the year.","S01E01, S01E09",
ちなみ,ちなみ,"1. association, link, connection<br>2. pledge (esp. for marriage), promise",Unlabeled,2,<b>ちなみ</b>に ×ゼハヤ君と 出会う妄想は―,"By the way, my fantasy of meeting Zehaya-kun is...","S01E01, S01E10",
あんた,あんた,You (informal/blunt),Unlabeled,2,ああ もう 何考えてるの <b>あんた</b>は！,"Oh, what are you thinking already?","S01E01, S01E08",
うるせえ,うるさい,"1. noisy, loud<br>2. annoying, troublesome, tiresome, persistent, importunate<br>3. fussy, finicky, picky, particular, nagging, fastidious, bossy<br>4. shut up!, be quiet!",Unlabeled,2,<b>うるせえ</b>な チャラ男とバカ女どもが,"Noisy, frivolous men and stupid women","S01E01, S01E10",
付け,つけ,"1. bill, bill of sale, payment invoice<br>2. tab (for later payment), credit<br>3. contact move (in go), direct attack to an enemy stone<br>4. sound effect produced by striking with clappers a wooden board in kabuki<br>5. letter<br>6. reason, motive, pretext<br>7. one's fortune, one's luck",Unlabeled,2,こちら スプーンは お<b>付け</b>しますか？,Would you like a spoon here?,"S01E01, S01E08",
楽しめる,たのしむ,1. to enjoy (oneself),Unlabeled,2,ゆうちゃんと一緒なら 私も文化祭を<b>楽しめる</b>かもしれない,I might be able to enjoy the school festival with Yuu-chan too.,"S01E01, S01E11",
ステージ,ステージ,1. stage<br>2. performance,N2,2,いや これこそ 新たな<b>ステージ</b>に 向かう最初の難関,"No, this is the first hurdle towards a new stage.","S01E01, S01E10",
タダ,ただ,"1. ordinary, common, usual<br>2. free of charge<br>3. unaffected, as is, safe<br>4. only, merely, just, simply<br>5. but, however, nevertheless",Unlabeled,2,ここなら <b>タダ</b>で漫画を読めて ソロプレイヤーでも気兼ねしない,Here you can read manga for free and don't mind being a solo player.,"S01E01, S01E05",
読める,よめる,"1. to be able to read, to be legible, to be decipherable<br>2. to be readable (text, etc.), to read well<br>3. to understand, to divine, to perceive, to see",Unlabeled,2,ここなら タダで漫画を<b>読め</b>て ソロプレイヤーでも気兼ねしない,Here you can read manga for free and don't mind being a solo player.,"S01E01, S01E11",
昼,ひる,"1. noon, midday<br>2. daytime<br>3. lunch",N5,2,じゃあ 負けたほうが 今日のお<b>昼</b> おごりね,"Well, if you lose, I'll buy you lunch today.","S01E01, S01E05",
いよいよ,いよいよ,"1. more and more, all the more, increasingly<br>2. at last, finally, beyond doubt<br>3. (at the) last moment, worst possible time",N2,2,あとは <b>いよいよ</b>…,All that's left is...,"S01E01, S01E07",
食べ物,たべもの,1. food,N5,2,もう <b>食べ物</b>系なら 何でもよくね？,"Anything food-related is fine, right?","S01E01, S01E10",
何だかんだ,なんだかんだ,"1. something or other, one thing or another, this or that",Unlabeled,2,<b>何だかんだ</b>で １人でも楽しいじゃないか,Isn't it fun to be alone somehow?,"S01E01, S01E02",
かわいそう,かわいそう,"1. poor, pitiable, pathetic, pitiful",N3,2,こんな所でも１人なんて <b>かわいそう</b>,I feel sorry for being alone in a place like this.,"S01E01, S01E03",
並ぶ,ならぶ,"1. to line up, to stand in a line<br>2. to rival, to match, to equal",N5,2,でねでね １時間も<b>並ん</b>で食べたの～,We waited in line for an hour to eat.,"S01E01, S01E07",
んっ,ん,"1. yes, yeah, uh huh<br>2. huh?, what?<br>3. 's, of, belonging to",Unlabeled,2,<b>んっ</b>！ 何 突っ立ってんだよ？ 早く行けよ,Huh! Why are you standing there? Go quickly,"S01E01, S01E04",
もったい,もったい,"1. superior airs, air of importance<br>2. overemphasis",Unlabeled,2,<b>もったい</b>ねえなあ ある意味 超レアだったぞ,"What a waste.In a sense, it was super rare.","S01E01, S01E04",
レア,レア,"1. rare, uncommon, unusual<br>2. rare, lightly cooked<br>3. rhea (bird of family Rheidae)<br>4. Rhea (Greek goddess)<br>5. Rhea (moon of Saturn)",Unlabeled,2,もったいねえなあ ある意味 超<b>レア</b>だったぞ,"What a waste.In a sense, it was super rare.","S01E01, S01E05",
以来,いらい,"1. since, henceforth",N3,2,クイーン 去年の夏<b>以来</b>じゃねえ？,"QUEEN It's been since last summer, hasn't it?","S01E02, S01E08",
振り返る,ふりかえる,"1. to turn one's head, to look over one's shoulder, to turn around, to look back<br>2. to think back (on), to reminisce, to look back (on), to reflect (on)",Unlabeled,2,過去なんか <b>振り返り</b>たくないのに！,I don't want to look back on the past!,"S01E02, S01E12",
慣れる,なれる,"1. to get used to, to grow accustomed to, to become familiar with<br>2. to become skilled in, to become experienced at<br>3. to become tame, to become domesticated<br>4. to get used to doing",N4,2,この席にも だいぶ<b>慣れ</b>た,I've gotten used to this seat.,"S01E02, S01E12",
減る,へる,"1. to decrease (in size or number), to diminish, to abate",N3,2,脳の酸素供給量が <b>減り</b>―,Oxygen supply to the brain decreases.,"S01E02, S01E04",
修学旅行,しゅうがくりょこう,"1. excursion, field trip, school trip",Unlabeled,2,いいな～ ２年生 <b>修学旅行</b>で,That's great~ 2nd year students on a school trip,S01E02,
困る,こまる,"1. to be troubled, to have difficulty, to be in a fix, to be at a loss, to be stumped, to be embarrassed<br>2. to be bothered, to be inconvenienced, to be annoyed<br>3. to be badly off, to be hard up, to be in straitened circumstances",N5,2,ちょっと<b>困っ</b>てんだよね,I'm in a bit of trouble.,"S01E02, S01E08",
ペア,ペア,1. pair<br>2. pair-oared boat<br>3. pear,N1,2,<b>ペア</b>組んで似顔絵だって,Let's make a portrait in pairs,S01E02,
絵の具,えのぐ,"1. paint, coloring materials, colors, colours",N2,2,床に残る<b>絵の具</b>の汚れ…,Paint stains left on the floor...,S01E02,
部員,ぶいん,"1. staff, member (club, society, etc.)",Unlabeled,2,やっぱ <b>部員</b>の誰かが好きなのか？,Do you really like one of the club members?,"S01E02, S01E10",
んで,で,"1. coming out, going out, outflow, efflux, rising (of the Sun or the Moon)<br>2. attending (work), appearing (on stage), one's turn to go on<br>3. start, beginning<br>4. origins, background, person (or item) originating from ..., graduate of ..., native of ..., member of ... (lineage)<br>5. architectural member that projects outward<br>6. highest point of the stern of a ship<br>7. amount (comprising something), amount of time or effort required to do something",Unlabeled,2,<b>んで</b> やることやって 何となく気まずくなって―,"So I did what I was supposed to do, and somehow felt awkward...","S01E02, S01E12",
気まずい,きまずい,"1. unpleasant, awkward, embarrassing, uneasy",Unlabeled,2,やっぱ 姉でも ちょっと<b>気まずい</b>？,Isn't it a bit awkward even though she's my sister?,"S01E02, S01E03",
別れる,わかれる,"1. to part (usu. of people), to part from, to part with, to be apart from<br>2. to separate (of a couple), to break up, to divorce<br>3. to lose (e.g. one's mother), to be bereaved",N4,2,今 <b>別れろ</b>！,Break up now!,S01E02,
びっくり,びっくり,"1. to be surprised, to be amazed, to be frightened, to be astonished, to get startled, to jump<br>2. surprise (e.g. surprise party)",N4,2,いきなり行ったら 親 <b>びっくり</b>するよね？,"If you suddenly go, your parents will be surprised, right?","S01E02, S01E12",
野球部,やきゅうぶ,"1. baseball club (at a university, corporation, etc.), baseball team",Unlabeled,2,〝<b>野球部</b>の真実を見抜く〞,``See through the truth about the baseball club'',"S01E02, S01E12",
数,しばしば,"1. often, again and again, frequently, repeatedly",N3,2,<b>数</b>日後には１学期が終わる,The first semester will end in a few days.,"S01E02, S01E06",
しゃべる,しゃべる,"1. to talk, to chat, to chatter",N3,2,くだらねえことばっかり <b>しゃべり</b>やがって―,All you talk is nonsense...,"S01E02, S01E05",
痛み,いたみ,"1. pain, ache, soreness, grief, distress<br>2. damage, injury, wear, bruise, break",N3,2,妄想に戻れる<b>痛み</b>じゃない！,It's not the pain that makes me go back to delusion!,S01E02,
リアリティー,リアリティ,1. reality,Unlabeled,2,<b>リアリティー</b>がないので 中１でやめた,I quit in 1st year of junior high school because it lacked reality.,"S01E02, S01E10",
戻れる,戻れる,1. I can go back (Auto-translated),Unlabeled,2,妄想に<b>戻れる</b>痛みじゃない！,It's not the pain that makes me go back to delusion!,"S01E02, S01E07",
生徒,せいと,"1. pupil, student, schoolchild",N5,2,手の空いている<b>生徒</b>がいましたら 手伝いをお願いします,"If any students have free hands, please help them.","S01E02, S01E11",
行う,おこなう,"1. to perform, to do, to conduct oneself, to carry out",N4,2,体育館にて 椅子の設置作業を<b>行っ</b>ています,We are working on installing chairs in the gymnasium.,"S01E02, S01E11",
初芝,初芝,Hatsushiba,Unlabeled,2,<b>初芝</b> 何ですか？,Hatsushiba What is it?,S01E02,
仲,なか,"1. relation, relationship",N3,2,<b>仲</b>よくなりたいみたいに なってんだ～！,It's like I want to be friends with you!,"S01E02, S01E08",
乗る,のる,"1. to get on (train, plane, bus, ship, etc.), to get in, to board, to take, to embark<br>2. to get on (e.g. a footstool), to step on, to jump on, to sit on, to mount<br>3. to reach, to go over, to pass<br>4. to follow, to stay (on track), to go with (the times, etc.)<br>5. to take part, to participate, to join<br>6. to get into the swing (and sing, dance, etc.)<br>7. to be deceived, to be taken in<br>8. to be carried, to be spread, to be scattered<br>9. to stick, to attach, to take, to go on",N5,2,うん 電車に<b>乗る</b>ときは 友達と一緒だから平気だよ,"Yeah, I'm fine when I take the train because I'm with my friends.","S01E02, S01E04",
絵,え,"1. picture, drawing, painting, sketch<br>2. image (TV, film, etc.), picture, footage",N5,2,何 この下手くそな<b>絵</b>,What is this lame drawing?,"S01E02, S01E10",
汚い,きたない,"1. dirty, filthy, foul, unclean<br>2. disordered, messy, untidy, poor (e.g. handwriting)<br>3. indecent (language, etc.), dirty, vulgar, coarse<br>4. dastardly, mean, base, underhanded<br>5. stingy, greedy",N5,2,いや ちょっと<b>汚く</b>なったか,"No, it got a little dirty.","S01E02, S01E06",
ゲッ,ゲエズご,1. Ge'ez (language)<br>2. Ge'ez language,Unlabeled,2,<b>ゲッ</b>！ な… 何で にらんでんの？,Geez! Wha... why are you staring at me?,"S01E02, S01E04",
わざわざ,わざわざ,"1. expressly, especially, taking the trouble (to do), going to the trouble of (doing), going out of one's way (to do)<br>2. intentionally, deliberately",Unlabeled,2,悪いな <b>わざわざ</b>持ってきてもらって,Too bad I had to go out of my way to bring it to you.,"S01E02, S01E03",
驚く,おどろく,"1. to be surprised, to be astonished",N4,2,<b>驚き</b>ました すばらしい値段です,"I was surprised, great price","S01E02, S01E04",
ウエッ,ウェブ,"1. web, World Wide Web<br>2. Webb",Unlabeled,2,<b>ウエッ</b>!?,Huh!?,"S01E02, S01E06",
下ネタ,しもネタ,"1. dirty joke, blue joke<br>2. indecent topic, bawdy subject, sex talk",Unlabeled,2,クソつまんねえ<b>下ネタ</b>で 笑ってるくせに…,Even though you're laughing at such boring and dirty jokes...,"S01E02, S01E03",
ビビる,ビビる,"1. to feel nervous, to feel afraid, to feel self-conscious, to lose one's nerve, to get cold feet, to get the jitters<br>2. to be startled, to be surprised, to be shocked, to feel frightened, to be spooked<br>3. to be shy, to be bashful",Unlabeled,2,メス１人 <b>ビビら</b>すことができないなんて,I can't believe I can't scare a single female.,"S01E02, S01E11",
厳しい,きびしい,"1. severe, strict, rigid, unsparing, relentless<br>2. hard (to do), difficult, tricky<br>3. intense (e.g. cold), harsh (weather), inclement",N4,2,今は規制が<b>厳しい</b>から 日常系アニメしかできないんだって,"Nowadays, regulations are so strict that only daily life anime can be done.","S01E02, S01E05",
やれる,やれる,1. I can do it (Auto-translated),Unlabeled,2,こいつとも うまく<b>やれ</b>そうだ,I think I'll get along well with this guy.,"S01E02, S01E10",
ボタン,ボタン,1. button (clothing)<br>2. push-button,N5,2,リズムに合わせて <b>ボタン</b>を押してね！,Press the button according to the rhythm!,"S01E02, S01E04",
落ち込む,おちこむ,"1. to feel down, to feel sad, to be depressed, to be in low spirits<br>2. to be in a slump (business, economy, etc.), to be in an unfavourable condition<br>3. to fall into (e.g. a hole)",N1,2,私 くだらないことで <b>落ち込ん</b>でた！,I was depressed over trivial things!,S01E02,
うっとうしい,うっとうしい,"1. gloomy (e.g. mood), depressing<br>2. irritating, troublesome<br>3. heavy (weather), cloudy",Unlabeled,2,つか お前が <b>うっとうしい</b>よな,"Well, you're annoying.",S01E02,
うい,はごろも,"1. angel's raiment, robe of feathers<br>2. wings of birds or insects, plumage of birds<br>3. type of bug",Unlabeled,2,ま<b>うい</b>棒なら 10本ぐらいまで おごってあげるから―,I'll buy you up to 10 mai sticks.,"S01E03, S01E08",
っす,です,"1. be, is",Unlabeled,2,ちょ おねえさん 声でかい<b>っす</b>！,"Hey, sister, you're loud!","S01E03, S01E06",
気配,けはい,"1. indication, sign, hint, sensation, feeling<br>2. tone (of the market)",N2,2,<b>気配</b>を遮断しろ ステルスモコだ！,"Block out the presence, it's Stealth Moco!","S01E03, S01E06",
風刺,ふうし,"1. satire, irony, sarcasm",Unlabeled,2,“<b>風刺</b>文学は短命である”と 言っているが それはなぜか？,Why is it said that satirical literature is short-lived?,S01E03,
社会,しゃかい,"1. society, public, community, the world<br>2. social studies",N4,2,まず <b>社会</b>風刺とは それが書かれた時代の話題性や―,"First, what is social satire? The topicality of the era in which it was written...","S01E03, S01E06",
へっ,ヘッドホン,"1. headphone, headphones<br>2. Headphones",Unlabeled,2,<b>へっ</b>？ は… はい,Huh? Yes... yes,"S01E03, S01E11",
さっさと,さっさと,"1. quickly, promptly, immediately, without delay, briskly, hurriedly, hastily<br>2. indifferently, coldly",N2,2,あ～ もういい 座れ <b>さっさと</b>隣に見せてもらえ,"Ah, that's enough, sit down and let me show it to the person next to you.",S01E03,
とおり,とおり,"1. avenue, street, way, road<br>2. coming and going, street traffic<br>3. flow (of water, air, etc.)<br>4. transmission (of sound), reach (e.g. of voice)<br>5. fame, reputation, popularity<br>6. the same status or way, as (e.g. as expected, as I said)<br>7. understanding, comprehension<br>8. counter for sets of things, counter for methods, ways, types",Unlabeled,2,え～ さっきも言った<b>とおり</b>…,"Eh, as I said earlier...","S01E03, S01E05",
オッサン,おっさん,1. middle-aged man<br>2. Buddhist priest,Unlabeled,2,何で <b>オッサン</b>という生き物は あんなに説教が好きなんだ？,Why do old men like preaching so much?,S01E03,
最低,さいてい,"1. least, lowest, minimum<br>2. worst<br>3. awful, horrible, nasty, disgusting<br>4. at the very least",N3,2,今日一日を乗り切るには <b>最低</b>でも300分 必要だ,I need at least 300 minutes to get through the day.,"S01E03, S01E11",
殺し,ころし,"1. murder, killing, murderer",Unlabeled,2,何で 過去が私を<b>殺し</b>にかかるの？,Why is my past trying to kill me?,"S01E03, S01E12",
増水,ぞうすい,"1. rising water (of river, lake, etc.), swelling water, increased water, high water",Unlabeled,2,<b>増水</b>して橋に水がついてる！,The water is rising and the bridge is covered with water!,S01E03,
わし,わし,"1. washi, Japanese paper",Unlabeled,2,ったく <b>わし</b>がいたから よかったんだぞ！,It was a good thing that I was there!,S01E03,
壊れる,こわれる,"1. to be broken, to break<br>2. to fall through, to come to nothing",N4,2,まさか<b>壊れる</b>とはな,I never thought it would break,S01E03,
限界,げんかい,"1. limit, bound",N3,2,ダメだ もう<b>限界</b>だ！ 息苦しい！,"No, I'm at my limit! It's hard to breathe!","S01E03, S01E07",
かく,かく,"1. like this, such, thus, in this way",Unlabeled,2,チョークで頭 <b>かい</b>てたんだって,He was scratching his head with chalk.,"S01E03, S01E10",
横,よこ,"1. horizontal (as opposed to vertical), lying down<br>2. side-to-side (as opposed to front-to-back), width, breadth<br>3. side (of a box, etc.)<br>4. beside, aside, next to<br>5. unconnected",N5,2,<b>横</b>に置いたし 大丈夫だろ,I put it aside and it's fine.,"S01E03, S01E10",
おかえりなさい,おかえりなさい,1. welcome home,Unlabeled,2,<b>おかえりなさい</b>,Welcome back,"S01E03, S01E04",
解放,かいほう,"1. release, unleashing, liberation, emancipation, setting free<br>2. deallocation (of computer memory)",N2,2,ここで全ての女子力を <b>解放</b>してもいいんだぞ,You can unleash all your feminine power here.,"S01E03, S01E07",
仮病,けびょう,1. feigned illness,Unlabeled,2,やった～！ <b>仮病</b> 成功した～！,Yay! The fake illness was successful!,S01E03,
説得力,せっとくりょく,"1. persuasiveness, powers of persuasion, cogency",Unlabeled,2,中学生相手でも<b>説得力</b>のある ビッチ女子高生にならなくては,I have to become a bitch high school girl that can be convincing even to middle school students.,"S01E03, S01E08",
なっ,なあ,"1. hey, say, look",Unlabeled,2,<b>なっ</b>… 急に抱きついてきた,What... He suddenly hugged me.,"S01E03, S01E11",
熱,ねつ,"1. heat<br>2. fever, temperature<br>3. zeal, passion, enthusiasm, mania, craze, rage",N4,2,<b>熱</b>が高いから今日はお休みね,"I have a high fever, so I will take a day off today.",S01E03,
必死,ひっし,"1. frantic, frenetic, desperate<br>2. inevitable death<br>3. brinkmate (inevitable checkmate)",N3,2,私が<b>必死</b>に学校行くってのに 何 寝てんだ！,"I was desperately trying to go to school, so why are you sleeping?","S01E03, S01E12",
硬い,かたい,"1. hard, solid, tough<br>2. stiff, tight, wooden, unpolished (e.g. writing)<br>3. strong, firm (not viscous or easily moved)<br>4. safe, steady, honest, steadfast<br>5. obstinate, stubborn<br>6. bookish, formal, stuffy",N3,2,あんな<b>硬く</b>て 重くて でかい球 投げ合うとか 狂気の沙汰だし,"It's crazy to throw such hard, heavy, and huge balls at each other.","S01E03, S01E04",
心理,しんり,"1. state of mind, mentality, psychology",N3,2,ねえ ねえ <b>心理</b>テストしない？,"Hey, hey, why don't you do a psychological test?",S01E03,
テレビ,テレビ,"1. television, TV<br>2. TV program, TV programme, TV broadcast",N5,2,フン 別に 花火なんて<b>テレビ</b>でも見れるし,"Hmph, you can watch fireworks on TV.","S01E03, S01E06",
道,みち,"1. road, path, street, lane, passage<br>2. route, way<br>3. distance, journey<br>4. road (e.g. to victory), course<br>5. way (of living, proper conduct, etc.), moral principles<br>6. teachings (esp. Confucian or Buddhist), dogma<br>7. field (e.g. of medicine), subject, speciality<br>8. means, way, method",N5,2,<b>道</b>は途中で二手に分かれていて―,The road splits into two in the middle...,S01E03,
片方,かたほう,"1. one side, one party, counterpart, the other side, the other party<br>2. one of a pair, fellow, mate",Unlabeled,2,もう<b>片方</b>は 森にたどり着きます,The other one ends up in the forest.,S01E03,
林,はやし,"1. wood, woods, forest, grove, copse, thicket<br>2. bunch (of something), cluster, line, collection",N4,2,片方は<b>林</b>―,One side is Hayashi-,S01E03,
森,もり,1. forest<br>2. shrine grove,N4,2,もう片方は <b>森</b>にたどり着きます,The other one ends up in the forest.,S01E03,
たどり着く,たどりつく,"1. to arrive at (after a struggle), to finally reach, to find one's way to, to finally hit on (e.g. an idea)",Unlabeled,2,もう片方は 森に<b>たどり着き</b>ます,The other one ends up in the forest.,"S01E03, S01E04",
アハハハ,あはは,1. a-ha-ha (laughing loudly),Unlabeled,2,やだ～ <b>アハハハ</b>,Oh no~ Ahahaha,"S01E03, S01E05",
しかたない,しかたない,"1. there's no (other) way<br>2. cannot be helped, unavoidable, inevitable, (there's) nothing one can do, having no choice<br>3. it's no use (doing), pointless, useless, no good, insufficient, not enough<br>4. hopeless (person), annoying, troublesome, awful<br>5. cannot stand it, unbearable, cannot help (doing, feeling), dying (to do)",Unlabeled,2,夏休みの宿題なら <b>しかたない</b>よ,"If it's summer vacation homework, I can't help it.","S01E03, S01E08",
ターゲット,ターゲット,1. target,Unlabeled,2,私はスコープに映る 哀れな<b>ターゲット</b>のために―,"I'm reflected in the scope, for the poor target...",S01E03,
キャー,きゃっ,"1. yikes!, eek!, ouch!, blech<br>2. ook, eek<br>3. customer",Unlabeled,2,飛んだーっ！ <b>キャー</b>！,It flew! Kya!,"S01E03, S01E12",
保健,ほけん,"1. preservation of health, hygiene, sanitation",N2,2,私 <b>保健</b>の先生 呼んできます！,I'll call the health teacher!,"S01E03, S01E11",
っと,と,"1. if, when<br>2. and<br>3. with<br>4. used for quoting (thoughts, speech, etc.)<br>5. promoted pawn<br>6. indicates a question",Unlabeled,2,えー<b>っと</b>… “一人で夏休みを楽しむ方法”っと,Well… “How to enjoy summer vacation alone”,"S01E03, S01E07",
勝手,かって,"1. one's own convenience, one's way, selfishness<br>2. surroundings, environment, way of doing things<br>3. convenience, ease of use<br>4. financial circumstances, living, livelihood<br>5. kitchen<br>6. right hand (in archery), hand that pulls the bowstring<br>7. unauthorised (e.g. phone app, WWW site), unofficial",Unlabeled,2,私の<b>勝手</b>だろうが！ 出てけよ！,It's my choice! Get out!,"S01E03, S01E08",
そば,そば,"1. buckwheat (Fagopyrum esculentum)<br>2. soba, Japanese buckwheat noodles",N5,2,私が <b>そば</b>にいてやんよ,I'll be by your side,S01E03,
シカト,シカト,"1. ignoring (somebody), ostracizing, leaving (someone) out",Unlabeled,2,こいつの相手してても無駄だ <b>シカト</b>しよう,"There's no point in dealing with this guy, let's just do it.","S01E03, S01E05",
看病,かんびょう,1. nursing (a patient),N2,2,一日中 <b>看病</b>してやったのに 人に風邪もうつせなかったクズが！,This scumbag couldn't even give anyone a cold even though I took care of him all day!,S01E03,
かゆ,かゆ,"1. thin rice porridge, watery cooked rice, rice gruel, congee<br>2. breakfast (in Zen temples)",Unlabeled,2,お<b>かゆ</b>作ってるから 代わりに出て！,"I'm making porridge, so please come instead!","S01E03, S01E06",
てめえ,てめえ,You (Very rude/aggressive),Unlabeled,2,<b>てめえ</b> 何 入ってきてんだ!? 病気持ちが近寄るな！,"Hey, what's going on here?! Don't let sick people come near you!","S01E03, S01E09",
近寄る,ちかよる,"1. to approach, to draw near",N2,2,てめえ 何 入ってきてんだ!? 病気持ちが<b>近寄る</b>な！,"Hey, what's going on here?! Don't let sick people come near you!","S01E03, S01E07",
ほとんど,ほとんど,"1. mostly, nearly, practically, well-nigh, almost invariably, all but, just about, almost",N4,2,いや <b>ほとんど</b>治ったよ,"No, it's almost healed.","S01E03, S01E04",
メール,メール,"1. email<br>2. mail (usu. in compound words), post<br>3. message (sent over a chat application), (SMS) text<br>4. male",Unlabeled,2,変な<b>メール</b> 送ってたから,Because I was sending you a strange email,"S01E03, S01E09",
最後,さいご,"1. end, conclusion<br>2. last, final, latest, most recent<br>3. no sooner than, once, right after (often having negative consequences)<br>4. one's final moments",N4,2,<b>最後</b>にちょっとだけ 適当な記事を見て…,"Finally, just a quick look at some random articles...",S01E04,
記事,きじ,"1. article, news story, report, account",N3,2,最後にちょっとだけ 適当な<b>記事</b>を見て…,"Finally, just a quick look at some random articles...",S01E04,
よる,よる,"1. to be due to, to be caused by<br>2. to depend on, to turn on<br>3. to be based on, to come from<br>4. to be based at (a location, an organization), to be headquartered at",Unlabeled,2,某大学の 研究に<b>よる</b>と―,According to research at a certain university...,"S01E04, S01E11",
うつぶせ寝,うつぶせ寝,1. sleeping on stomach (Auto-translated),Unlabeled,2,<b>うつぶせ寝</b>は 他の体勢で眠るより―,Sleeping on your stomach is better than sleeping in any other position.,S01E04,
肺,はい,1. lung,N1,2,胃や<b>肺</b>が 圧迫されるため―,Because the stomach and lungs are compressed...,S01E04,
酸素,さんそ,1. oxygen (O),N3,2,<b>酸素</b>不足に陥った大脳が 混乱して―,"The brain, which has been deprived of oxygen, becomes confused...",S01E04,
不足,ふそく,"1. insufficiency, deficiency, shortage, lack, scarcity, deficit<br>2. dissatisfaction, discontent, complaint",N3,2,酸素<b>不足</b>に陥った大脳が 混乱して―,"The brain, which has been deprived of oxygen, becomes confused...","S01E04, S01E12",
花,はな,"1. flower, blossom, bloom, petal<br>2. cherry blossom<br>3. beauty<br>4. blooming (esp. of cherry blossoms)<br>5. ikebana<br>6. hanafuda<br>7. (the) best<br>8. glorious, lovely",N5,2,体臭が お<b>花</b>の匂いになったりしたら…,If your body odor turns into the smell of flowers...,"S01E04, S01E06",
趣味,しゅみ,"1. hobby, pastime<br>2. tastes, preference, liking",N4,2,虫姦の<b>趣味</b>なんか ねえよ！,I don't have a hobby of raping insects!,S01E04,
あるいは,あるいは,"1. or, either ... or<br>2. maybe, perhaps, possibly<br>3. some ... and others ..., sometimes ... and at other times ...",N3,2,<b>あるいは</b> 男に囲まれたこの環境が？,Or this environment surrounded by men?,"S01E04, S01E09",
アピール,アピール,"1. appeal (e.g. to public opinion), plea, request<br>2. appeal (e.g. sex appeal), attractiveness, allure<br>3. appeal (e.g. in baseball)<br>4. emphasizing (strong points, etc.), showing off, touting, calling attention to, playing up, using as a selling point, pitch",Unlabeled,2,自分から声をかけたり <b>アピール</b>しなかったとはいえ―,Even though I didn't call out or appeal to myself...,"S01E04, S01E12",
いっつ,いっつう,"1. one copy (of a document), one letter<br>2. one-way traffic<br>3. pure straight, winning hand containing nine consecutive tiles of the same suit (i.e. 1-9)",Unlabeled,2,<b>いっつ</b>も隣に座ってくる男が いるんだけど～,There's a guy who always comes to sit next to me...,"S01E04, S01E08",
キモい,キモイ,"1. gross, disgusting",Unlabeled,2,何それ？ 超<b>キモい</b>！,What is that? Super creepy!,"S01E04, S01E10",
過剰,かじょう,"1. excess, surplus, superabundance, overabundance",N2,2,どうしよう ホルモンの<b>過剰</b>分泌とかで―,What should I do about excessive secretion of hormones?,"S01E04, S01E06",
ケツ,けつ,"1. ass, arse, buttocks<br>2. rear, end<br>3. acupuncture point",Unlabeled,2,うん ちょっと<b>ケツ</b>を もみほぐされただけだから 大丈夫,"Yeah, I just had my ass massaged a little bit, so it's okay.","S01E04, S01E11",
心配,しんぱい,"1. worry, concern, anxiety, uneasiness, fear<br>2. care, help, aid, assistance",N4,2,それより もこっちのほうが<b>心配</b>だよ,I'm more worried about this than that.,"S01E04, S01E10",
相談,そうだん,"1. consultation, discussion, discussing, asking (somebody) for advice",N4,2,何かあったら すぐに<b>相談</b>してね,"If you have any questions, please contact me immediately.","S01E04, S01E12",
まるで,まるで,"1. quite, entirely, completely, at all<br>2. as if, as though, just like",N3,2,<b>まるで</b>痴漢に遭ってるほうが 女として優れてるみたいな…,It's like being molested makes you a better woman...,S01E04,
眠れる,ねむれる,"1. sleeping, asleep, resting, slumbering<br>2. to be able to sleep",Unlabeled,2,昨日は<b>眠れ</b>なかったわ,I couldn't sleep last night,"S01E04, S01E07",
出せる,でる,"1. to leave, to exit, to go out, to come out, to get out<br>2. to leave (on a journey), to depart, to start out, to set out<br>3. to move forward",Unlabeled,2,元気 <b>出せよ</b> 俺がついてるから,"Cheer up, I'm with you","S01E04, S01E07",
安全,あんぜん,"1. safety, security",N4,2,<b>安全</b>の確認が終了するまで しばらくお待ちください,Please wait for a while until the safety check is completed.,S01E04,
止まる,とまる,"1. to stop (moving), to come to a stop<br>2. to stop (doing, working, being supplied), to come to a halt, to cease, to be stopped, to be suspended<br>3. to alight, to perch on",N5,2,<b>止まら</b>ない 口の中が血生臭い,"I can't stop, my mouth smells like blood","S01E04, S01E11",
閉まる,しまる,"1. to be shut, to close, to be closed<br>2. to be firm (of a body, face, etc.), to be well-knit<br>3. to be locked<br>4. to tighten, to be tightened<br>5. to become sober, to become tense",N5,2,ドア <b>閉まり</b>ます,door closes,S01E04,
ぐっ,ぐっすり,"1. soundly (sleeping), fast (asleep)",Unlabeled,2,<b>ぐっ</b> ううっ…,Ugh...,"S01E04, S01E09",
