Expression,Reading,Meaning,Level,Frequency,Sentence,Translation,Episodes,Image
多数,たすう,"1. large number (of), many<br>2. majority",Unlabeled,2,上位に<b>多数</b>名を連ねる 頭脳派集団,A group of intelligent people with many people in the top ranks,"S01E05, S01E20",
頭脳,ずのう,"1. head, brains<br>2. intellect, understanding",N2,2,その後も 海藤は <b>頭脳</b>プレーで燃堂を翻弄,"Even after that, Kaito continues to toy with Gendo with his brain plays.","S01E05, S01E17",
脅威,きょうい,"1. threat, menace",Unlabeled,2,“ネクロソフィア”と呼ばれる 魔物の<b>脅威</b>におびえていた,"Frightened by the threat of a monster called ""Necrosophia""","S01E05, S01E10",
走,そう,"1. run, race",Unlabeled,2,バック<b>走</b>なのに 全然 追いつけない！,"Even though I'm running backwards, I can't catch up at all!","S01E05, S01E17",
ハードディスク,ハードディスク,1. hard-disk,Unlabeled,2,なんと １テラバイトの <b>ハードディスク</b>内蔵で,It has a built-in 1 terabyte hard disk.,"S01E05, S01E16",
スピード,スピード,1. speed,N1,2,何て<b>スピード</b>とバネ！,What speed and spring!,"S01E05, S01E22",
確実,かくじつ,"1. certain, sure, definite, reliable, sound, solid, safe, secure",N3,2,<b>確実</b>に調整可能だ,It's definitely adjustable,"S01E05, S01E08",
部員,ぶいん,"1. staff, member (club, society, etc.)",Unlabeled,2,勝ちにこだわりすぎるあまり 他の<b>部員</b>が温度差を感じて,"I was too focused on winning, and other members felt a difference in enthusiasm.","S01E05, S01E07",
速,そく,"1. gear, speed (e.g. 4-speed transmission)",Unlabeled,2,何だ アイツ!? めちゃくちゃ<b>速</b>ぇぇー！,What is he!? He’s so fast!,S01E05,
並,なみ,"1. average, medium, common, ordinary<br>2. mid-grade (item), regular grade<br>3. same level as, equal to, equivalent to, on par with<br>4. each (e.g. month), every<br>5. row of (teeth, houses, etc.), line of",Unlabeled,2,頭もルックスも全て<b>並</b>,Head and looks are all average,S01E05,
輝かしい,かがやかしい,"1. brilliant, glorious, glittering, bright, splendid (e.g. achievement, success), promising (e.g. future)",Unlabeled,2,でも たった１回のジャンケンが 僕の世界を<b>輝かしく</b>変えた,"But just one rock, paper, scissors game changed my world brightly.",S01E05,
エスパー,エスパー,"1. ESPer, one who has ESP (extrasensory perception)",Unlabeled,2,寸分違わず想像できる君は <b>エスパー</b>か何かか？,Are you a Psychic or something that I can imagine exactly?,"S01E05, S01E08",
お祝い,おいわい,"1. congratulation, congratulations, celebration, festival<br>2. congratulatory gift, present",N4,2,斉木君の関係者から <b>お祝い</b>の言葉 もらってきたの,I received words of congratulations from people related to Saiki.,"S01E05, S01E24",
ぶっちぎり,ぶっちぎり,"1. establishing a large lead over one's competitors, breaking away (from the field)",Unlabeled,2,沢北 照橋さんペア <b>ぶっちぎり</b>の１位！,Sawakita Teruhashi pair hands down 1st place!,"S01E05, S01E17",
しかと,シカト,"1. ignoring (somebody), ostracizing, leaving (someone) out",Unlabeled,2,君の一生の思い出 <b>しかと</b>見届けたぞ,I was able to witness your lifelong memories.,S01E05,
打ち合わせ,うちあわせ,"1. advance arrangements, preparatory meeting, briefing session<br>2. overlap (of a coat, etc.)<br>3. making something match exactly",N1,2,担当してる漫画家さんと <b>打ち合わせ</b> あるんでしょ？,"You have a meeting with the manga artist who is in charge of it, right?","S01E05, S01E21",
ちか,ちか,"1. basement, cellar, underground place<br>2. underground, below ground<br>3. secret, under cover<br>4. underground (railway), subway, metro",Unlabeled,2,って お前ん<b>ちか</b>よ！,It's you!,"S01E05, S01E21",
よいしょっ,よいしょ,"1. huff!, yo-heave-ho!, heigh-ho<br>2. to butter up, to suck up to",Unlabeled,2,これ これ～ <b>よいしょっ</b>と,This is good shot,"S01E05, S01E12",
オーマイガー,オーマイゴッド,"1. oh my God, OMG",Unlabeled,2,<b>オーマイガー</b> オーマイガー！,Oh my god Oh my god!,S01E05,
大統領,だいとうりょう,"1. president (of a nation)<br>2. big man, boss, buddy, mate",N3,2,所長！ <b>大統領</b>につながりました！,Director! Connected to the president!,S01E05,
通常,つうじょう,"1. usual, ordinary, normal, regular, general, common",N1,2,<b>通常</b>なら ２万８千円なんだけど,"Normally it would be 28,000 yen.","S01E05, S01E13",
ええー,ええ,"1. yes, that is correct, right<br>2. um, errr<br>3. huh?<br>4. grrr, gah, Must I?<br>5. good",Unlabeled,2,<b>ええー</b>!?,Eh!?,"S01E05, S01E06",
らん,らん,"1. section (e.g. in a newspaper), column, page<br>2. field (in a form, web page, etc.), blank<br>3. handrail, railing, banister, balustrade",Unlabeled,2,相棒がこんな時に 体育祭なんて やって<b>らん</b>ねーよな,I wouldn't go to a sports festival when my partner was like this.,"S01E05, S01E17",
にて,で,"1. at, in<br>2. at, when<br>3. by, with<br>4. and then, so<br>5. and, then<br>6. let me tell you, don't you know",Unlabeled,2,これ<b>にて</b> 午前の部は終了となります,This concludes the morning session.,"S01E05, S01E13",
さーて,さて,"1. well, now, then",Unlabeled,2,<b>さーて</b> 相棒 飯にしようぜ,"Alright buddy, let's have some food.","S01E05, S01E11",
早退,そうたい,1. leaving early,Unlabeled,2,まだ具合悪いんか？ <b>早退</b>した方がいいんじゃね？,Are you still sick? Wouldn't it be better to leave early?,S01E05,
とける,とける,"1. to be solved, to be resolved<br>2. to loosen, to come untied, to come undone<br>3. to be removed (of restrictions), to be lifted (e.g. a ban), to be broken (spells, curses, etc.)<br>4. to dissipate (of anger, tension, etc.), to melt away, to ease, to be appeased, to be resolved (of a dispute, misunderstanding, etc.), to be cleared up",Unlabeled,2,なんかコイツのことは ほっ<b>とけ</b>ねーんだよな,I just can't leave this guy alone.,"S01E05, S01E09",
浮かれる,うかれる,"1. to make merry, to be festive",Unlabeled,2,わしら テレビに出て <b>浮かれ</b>てたんじゃよ,We were having fun appearing on TV.,"S01E05, S01E12",
ぶつける,ぶつける,"1. to hit (e.g. one's head), to strike, to crash into<br>2. to throw (e.g. a ball, a question, a demand)<br>3. to express, to vent (e.g. one's anger)",N2,2,持てる力 全て<b>ぶつけろ</b>！ できる できるんだ～！,Give it everything you have! I can do it! I can do it!,"S01E05, S01E16",
密着,みっちゃく,"1. close adhesion, sticking firmly to, being glued to<br>2. relating closely to, having relevance to<br>3. contact printing",Unlabeled,2,体 <b>密着</b>させないでよ オレは二人三脚でビリ…,"Don't let our bodies touch each other, I'm tired of two people...","S01E05, S01E22",
恨む,うらむ,"1. to bear a grudge against, to resent, to blame, to curse, to feel bitter towards",N2,2,ウチが勝っても <b>恨ま</b>ないでくださいね,Please don't hold any grudges even if we win.,"S01E05, S01E14",
罰,ばち,"1. (divine) punishment, curse, retribution",N1,2,<b>罰</b>として お前ら全員 坊主だ！,"As a punishment, all of you will be monks!",S01E05,
丸刈り,まるがり,"1. buzz cut, close crop",Unlabeled,2,負けたら SSS組男子 全員 <b>丸刈り</b>だぁぁ！,"If we lose, all the boys in the SSS group will have their heads shaved!",S01E05,
対抗,たいこう,"1. opposition, rivalry, competition, antagonism",N1,2,続いて クラス<b>対抗</b> 玉入れです,Next is the class competition ball toss.,S01E05,
玉入れ,たまいれ,"1. ball-toss game, in which balls are thrown into a basket on a high pole (played at sports festivals)",Unlabeled,2,<b>玉入れ</b>で逆転だあ！,It's a reversal with the ball!,S01E05,
一斉,いっせい,"1. simultaneous, all at once",N2,2,斉木が出てきたら <b>一斉</b>にクラッカーを鳴らす,"When Saiki comes out, let off the crackers all at once.","S01E05, S01E24",
ルールブック,ルールブック,1. rule book,Unlabeled,2,<b>ルールブック</b>には 書いてないからな！,It's not written in the rulebook!,S01E05,
集める,あつめる,"1. to collect, to assemble, to gather",N4,2,俺たち□組は 全ての玉を袋に<b>集め</b> 袋を閉じ,"We, group □, collect all the balls in a bag and close the bag.","S01E05, S01E21",
アンカー,アンカー,"1. anchor (of a ship)<br>2. last runner or swimmer in a relay team<br>3. news anchor, news presenter<br>4. anchor (clock component), pallet fork<br>5. anchor (HTML)<br>6. link to previous post (e.g. in web forums)",Unlabeled,2,斉木君 君に<b>アンカー</b>を任せたい！,"Saiki-kun, I want to leave the anchor to you!",S01E05,
キモイ,キモイ,"1. gross, disgusting",Unlabeled,2,走り方は ただただ<b>キモイ</b>がな,The way it runs is just creepy,"S01E05, S01E10",
キープ,キープ,"1. to keep, to put aside (for somebody), to keep possession (usu. the ball in sports), to hold one's service (tennis)<br>2. quipu, quippu",Unlabeled,2,そのまま SSS組はトップを<b>キープ</b>して,"As it is, the SSS group remains at the top.","S01E05, S01E17",
良し,よし,"1. good, excellent, fine, nice, pleasant, agreeable",Unlabeled,2,熱く全力で ぶつかれる <b>良き</b>ライバル,A good rival that I can compete with passionately and with all my might.,"S01E05, S01E07",
苦しい,くるしい,"1. painful, difficult, tough, hard<br>2. distressing, (psychologically) difficult, stressful, awkward (e.g. position)<br>3. straitened (circumstances), tight (financial situation), needy, struggling<br>4. strained (interpretation, explanation, etc.), lame (e.g. excuse), forced (e.g. smile), far-fetched<br>5. hard to do, unpleasant",N3,2,煙で視界は遮られ 呼吸は<b>苦しい</b>,The smoke obstructs my view and makes it hard to breathe.,S01E05,
非常ベル,ひじょうベル,"1. alarm bell, emergency alarm",Unlabeled,2,とにかく <b>非常ベル</b>が鳴ったら 指示に従って 校庭に避難するんだ,"Anyway, when the emergency bell rings, follow the instructions and evacuate to the schoolyard.",S01E05,
心構え,こころがまえ,"1. preparedness, readiness, mental attitude, frame of mind",Unlabeled,2,これは 避難時の<b>心構え</b>の 頭文字を取ってまとめた標語だ,This is a motto made up of the initials of how to prepare when evacuating.,S01E05,
おさない,おさない,"1. very young, little<br>2. childish, immature",Unlabeled,2,確か“<b>おさない</b>”“かけない” “しゃべらない”だったか,"If I remember correctly, it was “I don’t call,” “I don’t call,” and “I don’t talk.”",S01E05,
しぬ,しぬ,"1. to die, to pass away<br>2. to lose spirit, to lose vigor, to look dead<br>3. to cease, to stop",Unlabeled,2,お前ら　かじで　<b>しぬ</b>な,You guys don't do it on your own.,S01E05,
襲いかかる,おそいかかる,"1. to rush on, to attack, to swoop down on",Unlabeled,2,遅い動きで<b>襲いかかっ</b>てくるのだ！,It attacks with slow movements!,"S01E05, S01E15",
かし,かし,1. noncommissioned officer,Unlabeled,2,みんな この“お<b>かし</b>”を忘れずに 避難訓練に臨んでくれ,"Everyone, please don't forget this ""good thing"" and participate in evacuation drills.",S01E05,
焦る,あせる,"1. to be in a hurry, to be impatient, to be anxious (to do), to fret<br>2. to get a fright, to panic, to get flustered, to be startled",N1,2,最近 出番がないからって <b>焦る</b>な,Don't panic just because you haven't appeared recently.,"S01E05, S01E24",
番号,ばんごう,"1. number, series of digits",N5,2,しゅっせき<b>番号</b>順に 後ろに並んでくれ！,Please line up at the back in order of your ticket number!,"S01E05, S01E20",
無くす,なくす,"1. to lose (something), to mislay<br>2. to get rid of, to eliminate, to remove",N5,2,うわ やっべ～ オレ 頭巾 <b>無くし</b>たわ,"Wow, I lost my hood.","S01E05, S01E13",
しもべ,しもべ,"1. servant, manservant, menial",Unlabeled,2,ブタから <b>しもべ</b>に バージョンアップしたようだ,Looks like it's been upgraded from a pig to a servant.,"S01E05, S01E24",
たか,たか,"1. degree (of something), greatness or smallness (of something), quantity, number, amount, size",Unlabeled,2,おい！ <b>たか</b>　はしィィー！,Hey! Taka Hashii!,"S01E05, S01E06",
気まずい,きまずい,"1. unpleasant, awkward, embarrassing, uneasy",Unlabeled,2,かなり<b>気まずく</b>て しんどい,It's quite awkward and tiring,"S01E05, S01E11",
おもい,おもい,"1. thought<br>2. imagination, mind, heart<br>3. desire, wish, hope, expectation<br>4. love, affection<br>5. feelings, emotion, sentiment, experience",Unlabeled,2,<b>おもい</b>を 引きずってる元カノに,To my ex-girlfriend who is dragging my feelings with me,"S01E05, S01E17",
引きずる,ひきずる,"1. to drag along, to pull<br>2. to force someone along<br>3. to prolong, to drag out<br>4. to influence strongly, to seduce",N1,2,おもいを <b>引きずっ</b>てる元カノに,To my ex-girlfriend who is dragging my feelings with me,"S01E05, S01E20",
元カノ,もとカノ,"1. former girlfriend, ex-girlfriend",Unlabeled,2,おもいを 引きずってる<b>元カノ</b>に,To my ex-girlfriend who is dragging my feelings with me,"S01E05, S01E20",
オー,オー,"1. O, o",Unlabeled,2,よお<b>オー</b>し！ ぶち破るぞ～！,Yo oh shi! I'll destroy it!,"S01E05, S01E23",
しる,しる,"1. to be aware of, to know, to be conscious of, to cognize, to cognise<br>2. to notice, to feel<br>3. to understand, to comprehend, to grasp<br>4. to remember, to be acquainted with (a procedure)<br>5. to experience, to go through, to learn<br>6. to be acquainted with (a person), to get to know<br>7. to concern",Unlabeled,2,何よ アイツら もう有り得ない！ <b>しら</b>ない！,"Why, they can't survive anymore! I don't know!","S01E05, S01E06",
内容量,ないようりょう,1. net content (e.g. on food packaging),Unlabeled,2,しかも <b>内容量</b> たった 55グラムしかないぞ,"Moreover, it only weighs 55 grams.",S01E06,
小遣い,こづかい,"1. pocket money, spending money, pin money, allowance",N2,2,僕の１ヶ月の<b>小遣い</b>を 全て つぎ込んだのだ,I spent all my one month's allowance on it.,S01E06,
詰まる,つまる,"1. to be packed (with), to be full (space, schedule, etc.)<br>2. to be blocked (road, pipe, nose, etc.), to be clogged, to be plugged up<br>3. to shorten (width, interval, etc.), to shrink (shirt, word form, etc.), to narrow<br>4. to be at a loss, to be hard pressed<br>5. to end up, to be settled<br>6. to become a geminate consonant<br>7. to hit the ball near the handle of the bat",N2,2,<b>詰まっ</b>ているというのか？,Are you saying it's clogged?,"S01E06, S01E18",
潰す,つぶす,"1. to smash, to crush, to flatten<br>2. to shut down, to put out of business, to force (a company) to close up shop<br>3. to wreck, to break, to block, to thwart<br>4. to butcher, to slaughter, to kill (livestock, for food)<br>5. to kill (time), to while away (the time), to use up (one's time)<br>6. to waste (e.g. talents)",N2,2,工場 <b>潰す</b>！,Destroy the factory!,"S01E06, S01E14",
ウロウロ,うろうろ,"1. restlessly, aimlessly, without purpose<br>2. to loiter, to drift, to hang about doing nothing, to wander aimlessly, to be restless<br>3. to be restless, to fuss, to be in a fidget",Unlabeled,2,３千円のコーヒーゼリーなんて 持って<b>ウロウロ</b>していたら,"I was wandering around carrying coffee jelly that cost 3,000 yen.","S01E06, S01E07",
人目,ひとめ,"1. (public) notice, attention, public eye, public gaze",N1,2,いつもより<b>人目</b>に付きやすい,Easier to attract attention than usual,"S01E06, S01E18",
ハメ,はめ,"1. panel, wainscoting, wainscotting<br>2. plight, fix, bind, awkward situation, difficult situation, mess",Unlabeled,2,あの長いオープニングを ２度も見る<b>ハメ</b>になるとはな,I never thought I'd have to watch that long opening twice.,"S01E06, S01E10",
等価,とうか,"1. equivalence, equal value, parity<br>2. (logical) equivalence",Unlabeled,2,<b>等価</b>交換で テニスボールを移動させた,Moved the tennis ball using equivalent exchange,"S01E06, S01E14",
訪ねる,たずねる,"1. to visit, to call on, to pay a visit to",N4,2,小学生くらいの男の子と そのお姉さんが<b>訪ね</b>てきてね,A boy of elementary school age and his older sister came to visit.,"S01E06, S01E11",
彼氏,かれし,"1. boyfriend<br>2. he, him",Unlabeled,2,元彼とスッパリ別れられて 新しい<b>彼氏</b>が見つかるって！,I broke up with my ex-boyfriend and found a new boyfriend!,"S01E06, S01E11",
予言者,よげんしゃ,"1. prophet, predictor, prognosticator",Unlabeled,2,<b>予言者</b>気取りの集まりが創り上げた タダの幻想だ,It's a free fantasy created by a bunch of prophet-minded people.,S01E06,
創り上げる,つくりあげる,"1. to build up, to complete, to construct, to create, to put together<br>2. to make up, to fabricate, to invent, to cook up",Unlabeled,2,それは お前が<b>創り上げ</b>た タダの幻想だ,That's a free fantasy you created.,S01E06,
幻想,げんそう,"1. fantasy, illusion, vision, dream",Unlabeled,2,それは お前が創り上げた タダの<b>幻想</b>だ,That's a free fantasy you created.,S01E06,
付き合える,つきあう,"1. to associate with, to keep company with, to go out with, to go steady with, to get on with<br>2. to go along with, to follow someone's lead, to accompany someone, to compromise",Unlabeled,2,山﨑賢人クンと<b>付き合える</b>って～!!,I can date Kento Yamazaki!!,S01E06,
うさん,うさん,1. suspicious,Unlabeled,2,名前から もう <b>うさん</b>くさいし,The name is already suspicious.,S01E06,
オーラ,オーラ,1. aura,Unlabeled,2,この私が“もう少し いてあげてもいいわよ”<b>オーラ</b>を,"I have this aura that says, “I don’t mind staying with you a little longer.”","S01E06, S01E16",
見透かす,みすかす,"1. to see through, to see the true nature of something",Unlabeled,2,お前が大げさに反応したから <b>見透かさ</b>れてるぞ,"You exaggerated your reaction, so it's easy to see through it.",S01E06,
将来,しょうらい,"1. future (usually near), prospects",N4,2,ズバリ！ <b>将来</b>や勉強のこと… でないことも知ってるから,Straight! Because I know that it's not about the future or studying...,"S01E06, S01E10",
人間関係,にんげんかんけい,"1. human relations, personal relationships",Unlabeled,2,友達や<b>人間関係</b>のことで 悩んでいる!!,I'm worried about my friends and relationships!!,S01E06,
時々,ときどき,"1. sometimes, occasionally, at times, from time to time, now and then, once in a while, at intervals<br>2. seasonal, of the season, appropriate (for the season or occasion)",N5,2,だが <b>時々</b>ふと思うんだ,But sometimes I think,"S01E06, S01E17",
呼べる,呼べる,1. I can call (Auto-translated),Unlabeled,2,こんな店とも<b>呼べ</b>ない所に 連れてくるなんて ありえないわ！,There's no way I'd bring you to a place like this that can't even be called a store!,S01E06,
要する,ようする,"1. to need, to demand, to take, to require",N1,2,<b>要する</b>に オレが言いたいのは,"In short, what I want to say is",S01E06,
努力,どりょく,"1. effort, exertion, endeavour, endeavor, hard work, striving",N3,2,だが いくら僕でも <b>努力</b>をしない奴を助ける気がしない,"But no matter how much I do, I don't feel like helping someone who doesn't make an effort.","S01E06, S01E09",
サイキ,サイキ,Saiki,Unlabeled,2,ミスター･<b>サイキ</b>,Mr. Psych,"S01E06, S01E21",
水の泡,みずのあわ,1. coming to nothing<br>2. bubble on the surface of water<br>3. something that is short-lived,Unlabeled,2,やれやれ 全てを<b>水の泡</b>にしてくれたな,"Oh my, you've ruined everything.","S01E06, S01E09",
歓迎,かんげい,"1. welcome, reception",N3,2,関わらないでくれるなら 僕は むしろ大<b>歓迎</b>だ,"If you don't want to get involved, I'd rather welcome it.","S01E06, S01E23",
うかつ,うかつ,"1. careless, stupid, thoughtless, heedless, unobservant, inadvertent, incautious",Unlabeled,2,<b>うかつ</b>に 超能力を使えないように あの２人も一緒にね,"Together with those two, so that I can't use my superpowers carelessly.","S01E06, S01E21",
しよう,しよう,"1. way, method, means, resource, remedy<br>2. (technical) specification",Unlabeled,2,普段は どう<b>しよう</b>もないアホ顔で “おっお”言ってる燃堂が,"Usually, Modo looks like a helpless idiot and says “Oh!”","S01E06, S01E19",
基本,きほん,"1. basics, fundamentals, basis, foundation",N3,2,私と会ったら まず“１おっふ”が<b>基本</b>でしょう!?,"When you meet me, the first thing you do is say “1 off!”","S01E06, S01E19",
ナシ,なし,"1. without<br>2. unacceptable, not alright, unsatisfactory",Unlabeled,2,はっ ヤダ 私ったら 今のは<b>ナシ</b>！,"Ha, no, I wouldn't do what I did now!","S01E06, S01E13",
親戚,しんせき,"1. relative, relation, kin",N3,2,俺 <b>親戚</b>が沖縄に住んでるから 案内できるよ！,"I have relatives living in Okinawa, so I can show them around!","S01E06, S01E12",
演ずる,えんじる,"1. to perform (a play), to play (a part), to act (a part), to commit (a blunder)",N1,2,完璧美少女を<b>演じ</b>きるとは 大したものだ,It's a big deal to be able to play the role of a perfect beautiful girl.,S01E06,
崩す,くずす,"1. to destroy, to demolish, to pull down, to tear down, to level<br>2. to disturb, to put into disorder, to throw off balance, to make shaky<br>3. to relax (one's pose), to make oneself at ease<br>4. to break (a bill), to change, to make change<br>5. to write in cursive style, to write in running style<br>6. to break into a smile, to let off a smile<br>7. to lower (a price)",N2,2,コイツの前で <b>崩す</b>わけにはいかない！,I can't let you break down in front of this guy!,"S01E06, S01E21",
吐く,つく,"1. to breathe out, to breathe<br>2. to tell (a lie), to use (foul language)<br>3. to vomit, to throw up, to spit up",N3,2,おい コラ！ 何で俺の顔見て ゲロ<b>吐い</b>てんだ コラ！,Hey Korra! Why are you looking at my face and throwing up?,"S01E06, S01E12",
素晴らしい,すばらしい,"1. wonderful, splendid, magnificent",N3,2,<b>素晴らしい</b>力ってことっス！,That's amazing power!,S01E06,
当て,あて,"1. aim, object, purpose, end<br>2. expectations, prospects, hopes<br>3. something that can be relied upon<br>4. snack served with alcoholic drink<br>5. pad, guard<br>6. blow, strike<br>7. addressed to<br>8. per",N1,2,<b>当て</b>はありますよ 幽霊に聞きます！,"I have a guess, I'll ask the ghost!",S01E06,
至る所,いたるところ,"1. everywhere, all over, throughout",Unlabeled,2,<b>至る所</b>に居る幽霊は,ghosts are everywhere,"S01E06, S01E21",
とある,とある,1. a certain ...,Unlabeled,2,僕の <b>とある</b>能力を 封じるためのもの,Something to seal a certain ability of mine,"S01E06, S01E15",
重なる,かさなる,"1. to be piled up, to lie on top of one another<br>2. to come one after another, to happen over and over, to pile up (e.g. stress), to accumulate<br>3. to overlap (each other), to occur at the same time, to happen simultaneously",N2,2,“トラブルは <b>重なる</b>” という言葉がある,There is a saying that “trouble overlaps”,"S01E06, S01E12",
スケール,スケール,"1. scale, vernier",Unlabeled,2,落とし物と盗難事件じゃ <b>スケール</b>が違え！,Lost items and theft are on a different scale!,"S01E06, S01E18",
やがて,やがて,"1. before long, soon, shortly<br>2. almost, nearly<br>3. finally, in the end, eventually",N3,2,このセンセーショナルな事件は <b>やがて</b>学校中に広まり…,This sensational incident soon spread throughout the school...,"S01E06, S01E15",
フェッ,フェッチ,1. fetch (of an instruction from memory),Unlabeled,2,グ<b>フェッ</b> フェッ フェッ… 夢が広がるっス！,"Guffet, fett, fet... My dreams are expanding!",S01E06,
たとえ,たとえ,"1. example<br>2. simile, metaphor, allegory, fable, parable",N3,2,<b>たとえ</b>幽霊でも 人を脅して 非道の限りを尽くしたら,"Even if you're a ghost, if you threaten people and do something outrageous,","S01E06, S01E24",
非道,ひどう,"1. unjust, inhuman",Unlabeled,2,たとえ幽霊でも 人を脅して <b>非道</b>の限りを尽くしたら,"Even if you're a ghost, if you threaten people and do something outrageous,",S01E06,
覚ます,さます,"1. to awaken, to arouse from sleep<br>2. to bring to one's senses, to disabuse (someone of)<br>3. to sober up<br>4. to dampen, to throw a damper on, to spoil",N3,2,"僕は目を<b>覚まし</b>て 0,2秒で理解した",I woke up and understood within 0.2 seconds.,S01E06,
浮遊,ふゆう,"1. floating, drifting, suspension<br>2. wandering (about)",Unlabeled,2,空中<b>浮遊</b>もできないぞ！,You can't even levitate!,"S01E06, S01E08",
頭痛,ずつう,1. headache,N3,2,夢を見るとき そして<b>頭痛</b>がするとき―,When I dream and have a headache...,"S01E06, S01E08",
のみ,のみ,"1. only, nothing but",Unlabeled,2,僕は自分に被害や不利益が 生じるものに関して<b>のみ</b>行動する,I will only act on things that cause harm or disadvantage to me.,"S01E06, S01E20",
種,しゅ,"1. kind, variety<br>2. (biological) species<br>3. (logical) species",N3,2,ある<b>種</b> 奇跡的ともいえる 出来事の連続である,It's a series of events that can be called miraculous.,"S01E06, S01E13",
奇跡的,きせきてき,1. miraculous,Unlabeled,2,ある種 <b>奇跡的</b>ともいえる 出来事の連続である,It's a series of events that can be called miraculous.,"S01E06, S01E14",
はく,はく,"1. to sweep, to brush, to clean<br>2. to gather silkworms",N5,2,冬場だというのに ミニスカートを<b>はく</b>―,Wearing a miniskirt even though it's winter,S01E06,
激しい,はげしい,"1. violent, furious, tempestuous<br>2. extreme, intense, fierce, strong<br>3. fervent, vehement<br>4. incessant, relentless<br>5. precipitous, steep",N3,2,彼女はサマーソルトキックでも 放ったかのごとく<b>激しく</b>転倒,She fell down hard as if she'd thrown a summersault kick.,"S01E06, S01E18",
側頭,そくとうよう,1. temporal lobe<br>2. Temporal lobe,Unlabeled,2,<b>側頭</b>部に直撃,Direct hit on the side of the head,"S01E06, S01E09",
横転,おうてん,"1. toppling sideways, turning sideways, falling over sideways<br>2. barrel roll",Unlabeled,2,原付も<b>横転</b>することはなかった,The moped did not roll over either.,S01E06,
いただける,いただく,"1. to receive, to get, to accept, to take, to buy<br>2. to eat, to drink<br>3. to be crowned with, to wear (on one's head), to have (on top)<br>4. to have (as one's leader), to live under (a ruler), to install (a president)<br>5. to get somebody to do something",Unlabeled,2,師匠 僕らの進化を 見て<b>いただけ</b>ましたか？,"Master, have you seen our evolution?","S01E06, S01E24",
ジャージ,ジャージー,1. jersey,Unlabeled,2,もしスカートの下に <b>ジャージ</b>をはいていれば,If you wear a jersey under your skirt,"S01E06, S01E17",
防ぐ,ふせぐ,"1. to defend against, to protect against<br>2. to prevent, to avert, to avoid",N3,2,ささいなことで<b>防ぐ</b>こともできる,It can be prevented with small things.,"S01E06, S01E17",
予知夢,よちむ,"1. precognitive dream, foresight dream, prophetic dream",Unlabeled,2,まあ 今回は<b>予知夢</b>で 一部始終 知りえたから簡単だったが,"Well, this time it was easy because I knew all the details through a prophetic dream.","S01E06, S01E12",
一部,いちぶ,"1. one part, one portion, one section, some<br>2. one copy (e.g. of a document)",N1,2,まあ 今回は予知夢で <b>一部</b>始終 知りえたから簡単だったが,"Well, this time it was easy because I knew all the details through a prophetic dream.","S01E06, S01E08",
ストーブ,ストーブ,"1. (room) heater, stove",N5,2,倉庫から <b>ストーブ</b>に使う 灯油を持ってきました,I brought kerosene for the stove from the warehouse.,"S01E06, S01E17",
ウサギ,うさぎ,"1. rabbit, hare, coney, cony, lagomorph (esp. leporids)",Unlabeled,2,よし！ あのテニスコートまで 一緒に <b>ウサギ</b>跳びだ！,Okay! Let's jump rabbit together to that tennis court!,"S01E06, S01E19",
跳び,とび,"1. flying, leaping, flight, leap<br>2. zero, naught, oh<br>3. flying fish (esp. the Japanese flying fish, Cypselurus agoo)<br>4. running out of points (zero or fewer), game ending due to a player running out of points",Unlabeled,2,よし！ あのテニスコートまで 一緒に ウサギ<b>跳び</b>だ！,Okay! Let's jump rabbit together to that tennis court!,"S01E06, S01E19",
廊下,ろうか,"1. corridor, hallway, passageway",N5,2,<b>廊下</b>だって 全力で走るぜ！,I'll run as fast as I can even in the hallway!,S01E06,
何日,なんにち,1. what day<br>2. how many days,Unlabeled,2,何度も使えるなら <b>何日</b>でも戻せることになるからな,"If you can use it over and over again, you can go back to it for any number of days.","S01E06, S01E15",
うっかり,うっかり,"1. carelessly, thoughtlessly, inadvertently",N2,2,はっ！ 僕としたことが <b>うっかり</b>幸せに浸ってしまった,Ha! What I did made me inadvertently immerse myself in happiness.,"S01E06, S01E14",
賢い,かしこい,"1. wise, clever, smart",N3,2,“犬は<b>賢</b>そうだから”とか “猫は甘えてくるから”だとか,``Dogs seem smart'' or ``cats are spoiled''.,"S01E07, S01E23",
思い込み,おもいこみ,"1. wrong impression, subjective impression, assumption, prejudice",Unlabeled,2,<b>思い込み</b>だけで こんなことになるわけないだろ！,There's no way something like this could happen just because of your assumptions!,"S01E07, S01E22",
メス,メス,"1. scalpel, surgical knife",Unlabeled,2,気安く触んじゃねえよ ヒト科の<b>メス</b>が,"Don't touch me casually, female hominid.",S01E07,
夏,なつ,1. summer,N5,2,<b>夏</b>にピッタリの飲み物なのだ！,It's the perfect drink for summer!,"S01E07, S01E11",
佐藤,佐藤,Satou,Unlabeled,2,“<b>佐藤</b>さんか 鈴木さんか”と 聞かれるようなものだ,"It's like being asked, ""Mr. Sato or Mr. Suzuki?""","S01E07, S01E19",
ニャー,にゃん,"1. meow, miaow<br>2. cat",Unlabeled,2,ってそうじゃない<b>ニャー</b>！ 無礼者！,"That's not true, meow! Rude person!","S01E07, S01E10",
エリート,エリート,1. elite,Unlabeled,2,社員は<b>エリート</b>ぞろいの 超一流大企業じゃないか！,Isn't this a top-notch company with elite employees?,"S01E07, S01E11",
